region,cui,nombre_pip,funcion,division_funcional,grupo_funcional,sector_responsable,brechas,opmi,uf,uei,uep,gps,departamento,provincia,distrito,centro_poblado,region.1
cusco,2079923,"CONSTRUCCION DE VIA CARROZABLE  COLLPANI CHICO - BEATRIZ ALTA, DISTRITO DE MARANURA - LA CONVENCION - CUSCO",TRANSPORTE,TRANSPORTE TERRESTRE,VÍAS VECINALES,TRANSPORTES Y COMUNICACIONES,"SERVICIO DE TRANSITABILIDAD VIAL INTERURBANA
                                
                                
                                    PORCENTAJE DE LA RED VIAL VECINAL NO PAVIMENTADA CON INADECUADOS NIVELES DE SERVICIO
                                
                                
                                    KM
                                
                                
                                    DISTRITAL
                                
                                
                                    100",OPMI DE LA MUNICIPALIDAD DISTRITAL DE MARANURA,UF DE LA MUNICIPALIDAD DISTRITAL DE MARANURA (UFMDM20 - RUTH LLOCLLE HUANCA),UEI DE LA MUNICIPALIDAD DISTRITAL DE MARANURA - (UEIMDMRU1 - JHON CHARLES HUACAC  FUENTES),300751 - MUNICIPALIDAD DISTRITAL DE MARANURA,0,0,0,0,0,cusco
cusco,2080201,"MEJORAMIENTO Y CREACION DEL PARQUE DEPORTIVO Y RECREACIONAL  EN EL AA.HH HUASAHUARA DEL DISTRITO DE CUSCO, PROVINCIA DE CUSCO - CUSCO",CULTURA Y DEPORTE,DEPORTES,INFRAESTRUCTURA DEPORTIVA Y RECREATIVA,EDUCACION,"SERVICIO DE PRÁCTICA DEPORTIVA Y/O RECREATIVA
                                
                                
                                    PORCENTAJE DE PERSONAS QUE NO PARTICIPAN DE LOS SERVICIOS DEPORTIVOS RECREATIVOS RESPECTO A LA POBLACIÓN TOTAL
                                
                                
                                    USUARIO/AÑO
                                
                                
                                    DISTRITAL
                                
                                
                                    2800",OPMI DE LA MUNICIPALIDAD PROVINCIAL DEL CUSCO,UF DE LA MUNICIPALIDAD PROVINCIAL DEL CUSCO (SGEPUFMPC - DURAN MARLENY DEL PINO),- ( -  ),300684 - MUNICIPALIDAD PROVINCIAL DEL CUZCO,0,0,0,0,0,cusco
cusco,2080809,"MEJORAMIENTO DE LA TRASITABILIDAD PEATONAL EN LA CALLE SINCHIROCA ENTRE LA APV ALTO CUSCO Y APV VILLA EL SOL, DISTRITO DE CUSCO, PROVINCIA DE CUSCO - CUSCO",TRANSPORTE,TRANSPORTE URBANO,VÍAS URBANAS,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","SERVICIO DE MOVILIDAD URBANA
                                
                                
                                    PORCENTAJE DE LA POBLACIÓN URBANA SIN ACCESO A LOS SERVICIOS DE MOVILIDAD URBANA A TRAVÉS DE PISTAS Y VEREDAS
                                
                                
                                    PERSONAS
                                
                                
                                    DISTRITAL
                                
                                
                                    1855",OPMI DE LA MUNICIPALIDAD PROVINCIAL DEL CUSCO,UF DE LA MUNICIPALIDAD PROVINCIAL DEL CUSCO (SGEPUFMPC - DURAN MARLENY DEL PINO),- ( -  ),300684 - MUNICIPALIDAD PROVINCIAL DEL CUZCO,0,0,0,0,0,cusco
cusco,2081345,"CONSTRUCCION DEL SISTEMA DE RIEGO CHUYAMAYO CHALANQUI DEL, DISTRITO DE HUAYOPATA - LA CONVENCION - CUSCO",AGROPECUARIA,RIEGO,INFRAESTRUCTURA DE RIEGO,AGRICULTURA Y RIEGO,"SERVICIO DE PROVISIÓN DE AGUA PARA RIEGO
                                
                                
                                    PORCENTAJE DE SUPERFICIE AGRÍCOLA SIN RIEGO
                                
                                
                                    HA
                                
                                
                                    DISTRITAL
                                
                                
                                    55.69",OPMI DE LA MUNICIPALIDAD DISTRITAL DE HUAYOPATA,UF DE LA MUNICIPALIDAD DISTRITAL DE HUAYOPATA (UFMDHYP002 - DAVID RICARDO PUMA AUQUIPATA),UEI DE LA MUNICIPALIDAD DISTRITAL DE HUAYOPATA - (UEIMDHYP001 - HUGO ONTON PALIZA),300750 - MUNICIPALIDAD DISTRITAL DE HUAYOPATA,-13.00631240 / -72.551930,CUSCO,LA CONVENCION,HUAYOPATA,CHUYAMAYO,cusco
cusco,2081361,"CONSTRUCCION DEL SISTEMA DE RIEGO POR ASPERSION MOYOMONTE, CABALLERAYOC, SAN PABLO, NUEVA VICTORIA, DISTRITO DE HUAYOPATA - LA CONVENCION - CUSCO",AGROPECUARIA,RIEGO,RIEGO TECNIFICADO,AGRICULTURA Y RIEGO,"SERVICIO DE PROVISIÓN DE AGUA PARA RIEGO
                                
                                
                                    PORCENTAJE DE SUPERFICIE AGRÍCOLA SIN RIEGO TECNIFICADO
                                
                                
                                    HA
                                
                                
                                    DISTRITAL
                                
                                
                                    800",OPMI DE LA MUNICIPALIDAD DISTRITAL DE HUAYOPATA,UF DE LA MUNICIPALIDAD DISTRITAL DE HUAYOPATA (UFMDHYP002 - DAVID RICARDO PUMA AUQUIPATA),UEI DE LA MUNICIPALIDAD DISTRITAL DE HUAYOPATA - (UEIMDHYP001 - HUGO ONTON PALIZA),300750 - MUNICIPALIDAD DISTRITAL DE HUAYOPATA,-13.00631240 / -72.551930,CUSCO,LA CONVENCION,HUAYOPATA,,cusco
cusco,2082838,"INSTALACION DEL SISTEMA DE AGUA  POTABLE Y ALCANTARILLADO EN EL CENTRO POBLADO DE PAMPA CONCEPCION , DISTRITO DE ECHARATE - LA CONVENCION - CUSCO",,,,,,OPMI DE LA MUNICIPALIDAD DISTRITAL DE ECHARATI,UF DE LA MUNICIPALIDAD DISTRITAL DE ECHARATI (UFMDECR002 - SAUL USCA GUZMAN),UEI DE LA MUNICIPALIDAD DISTRITAL DE ECHARATI - (UEIMDECR008 - WILLY ANDY QUEZADA CHAVEZ),300749 - MUNICIPALIDAD DISTRITAL DE ECHARATI,-12.76919460 / -72.577480,CUSCO,LA CONVENCION,ECHARATE,ECHARATE,cusco
cusco,2083975,"MEJORAMIENTO DE SERVICIOS EDUCATIVOS DEL CENTRO RURAL DE FORMACIÓN EN ALTERNACIA LLAPANCHIS YACHASUNCHIS DE ALLHUACCHUYO-LAYO SANTO TOMAS, PROVINCIA DE CHUMBIVILCAS - CUSCO",EDUCACIÓN,EDUCACIÓN BÁSICA,EDUCACIÓN BÁSICA ALTERNATIVA,EDUCACION,"SERVICIO DE EDUCACIÓN BÁSICA ALTERNATIVA
                                
                                
                                    PORCENTAJE DE UNIDADES PRODUCTORAS CON EL SERVICIO DE EDUCACIÓN BÁSICA ALTERNATIVA CON CAPACIDAD INSTALADA INADECUADA
                                
                                
                                    LOCAL EDUCATIVO
                                
                                
                                    DISTRITAL
                                
                                
                                    100",OPMI DE LA MUNICIPALIDAD PROVINCIAL DE CHUMBIVILCAS,UF DE LA MUNICIPALIDAD PROVINCIAL DE CHUMBIVILCAS (UFMPCVB001 - ROGER MENDOZA CHURATA),UEI DE LA MUNICIPALIDAD PROVINCIAL DE CHUMBIVILCAS - (UEIMPCVB001 - LILIANA MARTINEZ DURAND),300732 - MUNICIPALIDAD PROVINCIAL DE CHUMBIVILCAS - SANTO TOMAS,0,0,0,0,0,cusco
cusco,2084811,"MEJORAMIENTO Y AMPLIACIÓN DE LA OFERTA DE SERVICIOS EDUCATIVOS DE LA IE 56604  MACHACCOYO, DISTRITO DE COPORAQUE - ESPINAR - CUSCO",EDUCACIÓN,EDUCACIÓN BÁSICA,EDUCACIÓN PRIMARIA,EDUCACION,"SERVICIO DE EDUCACION PRIMARIA
                                
                                
                                    PORCENTAJE DE UNIDADES PRODUCTORAS CON EL SERVICIO DE EDUCACIÓN PRIMARIA CON CAPACIDAD INSTALADA INADECUADA
                                
                                
                                    LOCAL EDUCATIVO
                                
                                
                                    DISTRITAL
                                
                                
                                    1",OPMI DE LA MUNICIPALIDAD DISTRITAL DE COPORAQUE,OBRAS PUBLICAS ( -  ),- ( - ),-,0,0,0,0,0,cusco
cusco,2087292,"CONSTRUCCION DE LA TROCHA CARROZABLE HUAYHUAHUASI - LLANCUPE, DISTRITO DE COPORAQUE - ESPINAR - CUSCO",TRANSPORTE,TRANSPORTE TERRESTRE,VÍAS VECINALES,TRANSPORTES Y COMUNICACIONES,"SERVICIO DE TRANSITABILIDAD VIAL INTERURBANA
                                
                                
                                    PORCENTAJE DE LA RED VIAL VECINAL NO PAVIMENTADA CON INADECUADOS NIVELES DE SERVICIO
                                
                                
                                    KM
                                
                                
                                    DISTRITAL
                                
                                
                                    14.40",OPMI DE LA MUNICIPALIDAD DISTRITAL DE COPORAQUE,OBRAS PUBLICAS ( -  ),- ( - ),-,0,0,0,0,0,cusco
cusco,2087567,"MEJORAMIENTO DE LA CAPACIDAD RESOLUTIVA DEL PUESTO DE SALUD  CHINGANILLA, DISTRITO DE OCOBAMBA - LA CONVENCION - CUSCO",,,,,,OPMI DE LA MUNICIPALIDAD DISTRITAL DE OCOBAMBA,UNIDAD FORMULADORA ( -  ),- ( - ),-,0,0,0,0,0,cusco
cusco,2089896,"CONSTRUCCION DE PISTAS,   VEREDAS Y OBRAS COMPLEMENTARIAS  DE LA CALLE JOSÉ OLAYA  DEL BARRIO  PROGRESO  DE LA LOCALIDAD DE YAURI - DISTRITO ESPINAR -, PROVINCIA DE ESPINAR - CUSCO",TRANSPORTE,TRANSPORTE URBANO,VÍAS URBANAS,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","SERVICIO DE MOVILIDAD URBANA
                                
                                
                                    PORCENTAJE DE LA POBLACIÓN URBANA SIN ACCESO A LOS SERVICIOS DE MOVILIDAD URBANA A TRAVÉS DE PISTAS Y VEREDAS
                                
                                
                                    PERSONAS
                                
                                
                                    DISTRITAL
                                
                                
                                    90",OPMI DE LA MUNICIPALIDAD PROVINCIAL DE ESPINAR,OFICINA FORMULADORA DE PROYECTOS DE INVERSION ( -  ),- ( - ),-,0,0,0,0,0,cusco
cusco,2092921,"CONSTRUCCION TROCHA CARROZABLE RESISTENCIA - MIRAFLORES, DISTRITO DE VILCABAMBA - LA CONVENCION - CUSCO",TRANSPORTE,TRANSPORTE TERRESTRE,VÍAS VECINALES,TRANSPORTES Y COMUNICACIONES,"SERVICIO DE TRANSITABILIDAD VIAL INTERURBANA
                                
                                
                                    PORCENTAJE DE LA RED VIAL VECINAL NO PAVIMENTADA CON INADECUADOS NIVELES DE SERVICIO
                                
                                
                                    KM
                                
                                
                                    DISTRITAL
                                
                                
                                    6.60",OPMI DE LA MUNICIPALIDAD DISTRITAL DE VILCABAMBA,UF DE LA MUNICIPALIDAD DISTRITAL DE VILCABAMBA (UFMDVLC006 - ANA CECILIA QUINTANA NAVARRO),GERENCIA DE INFRAESTRUCTURA Y DESARROLLO URBANO RURAL DE LA MUNICIPALIDAD DISTRITAL DE VILCABAMBA - (UEIMDVLC008 - HERNANDO SOTO VERA),300756 - MUNICIPALIDAD DISTRITAL DE VILCABAMBA,0,0,0,0,0,cusco
cusco,2093753,"INSTALACION DE VARIEDADES MEJORADAS Y TECNIFICACIÓN DE VARIEDADES LOCALES DEL CULTIVO DE PIÑA EN SIETE SECTORES DE LA CUENCA DE SAN MIGUEL,, DISTRITO DE VILCABAMBA - LA CONVENCION - CUSCO",AGROPECUARIA,AGRARIO,PROTECCIÓN SANITARIA VEGETAL,AGRICULTURA Y RIEGO,"SERVICIO DE SANIDAD VEGETAL
                                
                                
                                    PORCENTAJE DE LA SUPERFICIE AGRÍCOLA CON PÉRDIDAS OCASIONADAS POR PLAGAS NO INTERVENIDAS
                                
                                
                                    HA
                                
                                
                                    DISTRITAL
                                
                                
                                    1",OPMI DE LA MUNICIPALIDAD DISTRITAL DE VILCABAMBA,UF DE LA MUNICIPALIDAD DISTRITAL DE VILCABAMBA (UFMDVLC006 - ANA CECILIA QUINTANA NAVARRO),GERENCIA DE DESARROLLO ECONOMICO Y PRODUCTIVO DE LA MUNICIPALIDAD DISTRITAL DE VILCABAMBA - (UEIMDVLC009 - PETER GUSTAVO MEJIA CATALAN),300756 - MUNICIPALIDAD DISTRITAL DE VILCABAMBA,0,0,0,0,0,cusco
cusco,2094870,"MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y ELIMINACIÓN DE EXCRETAS EN LA CC DE YUNGAQUI, PROVINCIA DE ANTA - CUSCO",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA DE EXCRETAS
                                
                                
                                    PORCENTAJE DE LA POBLACIÓN RURAL SIN ACCESO AL SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA DE EXCRETAS
                                
                                
                                    UNIDAD DE MEDIDA POR DEFINIR
                                
                                
                                    DISTRITAL
                                
                                
                                    100",OPMI DE LA MUNICIPALIDAD PROVINCIAL DE ANTA,UNIDAD FORMULADORA DE PROYECTOS ( -  ),- ( - ),-,0,0,0,0,0,cusco
cusco,2107855,"AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE SANEAMIENTO BASICO INTEGRAL EN LA CC.NN DE KIRIGUETI, DISTRITO DE ECHARATE - LA CONVENCION - CUSCO",,,,,,OPMI DE LA MUNICIPALIDAD DISTRITAL DE MEGANTONI,UF DE LA MUNICIPALIDAD DISTRITAL DE MEGANTONI (UFMDMGT002 - FERMIN UGARTE CRUZ),UEI DE LA MUNICIPALIDAD DISTRITAL DE MEGANTONI - (UEIMDMGT016 - JOSE LUIS MONTERROSO CORNEJO),300749 - MUNICIPALIDAD DISTRITAL DE ECHARATE,0,0,0,0,0,cusco
cusco,2126403,"MEJORAMIENTO DE LA PRESTACIÓN DE SERVICIOS DE SALUD DEL C.S. PITUMARCA MICRO RED COMBAPATA,  RED CANAS CANCHIS ESPINAR - DIRESA CUSCO, PROVINCIA DE CANCHIS - CUSCO",SALUD,SALUD INDIVIDUAL,ATENCIÓN MÉDICA BÁSICA,SALUD,"SERVICIO DE ATENCIÓN DE SALUD BÁSICOS
                                
                                
                                    PORCENTAJE DE ESTABLECIMIENTOS DE SALUD DEL PRIMER NIVEL DE ATENCIÓN CON CAPACIDAD INSTALADA INADECUADA
                                
                                
                                    ESTABLECIMIENTO DE SALUD
                                
                                
                                    DISTRITAL
                                
                                
                                    1",OPMI DE LA MUNICIPALIDAD PROVINCIAL DE CANCHIS,"GERENCIA DE PLANEAMIENTO,PRESUPUESTO Y DEMARCACION TERRITORIAL ( -  )",- ( - ),-,0,0,0,0,0,cusco
cusco,2137749,"CONSTRUCCION DE PISTAS Y VEREDAS DE URB   INDUSTRIAL PANAMERICANA DEL DISTRITO DE SICUANI, PROVINCIA DE CANCHIS - CUSCO",,,,,,OPMI DE LA MUNICIPALIDAD PROVINCIAL DE CANCHIS,UF DE LA MUNICIPALIDAD PROVINCIAL DE CANCHIS ( -  ),- ( - ),-,0,0,0,0,0,cusco
cusco,2139974,"FORTALECIMIENTO DE LA OFERTA DE SERVICIOS EDUCATIVOS DE LA IE. PRIMARIA N 50505 DEL CENTRO POBLADO DE PAMPACAMARA, PROVINCIA DE QUISPICANCHI - CUSCO",,,,,,OPMI DE LA MUNICIPALIDAD PROVINCIAL DE QUISPICANCHI,UNIDAD FORMULADORA DE PROYECTOS ( -  ),- ( - ),-,0,0,0,0,0,cusco
cusco,2141278,"MEJORAMIENTO DE LA OFERTA DE SERVICIOS EDUCATIVOS EN LA I.E. PUBLICA  JOSE MARIA GARCIA GARCIA DE UMUTO DEL CENTRO POBLADO DE UMUTO, DISTRITO DE URCOS, PROVINCIA DE QUISPICANCHI - CUSCO",EDUCACIÓN,EDUCACIÓN BÁSICA,EDUCACIÓN SECUNDARIA,EDUCACION,"SERVICIO DE EDUCACIÓN SECUNDARIA
                                
                                
                                    PORCENTAJE DE UNIDADES PRODUCTORAS CON EL SERVICIO DE EDUCACIÓN SECUNDARIA CON CAPACIDAD INSTALADA INADECUADA
                                
                                
                                    LOCAL EDUCATIVO
                                
                                
                                    DISTRITAL
                                
                                
                                    1",OPMI DE LA MUNICIPALIDAD PROVINCIAL DE QUISPICANCHI,UF DE LA MUNICIPALIDAD PROVINCIAL DE QUISPICANCHI (UFMPQ_URCOS - RONAL BALTAZAR PARI MAMANI),UEI DE LA MUNICIPALIDAD PROVINCIAL DE QUISPICANCHI - (UEIMUNIPQGI - ROMMEL RAMIRO TAGLE SOLORZANO),300773 - MUNICIPALIDAD PROVINCIAL DE QUISPICANCHIS - URCOS,0,0,0,0,0,cusco
cusco,2142140,"MEJORAMIENTO DEL LOGRO DE APRENDIZAJE DE LOS ALUMNOS DE SECUNDARIA DE I.E. MICAELA BASTIDAS DE HUACATINCO, DISTRITO DE OCONGATE - QUISPICANCHI - CUSCO",,,,,,OPMI DE LA MUNICIPALIDAD DISTRITAL DE OCONGATE,UF DE LA MUNICIPALIDAD DISTRITAL DE OCONGATE (UFMARLON - MARLON VIANTINY MAMANI RUIZ),SUB GERENCIA DE INFRAESTRUCTURA Y DESARROLLO URBANO DE LA MUNICIPALIDAD DISTRITAL DE OCONGATE - (UEIMDOSGI01 - EDWIN QUISPE HINOJOSA),300782 - MUNICIPALIDAD DISTRITAL DE OCONGATE,0,0,0,0,0,cusco
cusco,2146901,"MEJORAMIENTO SISTEMA DE RIEGO POR GRAVEDAD AYACCACCAMAYO COMUNIDAD ALTO HUARCCA DISTRITO DE ESPINAR, PROVINCIA DE ESPINAR - CUSCO",AGROPECUARIA,RIEGO,INFRAESTRUCTURA DE RIEGO,AGRICULTURA Y RIEGO,"SERVICIO DE PROVISIÓN DE AGUA PARA RIEGO
                                
                                
                                    PORCENTAJE DE SUPERFICIE AGRÍCOLA SIN RIEGO
                                
                                
                                    HA
                                
                                
                                    PROVINCIAL
                                
                                
                                    10",OPMI DE LA MUNICIPALIDAD PROVINCIAL DE ESPINAR,OFICINA FORMULADORA DE PROYECTOS DE INVERSION ( -  ),- ( - ),-,0,0,0,0,0,cusco
cusco,2149701,"MEJORAMIENTO DE LA TRANSITABILIDAD VEHICULAR Y PEATONAL EN LA PROLONGACIÓN COLLASUYO (ANTIGUA CALLE PUMAMARCA,  ENTRE LA APV CLORINDA MATTO DE TURNER Y LA URB.  PLANICIE, DISTRITO DE SAN SEBASTIAN - CUSCO - CUSCO",,,,,,OPMI DE LA MUNICIPALIDAD DISTRITAL DE SAN SEBASTIAN,UNIDAD FORMULADORA DE PROYECTOS ( -  ),- ( - ),-,0,0,0,0,0,cusco
cusco,2150410,"MEJORAMIENTO DE LAS CAPACIDADES HUMANAS PARA LA INCLUSION SOCIAL Y ECONOMICA  DE LAS PERSONAS CON DISCAPACIDAD, PROVINCIA DE ESPINAR - CUSCO",PROTECCIÓN SOCIAL,ASISTENCIA SOCIAL,PROTECCIÓN DE POBLACIONES EN RIESGO,MUJER Y POBLACIONES VULNERABLES,"SERVICIOS DE INCLUSIÓN SOCIOECONÓMICA  Y CULTURAL DE LAS PERSONAS CON DISCAPACIDAD
                                
                                
                                    PORCENTAJE DE CENTROS DE ATENCIÓN DEL CONADIS POR IMPLEMENTAR
                                
                                
                                    SEDE DE ATENCIÓN
                                
                                
                                    DISTRITAL
                                
                                
                                    70",OPMI DE LA MUNICIPALIDAD PROVINCIAL DE ESPINAR,OFICINA FORMULADORA DE PROYECTOS DE INVERSION ( -  ),- ( - ),-,0,0,0,0,0,cusco
cusco,2158161,"AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE SANEAMIENTO BÁSICO INTEGRAL  EN LA COMUNIDAD CAMPESINA DE HUERTA -DISTRITO DE ANTA, PROVINCIA DE ANTA - CUSCO",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA DE EXCRETAS
                                
                                
                                    PORCENTAJE DE LA POBLACIÓN RURAL SIN ACCESO AL SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA DE EXCRETAS
                                
                                
                                    PERSONAS
                                
                                
                                    DISTRITAL
                                
                                
                                    5.30",OPMI DE LA MUNICIPALIDAD PROVINCIAL DE ANTA,UNIDAD FORMULADORA DE PROYECTOS ( -  ),- ( - ),-,0,0,0,0,0,cusco
cusco,2158584,"MEJORAMIENTO DE LAS CAPACIDADES COGNOSCITIVAS DE JÓVENES DE 12 A 16 AÑOS DE BAJOS RECURSOS ECONÓMICOS DEL DISTRITO DE SANTO TOMAS, PROVINCIA DE CHUMBIVILCAS - CUSCO",,,,,,OPMI DE LA MUNICIPALIDAD PROVINCIAL DE CHUMBIVILCAS,GERENCIA DE PLANIFICACIÓN Y PRESUPUESTO ( -  ),- ( - ),-,0,0,0,0,0,cusco
cusco,2158709,"INSTALACION DE DEFENSA RIBEREÑA EN EL CENTRO POBLADO DE CHAUPIMAYO, DISTRITO DE ECHARATE - LA CONVENCION - CUSCO",ORDEN PÚBLICO Y SEGURIDAD,GESTIÓN DE RIESGOS Y EMERGENCIAS,PREVENCIÓN DE DESASTRES,PRESIDENCIA DEL CONSEJO DE MINISTROS,"SERVICIOS DE PROTECCIÓN EN RIBERAS DE RÍO VULNERABLES ANTE EL PELIGRO
                                
                                
                                    PORCENTAJE DE PUNTOS CRÍTICOS EN RIBERA DE RÍO NO PROTEGIDOS ANTE PELIGROS
                                
                                
                                    PUNTOS CRÍTICOS EN RIBERA DE RÍO
                                
                                
                                    DISTRITAL
                                
                                
                                    1",OPMI DE LA MUNICIPALIDAD DISTRITAL DE ECHARATI,DIVISION DE ESTUDIOS Y PROYECTOS DE LA GERENCIA DE INFRAESTRUCTURA ( -  ),- ( - ),-,0,0,0,0,0,cusco
cusco,2158713,"MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE SANEAMIENTO BASICO INTEGRAL DEL SECTOR DE PASÑAPACANA, DISTRITO DE ECHARATE - LA CONVENCION - CUSCO",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA DE EXCRETAS
                                
                                
                                    PORCENTAJE DE LA POBLACIÓN RURAL SIN ACCESO AL SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA DE EXCRETAS
                                
                                
                                    PERSONAS
                                
                                
                                    DISTRITAL
                                
                                
                                    480
                                
                            
                            
                                
                                    SERVICIO DE AGUA POTABLE
                                
                                
                                    PORCENTAJE DE LA POBLACIÓN RURAL SIN ACCESO AL SERVICIO DE AGUA POTABLE MEDIANTE RED PÚBLICA O PILETA PÚBLICA
                                
                                
                                    PERSONAS
                                
                                
                                    DISTRITAL
                                
                                
                                    480",OPMI DE LA MUNICIPALIDAD DISTRITAL DE ECHARATI,UF DE LA MUNICIPALIDAD DISTRITAL DE ECHARATI (UFMDECR003 - SAUL USCA GUZMAN),UEI DE LA MUNICIPALIDAD DISTRITAL DE ECHARATI - (UEIMDECR003 - EDISON ZANABRIA CAMPOS),300749 - MUNICIPALIDAD DISTRITAL DE ECHARATE,0,0,0,0,0,cusco
cusco,2160699,"AMPLIACION, MEJORAMIENTO DEL SERVICIO DE ENERGIA ELECTRICA MEDIANTE SISTEMA CONVENCIONAL EN LOS SECTORES, CHANCAMAYO, QUESQUENTO, DISTRITO DE QUELLOUNO - LA CONVENCION - CUSCO",,,,,,OPMI DE LA MUNICIPALIDAD DISTRITAL DE QUELLOUNO,UNIDAD FORMULADORA ( -  ),- ( - ),-,0,0,0,0,0,cusco
cusco,2161481,"INSTALACION DE DEFENSA RIBEREÑA EN LA MARGEN IZQUIERDA DEL RIO VILCANOTA SECTOR PARAMPAMPA - KALLACHACA MOLLEBAMBA, DISTRITO DE URCOS, PROVINCIA DE QUISPICANCHI - CUSCO",ORDEN PÚBLICO Y SEGURIDAD,GESTIÓN DE RIESGOS Y EMERGENCIAS,PREVENCIÓN DE DESASTRES,PRESIDENCIA DEL CONSEJO DE MINISTROS,"SERVICIOS DE PROTECCIÓN EN RIBERAS DE RÍO VULNERABLES ANTE EL PELIGRO
                                
                                
                                    PORCENTAJE DE PUNTOS CRÍTICOS EN RIBERA DE RÍO NO PROTEGIDOS ANTE PELIGROS
                                
                                
                                    PUNTOS CRÍTICOS EN RIBERA DE RÍO
                                
                                
                                    DISTRITAL
                                
                                
                                    1",OPMI DE LA MUNICIPALIDAD PROVINCIAL DE QUISPICANCHI,UNIDAD FORMULADORA DE PROYECTOS ( -  ),- ( - ),-,0,0,0,0,0,cusco
cusco,2162419,"MEJORAMIENTO DE LA PRESTACIÓN DE SERVICIOS DE SALUD DEL CENTRO DE SALUD SANTA TERESA, DISTRITO DE SANTA TERESA - LA CONVENCION - CUSCO",,,,,,OPMI DE LA MUNICIPALIDAD DISTRITAL DE SANTA TERESA,GERENCIA GENERAL - UNIDAD FORMULADORA ( -  ),- ( - ),-,0,0,0,0,0,cusco
cusco,2162431,"MEJORAMIENTO DE LA TRANSITABILIDAD PEATONAL Y VEHICULAR DEL JIRON SOL DE LA URBANIZACION VISTA ALEGRE DEL DISTRITO DE ESPINAR, PROVINCIA DE ESPINAR - CUSCO",TRANSPORTE,TRANSPORTE URBANO,VÍAS URBANAS,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","SERVICIO DE MOVILIDAD URBANA
                                
                                
                                    PORCENTAJE DE LA POBLACIÓN URBANA SIN ACCESO A LOS SERVICIOS DE MOVILIDAD URBANA A TRAVÉS DE PISTAS Y VEREDAS
                                
                                
                                    PERSONAS
                                
                                
                                    DISTRITAL
                                
                                
                                    51",OPMI DE LA MUNICIPALIDAD PROVINCIAL DE ESPINAR,UNIDAD FORMULADORA ( -  ),- ( - ),-,0,0,0,0,0,cusco
cusco,2162864,"MEJORAMIENTO  DEL SERVICIO EDUCATIVO DE LA I.E.I. N 556  SAN FELIPE DEL DISTRITO DE SICUANI, PROVINCIA DE CANCHIS - CUSCO",EDUCACIÓN,EDUCACIÓN BÁSICA,EDUCACIÓN INICIAL,EDUCACION,"SERVICIO DE EDUCACIÓN INICIAL
                                
                                
                                    PORCENTAJE DE UNIDADES PRODUCTORAS CON EL SERVICIO DE EDUCACIÓN INICIAL CON CAPACIDAD INSTALADA INADECUADA
                                
                                
                                    LOCAL EDUCATIVO
                                
                                
                                    PROVINCIAL
                                
                                
                                    0.80",OPMI DE LA MUNICIPALIDAD PROVINCIAL DE CANCHIS,"GERENCIA DE PLANEAMIENTO,PRESUPUESTO Y DEMARCACION TERRITORIAL ( -  )",- ( - ),-,0,0,0,0,0,cusco
cusco,2163005,"AMPLIACION , MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y CONSTRUCCION DE LETRINAS CON ARRASTRE HIDRAULICO EN LA COMUNIDAD CAMPESINA DE MUYUPAY, DISTRITO DE YANATILE - CALCA - CUSCO",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,,"SERVICIO POR DEFINIR
                                
                                
                                    INDICADOR DE BRECHA POR DEFINIR
                                
                                
                                    UNIDAD DE MEDIDA POR DEFINIR
                                
                                
                                    DISTRITAL
                                
                                
                                    8",OPMI DE LA MUNICIPALIDAD DISTRITAL DE YANATILE,UNIDAD FORMULADORA ( -  ),- ( - ),-,0,0,0,0,0,cusco
