region,cui,nombre_pip,monto_inversion,monto_actualizado,fecha_ultimamodificacion
cusco,2446655,"CONSTRUCCION DE CAPTACIÓN SUPERFICIAL DE AGUA; EN EL(LA) 05 UNIDADES PRODUCTORAS DE LOS SISTEMAS DE RIEGO DE LA COMUNIDAD CAMPESINA DE UMUTO DISTRITO DE CCATCA, PROVINCIA QUISPICANCHI, DEPARTAMENTO CUSCO","S/. 212,457.79","S/. 208,205.06",30/03/2021 03:00:20 p.m.
cusco,2446663,"CONSTRUCCION DE CAPTACIÓN SUPERFICIAL DE AGUA; EN EL(LA) 03 UNIDADES PRODUCTORAS DE LOS SISTEMA DE RIEGO DE LA COMUNIDAD CAMPESINA DE CJATACAMARA DISTRITO DE CCATCA, PROVINCIA QUISPICANCHI, DEPARTAMENTO CUSCO","S/. 182,454.51","S/. 174,504.11",17/08/2021 11:08:14 a.m.
cusco,2446671,"MEJORAMIENTO DE LA PRODUCCIÓN AGROPECUARIA MEDIANTE EL ACCESO A NUEVAS TECNOLOGÍAS PARA CONTRIBUIR A LA SEGURIDAD ALIMENTARIA EN LAS COMUNIDADES DE PALLPATA, CHORRILLO, HUARCAPATA Y ANTACAMA DEL  DISTRITO DE PALLPATA - PROVINCIA DE ESPINAR - DEPARTAMENTO DE CUSCO","S/. 1,189,046.37",S/. 0.00,
cusco,2446734,MEJORAMIENTO DEL SERVICIO DE LA SUB GERENCIA DE EQUIPO MECÁNICO DEL  DISTRITO DE SAN SEBASTIAN - PROVINCIA DE CUSCO - DEPARTAMENTO DE CUSCO,"S/. 388,862.81","S/. 631,869.22",29/09/2021 04:41:57 p.m.
cusco,2446795,CREACION DEL SERVICIO DE ENERGIA ELECTRICA MEDIANTE EL SISTEMA CONVENCIONAL EN LAS COMUNIDADES DE LA CUENCA DEL AUSANGATE DEL DISTRITO DE PITUMARCA - PROVINCIA DE CANCHIS - DEPARTAMENTO DE CUSCO,"S/. 5,412,530.67",S/. 0.00,
cusco,2446811,"CONSTRUCCION DE RESERVORIO, LÍNEA DE CONDUCCIÓN Y UBS TIPO ARRASTRE HIDRÁULICO; EN EL(LA) HUALLPAMAYTA ALTO  DISTRITO DE MARANURA, PROVINCIA LA CONVENCION, DEPARTAMENTO CUSCO","S/. 383,153.87",S/. 0.00,
cusco,2446828,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE EDUCACIÓN INICIAL NO ESCOLARIZADO DE LAS INSTITUCIONES EDUCATIVAS DE RUMICHAKA Y MACHACCOYO  DE LA COMUNIDAD DE HUINCHIRI DEL DISTRITO DE QUEHUE - PROVINCIA DE CANAS - DEPARTAMENTO DE CUSCO,"S/. 601,663.55","S/. 963,056.71",27/09/2021 10:45:43 a.m.
cusco,2446861,"RENOVACION DE PLANTA DE TRANSFERENCIA; EN EL(LA) MUNICIPALIDAD DISTRITAL DE POMACANCHI  DISTRITO DE POMACANCHI, PROVINCIA ACOMAYO, DEPARTAMENTO CUSCO","S/. 27,369.05","S/. 33,555.00",15/10/2019 03:14:00 p.m.
cusco,2446867,"ADQUISICION DE ACCESORIO DE ILUMINACIÓN SOLAR; EN EL(LA) PLAZA DE ARMAS DEL CENTRO POBLADO DE HUYRO EN LA LOCALIDAD HUYRO, DISTRITO DE HUAYOPATA, PROVINCIA LA CONVENCION, DEPARTAMENTO CUSCO","S/. 47,769.12","S/. 42,174.59",30/09/2021 08:41:02 a.m.
cusco,2446877,"CONSTRUCCION DE COBERTURA; EN EL(LA) IE 501327 - YANATILE EN LA LOCALIDAD QUEBRADA HONDA, DISTRITO DE YANATILE, PROVINCIA CALCA, DEPARTAMENTO CUSCO","S/. 179,304.46","S/. 392,922.95",07/12/2021 03:53:40 p.m.
cusco,2446916,"REPARACION DE PUESTO DE SALUD O POSTA DE SALUD; EN EL(LA) COMUNIDAD CAMPESINA DE PALLPA PALLPA DISTRITO DE QUIÑOTA, PROVINCIA CHUMBIVILCAS, DEPARTAMENTO CUSCO","S/. 149,774.56","S/. 149,774.55",23/09/2019 05:53:11 p.m.
cusco,2446924,MEJORAMIENTO DE LOS SERVICIOS TURÍSTICOS PÚBLICOS Y CULTURALES DEL  DISTRITO DE LAMAY - PROVINCIA DE CALCA - DEPARTAMENTO DE CUSCO,"S/. 889,992.02","S/. 1,328,231.10",29/12/2021 09:32:29 a.m.
cusco,2446931,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE TRANSITABILIDAD PEATONAL Y VEHICULAR DE LA CALLE HUASCAR  DISTRITO DE SAYLLA - PROVINCIA DE CUSCO - DEPARTAMENTO DE CUSCO,"S/. 5,632,051.70","S/. 5,268,506.89",09/02/2022 11:27:45 a.m.
cusco,2446988,MEJORAMIENTO DE LA PROMOCIÓN DE POTENCIALIDADES PRODUCTIVAS PARA EL ACCESO A MERCADOS DE LOS PEQUEÑOS PRODUCTORES AGROPECUARIOS DE LAS COMUNIDADES DEL  DISTRITO DE LIVITACA - PROVINCIA DE CHUMBIVILCAS - DEPARTAMENTO DE CUSCO,"S/. 2,111,927.99","S/. 3,727,722.00",15/02/2022 09:23:36 a.m.
cusco,2446998,"MEJORAMIENTO DE LA PRODUCCIÓN Y COMERCIALIZACIÓN DE ALPACAS EN LAS COMUNIDADES DE CHOQUETIRA, RUMICHACA Y OCCORO, DEL  DISTRITO DE INKAWASI - PROVINCIA DE LA CONVENCION - DEPARTAMENTO DE CUSCO","S/. 1,806,200.00","S/. 1,839,614.00",30/01/2020 10:42:38 a.m.
cusco,2447059,"ADQUISICION DE MICROSCOPIO QUIRURGICO Y MONITOR MULTI PARAMETRO; EN EL(LA) EESS ESPINAR - DISTRITO DE ESPINAR, PROVINCIA ESPINAR, DEPARTAMENTO CUSCO","S/. 59,000.00","S/. 59,000.00",03/09/2019 10:47:21 a.m.
cusco,2447075,MEJORAMIENTO DE LOS SERVICIOS DEPORTIVOS EN LA COMUNIDAD DE QUILLAHUATA DEL DISTRITO DE SAN SEBASTIAN - PROVINCIA DE CUSCO - DEPARTAMENTO DE CUSCO,"S/. 139,419.02","S/. 254,949.53",29/09/2021 09:42:05 p.m.
cusco,2447109,CREACION DE LOS SERVICIOS DEPORTIVOS  Y RECREACIONALES EN EL SECTOR DE PRIMAVERA DEL DISTRITO DE OLLANTAYTAMBO - PROVINCIA DE URUBAMBA - DEPARTAMENTO DE CUSCO,"S/. 768,742.77","S/. 955,216.74",21/12/2021 10:30:49 a.m.
cusco,2447162,"ADQUISICION DE CIRCUITO INTEGRADO DE SISTEMA DE POSICIONAMIENTO GEOGRÁFICO GPS, ESTACIÓN TOTAL, COMPUTADORES PERSONALES ULTRA MÓVILES, PROCESADORES DE UNIDAD DE PROCESAMIENTO CENTRAL CPU, ESTACIONES DE TRABAJO (PCS, WORKSTATION), PANTALLAS, EQUIPOS DE IMPRESIÓN (MATRICIALES, PLOTTER, MULTIFUNCIONALES), KITS DE ACCESORIOS DE COMPUTADOR, IMPRESORAS LÁSER, SISTEMAS ININTERRUMPIDOS DE ENERGÍA (UPS) Y KITS DE ELECTRICIDAD; EN EL(LA) ÁREA FUNCIONAL DE GESTIÓN DE PROYECTOS  DISTRITO DE CUSCO, PROVINCIA","S/. 668,138.95","S/. 668,138.95",30/09/2021 02:38:22 p.m.
cusco,2447169,MEJORAMIENTO DE LA COMPETITIVIDAD DE LA CADENA PRODUCTIVA DE CULTIVOS ANDINOS  EN LAS COMUNIDADES CAMPESINAS DEL  DISTRITO DE LIVITACA - PROVINCIA DE CHUMBIVILCAS - DEPARTAMENTO DE CUSCO,"S/. 3,550,844.00","S/. 4,085,473.25",15/02/2022 09:26:05 a.m.
cusco,2447181,"MEJORAMIENTO DE LOS SERVICIOS DE LA CADENA PRODUCTIVA DE GANADO LECHERO, EN LAS COMUNIDADES CAMPESINAS DEL  DISTRITO DE LIVITACA - PROVINCIA DE CHUMBIVILCAS - DEPARTAMENTO DE CUSCO","S/. 6,276,410.80","S/. 7,271,734.64",28/09/2021 10:25:24 a.m.
cusco,2447225,MEJORAMIENTO DE CAPACIDADES TECNICO PRODUCTIVAS DE LOS PRODUCTORES DE GANADO VACUNO DE ENGORDE EN EL  DISTRITO DE LIVITACA - PROVINCIA DE CHUMBIVILCAS - DEPARTAMENTO DE CUSCO,"S/. 4,618,205.00","S/. 5,693,000.00",15/02/2022 11:03:47 a.m.
cusco,2447230,MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SISTEMA DE ELIMINACION DE EXCRETAS EN EL SECTOR DE PECCACCACHO DE LA COMUNIDAD DE URQUILLOS DEL DISTRITO DE HUAYLLABAMBA - PROVINCIA DE URUBAMBA - DEPARTAMENTO DE CUSCO,"S/. 199,997.42","S/. 220,640.60",27/12/2021 05:10:53 p.m.
cusco,2447241,"ADQUISICION DE COMPACTADORA DE RESIDUOS, COMPACTADORA DE RESIDUOS Y COMPACTADORA DE RESIDUOS; EN EL(LA) DIVISIÓN DE GESTIÓN AMBIENTAL  DISTRITO DE WANCHAQ, PROVINCIA CUSCO, DEPARTAMENTO CUSCO","S/. 1,673,500.00","S/. 1,891,200.00",30/11/2021 01:25:05 p.m.
cusco,2447252,"CONSTRUCCION DE SUNROOFS O TECHOS CORREDIZOS; EN EL(LA) IE INKA TUPAQ YUPANQUI - CHINCHERO  DISTRITO DE CHINCHERO, PROVINCIA URUBAMBA, DEPARTAMENTO CUSCO","S/. 150,122.33","S/. 180,129.36",25/09/2019 10:02:09 a.m.
cusco,2447262,"ADQUISICION DE ASCENSORES; EN EL(LA) ÓRGANOS JURISDICCIONALES DE LA SEDE CENTRAL (PALACIO DE JUSTICIA) DE LA CORTE SUPERIOR DE JUSTICIA DE CUSCO  DISTRITO DE CUSCO, PROVINCIA CUSCO, DEPARTAMENTO CUSCO","S/. 1,019,000.00","S/. 465,696.00",11/08/2021 04:48:57 p.m.
cusco,2447292,"MEJORAMIENTO DE LA TRANSITABILIDAD VEHICULAR Y PEATONAL DE LA CALLE KELHUANI (PARTE ALTA) DE LA CIUDAD DE CCAPACMARCA,  DISTRITO DE CAPACMARCA - PROVINCIA DE CHUMBIVILCAS - DEPARTAMENTO DE CUSCO","S/. 947,591.49",S/. 0.00,
cusco,2447336,MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VEHICULAR DEL PUENTE CARROSABLE  LLACTAMAYO Y PANTIPATA DEL  DISTRITO DE QUEHUE - PROVINCIA DE CANAS - DEPARTAMENTO DE CUSCO,"S/. 1,186,330.79","S/. 1,581,839.00",29/09/2021 10:44:26 a.m.
cusco,2447383,MEJORAMIENTO Y AMPLIACION DE TROCHA CARROZABLE TRAMO DS TOCRAPAMPA - CHIÑISIRI DE LA C.C. UNIONKORA DEL DISTRITO DE LIVITACA - PROVINCIA DE CHUMBIVILCAS - DEPARTAMENTO DE CUSCO,"S/. 497,814.34",S/. 0.00,
cusco,2447433,MEJORAMIENTO DEL SERVICIO DE AGUA PARA RIEGO EN LA MARGEN DERECHA DE LA COMUNIDAD DE SAN JUAN DEL  DISTRITO DE POMACANCHI - PROVINCIA DE ACOMAYO - DEPARTAMENTO DE CUSCO,"S/. 1,740,227.56","S/. 3,632,647.25",09/12/2021 12:23:03 p.m.
cusco,2447507,"CONSTRUCCION DE TANQUES DE ALMACENAMIENTO DE AGUA; EN EL(LA) IE 501367 INMACULADA CONCEPCION - ESPINAR  DISTRITO DE ESPINAR, PROVINCIA ESPINAR, DEPARTAMENTO CUSCO","S/. 138,347.43","S/. 229,828.76",22/11/2021 03:37:01 p.m.
cusco,2447537,"CONSTRUCCION DE COBERTURA; EN EL(LA) IE 50170 - YANATILE EN LA LOCALIDAD CUQUIPATA, DISTRITO DE YANATILE, PROVINCIA CALCA, DEPARTAMENTO CUSCO","S/. 180,230.00","S/. 341,589.92",17/11/2021 03:29:34 p.m.
cusco,2447571,"CONSTRUCCION DE COBERTURA Y PLACA DE TECHO; EN EL(LA) CAMPO DEPORTIVO CHIRUPAMPA EN LA LOCALIDAD CHIRUPAMPA, DISTRITO DE QUEHUE, PROVINCIA CANAS, DEPARTAMENTO CUSCO","S/. 214,873.56","S/. 275,270.84",30/09/2021 08:32:29 a.m.
cusco,2447615,"MEJORAMIENTO DE LOS SERVICIOS DE EDUCACIÓN EN LAS ÁREAS DE COMUNICACIÓN, MATEMÁTICAS Y EDUCACIÓN FÍSICA DE LAS INSTITUCIONES EDUCATIVAS DE EBR  DISTRITO DE LAMAY - PROVINCIA DE CALCA - DEPARTAMENTO DE CUSCO","S/. 772,860.87","S/. 914,337.77",06/10/2021 05:35:36 a.m.
cusco,2447641,"MEJORAMIENTO DE LOS SERVICIOS DE LA DIVISIÓN DE EQUIPO MECÁNICO PARA LA ATENCIÓN DE EMERGENCIAS, PREVENCIÓN Y MITIGACION DE DESASTRES  EN EL  DISTRITO DE HUAYOPATA - PROVINCIA DE LA CONVENCION - DEPARTAMENTO DE CUSCO","S/. 3,149,560.45","S/. 3,765,928.69",15/11/2021 07:18:24 p.m.
cusco,2447755,"MEJORAMIENTO DE LOS SERVICIOS INSTITUCIONALES EN LA COMUNIDAD DE MACHACCOYO ""A""  DISTRITO DE YANAOCA - PROVINCIA DE CANAS - DEPARTAMENTO DE CUSCO","S/. 336,496.86","S/. 357,404.07",30/09/2021 10:07:50 a.m.
cusco,2447762,MEJORAMIENTO DEL SERVICIO DE LA PRACTICA DEPORTIVA EN LA APV. ALTO WIMPILLAY DEL DISTRITO DE SAN SEBASTIAN - PROVINCIA DE CUSCO - DEPARTAMENTO DE CUSCO,"S/. 823,528.52","S/. 597,654.22",16/12/2020 12:27:26 p.m.
cusco,2447857,AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE SANEAMIENTO BASICO EN LA COMUNIDAD CAMPESINA DE LARES AYLLU ANEXO VILCABAMBA DEL DISTRITO DE LARES - PROVINCIA DE CALCA - DEPARTAMENTO DE CUSCO,"S/. 433,604.36","S/. 568,814.66",14/08/2020 04:46:57 p.m.
cusco,2447879,"CONSTRUCCION DE RESERVORIO; RENOVACION DE LÍNEA DE CONDUCCIÓN; EN EL(LA) SISTEMA DE RIEGO  DEL SECTOR MARAS COCHA  DISTRITO DE MARAS, PROVINCIA URUBAMBA, DEPARTAMENTO CUSCO","S/. 317,642.74","S/. 627,955.98",08/10/2020 10:40:19 a.m.
cusco,2447909,"MEJORAMIENTO DE LAS CAPACIDADES EN PROMOCION DE TRADICIONES, COSTUMBRES Y DE PATRIMONIO CULTURAL DEL  DISTRITO DE SAN PABLO - PROVINCIA DE CANCHIS - DEPARTAMENTO DE CUSCO","S/. 449,650.00","S/. 697,660.36",29/10/2019 11:45:26 a.m.
cusco,2447925,MEJORAMIENTO DE LA PRODUCCION DE ESPECIES FORESTALES Y FRUTALES DEL  DISTRITO DE SAN PABLO - PROVINCIA DE CANCHIS - DEPARTAMENTO DE CUSCO,"S/. 395,165.00","S/. 585,888.54",10/11/2021 04:56:22 p.m.
cusco,2447947,MEJORAMIENTO DE LOS ATRACTIVOS TURÍSTICOS DEL  DISTRITO DE CHINCHERO - PROVINCIA DE URUBAMBA - DEPARTAMENTO DE CUSCO,"S/. 737,800.68","S/. 1,306,910.28",24/09/2021 01:33:34 p.m.
cusco,2448003,"ADQUISICION DE ESTACIONES DE TRABAJO (PCS, WORKSTATION), PANTALLAS, PROCESADORES DE UNIDAD DE PROCESAMIENTO CENTRAL CPU, PANTALLAS, IMPRESORAS DE INYECCIÓN DE TINTA, CÁMARAS DE OPTIMIZACIÓN DE LUZ O DISPOSITIVOS DE VISIÓN, EQUIPOS DE IMPRESIÓN (MATRICIALES, PLOTTER, MULTIFUNCIONALES), ESTACIÓN TOTAL, ESTACIÓN TOTAL, AVIONES NO TRIPULADOS OBJETIVO O DE RECONOCIMIENTO Y CIRCUITO INTEGRADO DE SISTEMA DE POSICIONAMIENTO GEOGRÁFICO GPS; EN EL(LA) COORDINACIÓN DE CATASTRO Y SANEAMIENTO FÍSICO LEGAL DE","S/. 958,583.91","S/. 958,583.91",30/09/2021 07:49:35 p.m.
cusco,2448009,"ADQUISICION DE IMPRESORAS DE PLOTTER, FOTOCOPIADORAS, IMPRESORAS DE INYECCIÓN DE TINTA, DISCOS, DISCOS, ESTACIONES DE TRABAJO PARA COMPUTADORES, ESTACIONES DE TRABAJO (PCS, WORKSTATION), MONITORES DE PANTALLA TÁCTIL (TOUCH), KITS DE ACCESORIOS DE COMPUTADOR, ESCRITORIOS NO MODULARES Y ESTANTERÍAS PARA ALMACENAJE; EN EL(LA) COORDINACIÓN DE CALIFICACIÓN DE INTERVENCIONES ARQUEOLÓGICAS EN LA LOCALIDAD WANCHAQ, DISTRITO DE WANCHAQ, PROVINCIA CUSCO, DEPARTAMENTO CUSCO","S/. 228,197.71","S/. 228,197.71",30/09/2021 02:33:22 p.m.
cusco,2448023,"REPARACION DE BLOQUE DE INFRAESTRUCTURA; REMODELACION DE BLOQUE DE INFRAESTRUCTURA; ADQUISICION DE PROYECTORES MULTIMEDIA, ESCRITORIOS NO MODULARES, TELEVISORES, ESTABILIZADOR, TABLERO PARA PRESENTACIONES, IMPRESORAS DE INYECCIÓN DE TINTA, COMPUTADORES PERSONALES, ESTANTE DE LITERATURA, MAQUINARIA PARA COCINAR, MESAS DE CONFERENCIA, ARMARIOS DE ESCUELA, COBIJAS, TANQUES O CILINDROS DE AIRE O GAS, COLCHONES NEUMÁTICOS, BANCA PARA JUGADORES, RACK VENTILADO, VITRINAS, MESAS DE LECTURA INCLINADAS, V","S/. 545,068.40","S/. 562,989.36",07/12/2020 07:29:02 p.m.
cusco,2448045,"RENOVACION DE RESERVORIO; EN EL(LA) SISTEMA DE RIEGO SECTOR CHALWAYOQ HUAYCCO DE LA COMUNIDAD CCAÑOCCOTA DISTRITO DE CHECACUPE, PROVINCIA CANCHIS, DEPARTAMENTO CUSCO","S/. 39,430.17","S/. 38,504.16",21/01/2020 02:29:48 p.m.
cusco,2448146,MEJORAMIENTO DE LAS CAPACIDADES PRODUCTIVAS Y TECNOLOGICAS DE FRESA EN LAS COMUNIDADES CAMPESINAS DEL DISTRITO DE PAUCARTAMBO - PROVINCIA DE PAUCARTAMBO - DEPARTAMENTO DE CUSCO,"S/. 4,951,995.00","S/. 4,988,463.20",28/12/2021 02:34:46 p.m.
cusco,2448169,MEJORAMIENTO DE LAS CAPACIDADES PRODUCTIVAS Y TECNOLOGICAS DE CUYES EN LAS COMUNIDADES CAMPESINAS DEL DISTRITO DE PAUCARTAMBO - PROVINCIA DE PAUCARTAMBO - DEPARTAMENTO DE CUSCO,"S/. 4,486,512.00","S/. 4,888,053.92",28/12/2021 02:29:27 p.m.
cusco,2448205,MEJORAMIENTO DEL SERVICIO DE TRANSFERENCIA DE CONOCIMIENTOS TECNOLÓGICOS PARA LA PRODUCCIÓN DE PASTOS Y FORRAJES EN 13 LOCALIDADES DEL DISTRITO DE PICHIGUA - PROVINCIA DE ESPINAR - DEPARTAMENTO DE CUSCO,"S/. 3,149,235.68","S/. 5,017,076.00",23/11/2020 02:40:47 p.m.
cusco,2448252,MEJORAMIENTO DEL PARQUE Y ÁREAS VERDES EN LA COMUNIDAD CAMPESINA DE SUNCCO DEL DISTRITO DE SAN JERONIMO - PROVINCIA DE CUSCO - DEPARTAMENTO DE CUSCO,"S/. 782,872.07","S/. 841,535.84",13/01/2022 04:18:45 p.m.
cusco,2448321,MEJORAMIENTO DE LA CAPACIDAD TÉCNICO OPERATIVA DEL POOL DE MAQUINARIA PESADA Y LIVIANA EN EL  DISTRITO DE INKAWASI - PROVINCIA DE LA CONVENCION - DEPARTAMENTO DE CUSCO,"S/. 4,528,106.50","S/. 5,852,499.03",28/11/2019 01:26:31 p.m.
cusco,2448383,MEJORAMIENTO DEL SERVICIO PREVENTIVO Y PROMOCIONAL DE LA REDUCCIÓN DE DESNUTRICIÓN Y ANEMIA EN NIÑOS Y MADRES GESTANTES EN LAS COMUNIDADES  DISTRITO DE LAMAY - PROVINCIA DE CALCA - DEPARTAMENTO DE CUSCO,"S/. 1,079,954.01","S/. 1,324,425.71",04/10/2021 03:57:50 p.m.
cusco,2448397,MEJORAMIENTO DEL CAMINO VECINAL TRAMO SECTOR DE KUTY ANANSAYA - SECTOR DE QUESCCA APACHETA EN LA COMUNIDAD DE ANANSAYA DEL DISTRITO DE CHECCA - PROVINCIA DE CANAS - DEPARTAMENTO DE CUSCO,"S/. 326,499.59","S/. 497,185.81",16/12/2019 08:36:15 a.m.
cusco,2448408,MEJORAMIENTO DEL ESPACIO DEPORTIVO Y RECREATIVO EN LA  C.C. DE CONCHACALLA DEL DISTRITO DE SAN JERONIMO - PROVINCIA DE CUSCO - DEPARTAMENTO DE CUSCO,"S/. 1,196,706.72","S/. 1,152,267.12",13/01/2022 04:42:10 p.m.
cusco,2448439,MEJORAMIENTO DE LA GESTIÓN DE SERVICIOS DE LA PRESTACIÓN DE SERVICIOS PÚBLICOS Y SOCIALES DE LA SUB GERENCIA DE DESARROLLO SOCIAL DE LA MUNICIPALIDAD -  DISTRITO DE PUCYURA - PROVINCIA DE ANTA - DEPARTAMENTO DE CUSCO,"S/. 745,712.41","S/. 726,810.43",29/09/2021 04:52:12 p.m.
cusco,2448459,MEJORAMIENTO DEL SERVICIO DE LIMPIEZA PÚBLICA DEL  DISTRITO DE LUCRE - PROVINCIA DE QUISPICANCHI - DEPARTAMENTO DE CUSCO,"S/. 1,164,566.35","S/. 1,855,131.42",15/02/2022 09:28:40 a.m.
cusco,2448478,"MEJORAMIENTO DE LA PRESTACION DE SERVICIOS PUBLICOS DEL DEPARTAMENTO DE GESTION DE MANEJO INTEGRAL DE RESIDUOS SOLIDOS DE LA GERENCIA DE GESTION AMBIENTAL DE LA MUNICIPALIDAD PROVINCIAL DE ANTA,  DISTRITO DE ANTA - PROVINCIA DE ANTA - DEPARTAMENTO DE CUSCO","S/. 1,679,836.41","S/. 2,239,467.01",25/08/2021 12:39:47 p.m.
cusco,2448514,"RENOVACION DE KITS DE REACONDICIONAMIENTO; EN EL(LA) DIVISIÓN DE EQUIPO MECÁNICO DE LA MUNICIPALIDAD DISTRITAL DE SANTA TERESA,  DISTRITO DE SANTA TERESA, PROVINCIA LA CONVENCION, DEPARTAMENTO CUSCO","S/. 1,523,151.94","S/. 1,831,773.22",23/12/2020 11:39:41 a.m.
cusco,2448524,"MEJORAMIENTO DE LA CADENA DE VALOR   DE CAFES ESPECIALES EN LAS ETAPAS DE COSECHA, POST COSECHA, TRANSFORMACION Y COMERCIALIZACION PARA EL DESARROLLO COMPETITIVO  EN LA CUENCA DE VILCABAMBA  DISTRITO DE VILCABAMBA - PROVINCIA DE LA CONVENCION - DEPARTAMENTO DE CUSCO","S/. 3,850,032.35","S/. 4,368,614.82",17/06/2021 01:54:37 p.m.
cusco,2448529,MEJORAMIENTO DE PRODUCCIÓN PECUARIA MEDIANTE EL ACCESO TECNOLÓGICO PARA CONTRIBUIR A LA SEGURIDAD ALIMENTARIA EN LA COMUNIDAD CAMPESINA DE MAMANOCCA  DISTRITO DE PALLPATA - PROVINCIA DE ESPINAR - DEPARTAMENTO DE CUSCO,"S/. 441,295.56","S/. 983,817.73",30/09/2021 03:28:48 p.m.
cusco,2448582,"MEJORAMIENTO Y AMPLIACION DE SERVICIOS DE COMERCIALIZACIÓN Y ARTICULACIÓN DE LOS PRODUCTORES AGRÍCOLAS, PECUARIOS Y AGRO INDUSTRIALES EN EL  DISTRITO DE SANTA TERESA - PROVINCIA DE LA CONVENCION - DEPARTAMENTO DE CUSCO","S/. 2,861,141.59","S/. 3,136,818.53",05/08/2021 09:24:52 a.m.
cusco,2448586,CREACION DEL SERVICIO DE PROMOCIÓN Y DESARROLLO DE LA ARTESANÍA Y TURISMO EN EL  DISTRITO DE PUCYURA - PROVINCIA DE ANTA - DEPARTAMENTO DE CUSCO,"S/. 574,669.84","S/. 632,479.07",27/12/2021 02:22:17 p.m.
cusco,2448620,"CONSTRUCCION DE CONEXIONES DOMICILIARIAS DE AGUA POTABLE Y DESAGÜE; EN EL(LA) CALLES ORCCOHUARANCCA, INMACULADA CONCEPCIÓN Y SAN JUAN MASÍAS  EN EL SECTOR PATA PATA DISTRITO DE SAN JERONIMO, PROVINCIA CUSCO, DEPARTAMENTO CUSCO","S/. 233,988.09","S/. 279,185.78",28/09/2021 09:49:11 a.m.
cusco,2448664,MEJORAMIENTO DE PRODUCCIÓN  PECUARIA MEDIANTE EL ACCESO TECNOLÓGICO PARA CONTRIBUIR A LA SEGURIDAD ALIMENTARIA EN LA COMUNIDAD CAMPESINA DE PIRHUAYANI  DISTRITO DE PALLPATA - PROVINCIA DE ESPINAR - DEPARTAMENTO DE CUSCO,"S/. 122,775.53","S/. 160,431.12",30/09/2021 05:36:09 p.m.
cusco,2448670,CREACION DE LA LOSA MULTIDEPORTIVA Y RECREATIVA EN LA COMUNIDAD CAMPESINA DE CCUYO DEL DISTRITO DE MARANGANI - PROVINCIA DE CANCHIS - DEPARTAMENTO DE CUSCO,"S/. 121,360.75","S/. 247,398.51",16/03/2020 03:34:59 p.m.
cusco,2448689,"CONSTRUCCION DE SERVICIOS HIGIENICOS YO VESTIDORES Y TARIMA Y ACCESORIOS DE LA TRIBUNA; EN EL(LA) IE 50273 VIRGEN DEL CARMEN, DISTRITO DE SANTA TERESA, PROVINCIA LA CONVENCION, DEPARTAMENTO CUSCO","S/. 242,617.27","S/. 388,521.40",18/12/2020 12:56:28 p.m.
cusco,2448727,MEJORAMIENTO DE LOS SERVICIOS EDUCATIVOS EN LA I.E. NIVEL PRIMARIO 56262 DE CANCAHUANI DEL DISTRITO DE CAPACMARCA - PROVINCIA DE CHUMBIVILCAS - DEPARTAMENTO DE CUSCO,"S/. 6,531,659.80","S/. 7,571,170.36",15/02/2022 06:28:32 p.m.
cusco,2448746,"ADQUISICION DE SEÑALADORES, EXTINTORES, ALARMAS DE SEGURIDAD, PUERTAS DE MADERA, ESCALERAS DE ACERO, BARANDAS, KITS O SUMINISTROS DE TRANSPORTE DE PACIENTES PARA SERVICIOS MÉDICOS DE EMERGENCIA, SISTEMA DE SEGURIDAD , KITS DE ELECTRICIDAD, LAMINADO ESPECIAL Y UNIDAD DE LUZ DE EMERGENCIA; EN EL(LA) ÁREA FUNCIONAL DE DEFENSA NACIONAL  DISTRITO DE CUSCO, PROVINCIA CUSCO, DEPARTAMENTO CUSCO","S/. 128,756.73","S/. 106,555.97",15/07/2021 11:01:46 a.m.
cusco,2448768,"CONSTRUCCION DE CAPTACIÓN SUPERFICIAL DE AGUA; EN EL(LA) SISTEMA DE RIEGO DEL SECTOR CCOLPAKUCHO EN LA LOCALIDAD TOCRA, DISTRITO DE COLQUEPATA, PROVINCIA PAUCARTAMBO, DEPARTAMENTO CUSCO","S/. 320,525.66","S/. 345,459.39",28/09/2021 11:00:54 a.m.
cusco,2448773,"ADQUISICION DE VEHICULO AEREO NO TRIPULADO - DRONE, CIRCUITO INTEGRADO DE SISTEMA DE POSICIONAMIENTO GEOGRÁFICO GPS, ESTACIONES DE TRABAJO (PCS, WORKSTATION), PROCESADORES DE UNIDAD DE PROCESAMIENTO CENTRAL CPU, ESTABILIZADOR, SISTEMAS ININTERRUMPIDOS DE ENERGÍA (UPS), PANTALLAS, PANTALLAS, COMPUTADORES PERSONALES ULTRA MÓVILES, KITS DE ACCESORIOS DE COMPUTADOR, ESTACIÓN TOTAL, DISPOSITIVO DE SISTEMA DE POSICIONAMIENTO GEOGRAFICO GPS, IMPRESORAS DE PLOTTER, CÁMARAS DE OPTIMIZACIÓN DE LUZ O DISPO","S/. 3,314,700.00","S/. 2,671,385.34",15/07/2021 11:38:00 a.m.
