cui,nombre_pip,monto_inversion,monto_actualizado,fecha_ultimamodificacion
2290655,"CREACION DEL CAMINO VECINAL ENTRE LOS SECTORES MADRE SELVA - LIBREPATA DE LA COMUNIDAD DE UNION VISTOSO DEL CENTRO POBLADO DE PUERTO MAYO, DISTRITO DE PICHARI - LA CONVENCION - CUSCO","S/. 1,159,819.50","S/. 2,018,838.98",28/09/2021 03:16:19 p.m.
2290834,"MEJORAMIENTO, AMPLIACION DE LOS SERVICIOS DE EDUCACION PRIMARIA DE LA I.E 50610 DEL SECTOR CHUSO, DISTRITO DE CHINCHERO - URUBAMBA - CUSCO","S/. 2,533,752.00","S/. 2,440,763.67",16/10/2018 01:14:18 p.m.
2290851,"INSTALACION DE LOS SERVICIOS DE PREVENCION Y PROTECCION SOLAR EN LAS II.EE. DE NIVEL INICIAL, PRIMARIO Y SECUNDARIO DE GESTION PUBLICA EN LA ZONA URBANA DEL DISTRITO DE URCOS, PROVINCIA DE QUISPICANCHI - CUSCO","S/. 766,514.02","S/. 879,790.35",12/11/2019 10:20:18 a.m.
2290978,"MEJORAMIENTO DE LOS SERVICIOS DE PROMOCION DE LOS PRODUCTORES AGROINDUSTRIALES, PECUARIOS Y ARTESANALES DEL, DISTRITO DE QUELLOUNO - LA CONVENCION - CUSCO","S/. 2,979,205.00","S/. 3,307,040.48",22/09/2021 03:14:36 p.m.
2291242,"MEJORAMIENTO, AMPLIACION DE LOS SERVICIOS DE EDUCACION PRIMARIA PARA LA I.E 50605  DEL SECTOR DE UMANES, DISTRITO DE CHINCHERO - URUBAMBA - CUSCO","S/. 2,523,588.00","S/. 3,042,611.32",24/09/2021 04:39:58 p.m.
2291249,"MEJORAMIENTO, AMPLIACION DE LOS SERVICIOS DE EDUCACION PRIMARIA PARA I.E. N 501314  EN EL SECTOR DE HUATATA, DISTRITO DE CHINCHERO - URUBAMBA - CUSCO","S/. 2,480,119.00","S/. 6,539,509.78",22/10/2019 03:18:25 p.m.
2291323,"INSTALACION DE LOS SERVICIOS DE PROTECCION CONTRA LA RADIACION ULTRAVIOLETA EN LAS INSTITUCIONES EDUCATIVAS PUBLICAS DE LOS NIVELES INICIAL, PRIMARIA Y SECUNDARIA DE LA, PROVINCIA DE CUSCO - CUSCO","S/. 18,501,296.00","S/. 15,308,335.89",25/09/2021 05:22:11 p.m.
2291473,"MEJORAMIENTO DE LOS SERVICIOS EDUCATIVOS DE LA INSTTUCIÓN EDUCATIVA INICIAL N  597 DE LA COMUNIDAD DE SANTA BARBARA, DISTRITO DE SAN PABLO - CANCHIS - CUSCO","S/. 3,018,379.00","S/. 1,395,653.00",09/12/2019 11:14:38 a.m.
2291549,"MEJORAMIENTO DE LOS SERVICIOS EDUCATIVOS DE LA INSTITUCION EDUCATIVA INICIAL N 595 DE LA COMUNIDAD DE INCAPARTE, DISTRITO DE SAN PABLO - CANCHIS - CUSCO","S/. 659,306.92","S/. 1,030,814.91",28/12/2021 05:21:12 p.m.
2291583,"CREACION DEL CAMINO VECINAL ENTRE LA COMUNIDAD CAMPESINA DE BELLAVISTA - PUENTE PEATONAL DEL SECTOR YURAQMAYO EN LA COMUNIDAD CAMPESINA DE BELLAVISTA, DISTRITO DE YANATILE - CALCA - CUSCO","S/. 991,342.29","S/. 904,674.35",11/10/2018 05:59:41 p.m.
2291732,"MEJORAMIENTO DE LOS SERVICIOS DE SALUD DEL CENTRO DE SALUD DE CHINCHAYPUJIO DEL DISTRITO CHINCHAYPUJIO , PROVINCIA DE ANTA - CUSCO","S/. 7,583,848.00","S/. 7,861,034.51",27/05/2020 06:07:23 p.m.
2292010,"INSTALACION DEL SERVICIO DE PROTECCION CONTRA INUNDACIONES  EN LA LOCALIDAD DE VIRGINNIYOC, DISTRITO DE SUYCKUTAMBO - ESPINAR - CUSCO","S/. 2,295,554.00","S/. 3,084,205.77",28/09/2021 05:23:29 p.m.
2292179,"MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE Y SANEAMIENTO BASICO EN LAS COMUNIDADES DE PUERTO MAYO, NUEVO TIRINCAVINI, OTARI COLONOS Y OTARI NATIVOS DEL CENTRO POBLADO DE PUERTO MAYO, DISTRITO DE PICHARI - LA CONVENCION - CUSCO","S/. 7,390,932.00","S/. 10,584,842.05",06/01/2022 10:20:12 a.m.
2292332,"MEJORAMIENTO DE LOS SERVICIOS DE SALUD DEL PUESTO DE SALUD DE CANCAHUANI DISTRITO DE CCAPACMARCA, PROVINCIA DE CHUMBIVILCAS - CUSCO","S/. 3,819,166.47",S/. 0.00,
2292636,"MEJORAMIENTO DE LOS SERVICIOS EDUCATIVOS DE NIVEL SECUNDARIO EN LA INSTITUCION EDUCATIVA SEÑOR DE TAYANCANI  DEL CENTRO POBLADO DE CCARHUAYO, DISTRITO DE CCARHUAYO - QUISPICANCHI - CUSCO","S/. 4,422,759.00","S/. 5,098,755.75",12/02/2021 10:31:44 a.m.
2292645,MEJORAMIENTO DEL SERVICIO DE EDUCACION SECUNDARIA DE LA INSTITUCION EDUCATIVA TECNICO INDUSTRIAL JORGE CHAVEZ DEL DISTRITO DE MARANGANI - PROVINCIA DE CANCHIS - REGIÓN CUSCO,"S/. 11,474,245.20",S/. 0.00,
2292730,"MEJORAMIENTO DE LOS SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO EN LA LOCALIDAD DE POMACANCHI, DISTRITO DE POMACANCHI - ACOMAYO - CUSCO","S/. 18,356,414.00","S/. 20,109,495.36",11/02/2021 09:07:01 a.m.
2292741,"MEJORAMIENTO DE LA TRANSITABILIDAD VEHICULAR Y PEATONAL DEL CENTRO POBLADO DE  SULLUCUYOC, DISTRITO DE SANTA TERESA - LA CONVENCION - CUSCO","S/. 4,431,181.00","S/. 5,196,773.11",01/10/2021 04:41:40 p.m.
2292763,"MEJORAMIENTO DE LOS SERVICIOS DE EDUCACION INICIAL DE LAS INSTITUCIONES EDUCATIVAS DE, SAUSAYA, TUCSA, CHECCA,  DISTRITO DE CHECCA, PROVINCIA DE CANAS - CUSCO","S/. 4,464,852.00","S/. 4,605,872.92",27/12/2019 01:46:22 p.m.
2292897,"INSTALACION DEL SISTEMA DE SANEAMIENTO BASICO EN LOS SECTORES DE CHIUCHIRI, YANACACA, MUNAYCUCHO, PALLCOYO, PUCARA Y CENTRAL DE LA C.C. DE CHIMPA ALCCASANA, DISTRITO DE PICHIGUA - ESPINAR - CUSCO","S/. 1,419,242.00","S/. 2,608,021.16",14/09/2018 04:24:21 p.m.
2293110,"MEJORAMIENTO DE LAS CAPACIDADES COMPETITIVAS DE PRODUCTORES DE LA CADENA PRODUCTIVA DE LA LECHE  EN EL, DISTRITO DE COPORAQUE - ESPINAR - CUSCO","S/. 2,990,138.00","S/. 4,022,732.90",19/06/2020 09:21:56 a.m.
2293124,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO EDUCATIVO PARA LA IMPLEMENTACION DE LA JORNADA ESCOLAR COMPLETA EN LA I.E. DE NIVEL SECUNDARIO ANTONIO RAYMONDI, DISTRITO DE SAYLLA - CUSCO - CUSCO","S/. 7,587,905.00","S/. 17,432,770.29",28/12/2021 03:12:46 p.m.
2293287,"MEJORAMIENTO Y AMPLIACIÓN DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO EN EL SECTOR DE KARACALLE DEL CENTRO POBLADO DE CCOPI, DISTRITO DE CCATCA - QUISPICANCHI - CUSCO","S/. 1,505,704.00","S/. 1,795,374.50",30/12/2019 02:38:01 p.m.
2293321,"MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS EDUCATIVOS ESCOLARIZADO DE NIVEL INICIAL EN LAS LOCALIDADES DE HUARAHUARA, CUYUNI, CCOPI BAJO, CACHIRA, QUISINSAYA Y CHICHINA, DISTRITO DE CCATCA - QUISPICANCHI - CUSCO","S/. 11,965,401.00","S/. 12,489,339.18",23/09/2021 05:33:12 p.m.
2293436,"INSTALACION DEL SISTEMA DE RIEGO HUAYLLABAMBA, DISTRITO DE CAICAY - PAUCARTAMBO - CUSCO","S/. 994,214.40","S/. 812,040.80",20/10/2020 12:19:54 p.m.
2293478,"MEJORAMIENTO Y CREACIÓN DE SERVICIOS TURÍSTICOS EN LA RUTA DE PEREGRINACIÓN SAN JERÓNIMO - SEÑOR DE HUANCA - SAN SALVADOR, ENTRE LOS DISTRITOS DE SAN JERÓNIMO Y SAN SALVADOR, PROVINCIAS DE CUSCO Y CALCA, REGIÓN CUSCO","S/. 3,665,492.00","S/. 5,992,467.79",28/09/2021 02:41:10 p.m.
2293649,"AMPLIACION, MEJORAMIENTO DEL SISTEMA DE ELECTRIFICACION DE REDES PRIMARIAS Y SECUNDARIAS DEL, DISTRITO DE MOLLEPATA - ANTA - CUSCO","S/. 3,121,981.00","S/. 3,563,191.93",10/02/2022 05:10:23 p.m.
2293808,"AMPLIACION, MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y DISPOSICIÓN SANITARIA DE EXCRETAS EN LA COMUNIDAD DE PAUCARPATA DEL DISTRITO DE CUSIPATA, PROVINCIA DE QUISPICANCHI - CUSCO","S/. 2,541,011.00","S/. 4,656,735.67",29/09/2021 04:03:24 p.m.
2293966,"AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE SANEAMIENTO BASICO EN LA COMUNIDAD CAMPESINA DE HUACANCCA, DISTRITO DE CHALLABAMBA - PAUCARTAMBO - CUSCO","S/. 1,122,625.34","S/. 1,827,529.10",30/09/2021 12:04:10 p.m.
2294113,"MEJORAMIENTO DE LOS SERVICIOS DE LA COMPAÑIA DE BOMBEROS N 109 DE LA CIUDAD DE URCOS, DISTRITO DE URCOS, PROVINCIA DE QUISPICANCHI - CUSCO","S/. 282,000.00","S/. 295,491.80",
2294211,"CREACION DEL PUENTE PASARELA SOBRE EL RIO HUAYLLUMAYO, EN LA COMUNIDAD CAMPESINA DE HATUN AYRACCOLLANA, DISTRITO DE COPORAQUE - ESPINAR - CUSCO","S/. 529,878.28","S/. 517,085.96",29/09/2021 04:29:39 p.m.
2294360,"CREACION DEL SISTEMA DE SANEAMIENTO BASICO INTEGRAL EN EL SECTOR DE LLACTAPATA, DISTRITO DE SANTA ANA, PROVINCIA DE LA CONVENCION - CUSCO","S/. 684,740.63","S/. 1,135,300.45",15/02/2022 03:26:43 p.m.
2294412,"CREACION DE LOS SERVICIOS DE SALUD DEL PRIMER NIVEL DE ATENCION EN LA COMUNIDAD DE AYACCASI, DISTRITO DE VELILLE - CHUMBIVILCAS - CUSCO","S/. 5,020,950.00","S/. 6,272,485.41",29/09/2021 10:35:32 a.m.
2294628,"AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE RIEGO POR ASPERSION EN LA COMUNIDAD CAMPESINA DE CHACABAMBA DEL, DISTRITO DE HUANCARANI - PAUCARTAMBO - CUSCO","S/. 747,376.91","S/. 1,123,992.36",28/09/2020 04:44:19 p.m.
2294972,MEJORAMIENTO DE LOS SERVICIOS AMBIENTALES A TRAVÉS DE LA FORESTACIÓN Y REFORESTACIÓN EN EL  DISTRITO DE CHECACUPE - PROVINCIA DE CANCHIS - DEPARTAMENTO DE CUSCO,"S/. 1,110,180.90","S/. 1,399,933.44",01/10/2019 12:05:24 p.m.
2294973,"CREACION DE LA CAPACIDAD OPERATIVA DE LA BIBLIOTECA MUNICIPAL DEL CENTRO POBLADO DE PALLPATA, DISTRITO DE PALLPATA - ESPINAR - CUSCO","S/. 306,101.59","S/. 306,101.59",19/12/2018 03:15:28 p.m.
2294974,"MEJORAMIENTO DE LAS CAPACIDADES PRODUCTIVAS DE LA PRODUCCION FRUTICOLA EN LAS CC.CC. DE SAYHUA, SAN JUAN, TOCCORANI, SANTA LUCIA, DISTRITO DE POMACANCHI - ACOMAYO - CUSCO","S/. 537,206.61","S/. 563,911.92",30/09/2021 05:02:15 p.m.
2295055,"CREACION DEL PUENTE CARROZABLE EN EL SECTOR DE ESMERALDA, CUENCA DE SAN MIGUEL, DISTRITO DE VILCABAMBA - LA CONVENCION - CUSCO","S/. 2,664,965.00","S/. 1,975,484.06",01/10/2021 03:16:48 p.m.
2295202,"MEJORAMIENTO DE CAPACIDADES PRODUCTIVAS DE LOS TUBERCULOS ANDINOS EN LA, PROVINCIA DE CANCHIS - CUSCO","S/. 3,121,333.00","S/. 2,509,744.72",04/10/2021 12:16:44 p.m.
2295522,"MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE COMERCIALIZACION DE PRODUCTOS DE PRIMERA NECESIDAD EN LA CAPITAL DEL CENTRO POBLADO DE NUEVO PROGRESO - VALLE KIMPIRI, DISTRITO DE PICHARI - LA CONVENCION - CUSCO","S/. 499,415.43","S/. 283,700.02",28/09/2021 04:16:47 p.m.
2295642,"MEJORAMIENTO DE CAPACIDADES EN GESTIÓN COMUNITARIA EN LA COMUNIDAD DE AGUA DULCE, CENTRO POBLADO DE MANTARO, DISTRITO DE PICHARI - LA CONVENCION - CUSCO","S/. 383,879.97","S/. 616,168.04",06/01/2022 10:50:42 a.m.
2295707,"RECUPERACION DEL RECURSO SUELO A TRAVES DE LA REFORESTACION Y MANEJO DE PRADERAS EN LAS COMUNIDADES CAMPESINAS DE PILLAO MATAO, HUACCOTO, SUCSO AUCAYLLE, COLLANA CHAHUANQOSQO, PICOL ORCOMPUGIO, ANEXO PALLPANKAY COLLPARO Y ASOCIACION DE PEQUEÑOS PRODUCTORES PATA PATA, DISTRITO DE SAN JERONIMO - CUSCO - CUSCO","S/. 655,585.57","S/. 1,248,091.41",30/09/2020 12:38:54 p.m.
2295740,"MEJORAMIENTO DE LAS CAPACIDADES DE LOS PRODUCTORES DE PALTA EN LAS COMUNIDADES DE UMAPATA, HUALLA, SUYO, JUY HUAY Y MENDOSAYOC DEL DISTRITO DE LARES, PROVINCIA DE CALCA - CUSCO","S/. 689,898.00","S/. 1,403,773.92",30/09/2021 03:57:44 p.m.
2295828,"MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO EN LA  A.P.V. PUERTO NUEVO Y EL A.P.V. SAN LUIS DE ÑAMPOLCAY DEL DISTRITO DE SICUANI, PROVINCIA DE CANCHIS - CUSCO","S/. 524,044.34","S/. 709,088.58",28/12/2021 10:35:33 p.m.
2295847,"MEJORAMIENTO DE LA COMPETITIVIDAD DE LA CADENA PRODUCTIVA DE CULTIVOS ANDINOS QAÑIHUA EN LAS COMUNIDADES CAMPESINAS DE PALLPATA, DISTRITO DE PALLPATA - ESPINAR - CUSCO","S/. 1,188,522.00","S/. 1,248,636.40",30/09/2021 02:37:39 p.m.
2295965,"CONSTRUCCION DEL PUENTE CHAQUELLA EN LA COMUNIDAD CAMPESINA DE JARUMA ALCCASANA, DISTRITO DE PALLPATA - ESPINAR - CUSCO","S/. 705,745.20","S/. 302,903.09",26/05/2020 02:46:09 p.m.
2296074,"MEJORAMIENTO DE LOS SERVICIOS DE ADMINISTRACION DE AREAS DE APORTE Y DELIMITACION DE QUEBRADAS Y RIOS DE LA ZONA URBANA, DISTRITO DE SAN SEBASTIAN - CUSCO - CUSCO","S/. 2,534,906.00","S/. 3,294,175.61",18/10/2018 01:11:22 p.m.
2296106,"MEJORAMIENTO DE LA CAPACIDAD ADMINISTRATIVA Y OPERATIVA DE LA MUNICIPALIDAD DISTRITAL DE PICHARI, DISTRITO DE PICHARI - LA CONVENCION - CUSCO","S/. 3,612,537.00","S/. 3,330,726.41",22/12/2021 05:22:15 p.m.
2296109,"INSTALACION DEL SISTEMA DE RIEGO POR ASPERSIÓN EN EL SECTOR MAUCCOSA DE LA COMUNIDAD CAMPESINA DE MELLOTOTORA DISTRITO DE SANTO TOMAS, PROVINCIA DE CHUMBIVILCAS - CUSCO","S/. 411,034.73",S/. 0.00,
2296474,"MEJORAMIENTO DE LA TRANSITABILIDAD PEATONAL Y VEHICULAR EN LAS APV. CALIFORNIA Y TUPAC AMARU, DISTRITO DE QUIQUIJANA - QUISPICANCHI - CUSCO","S/. 502,013.18","S/. 485,909.85",27/12/2021 08:40:10 p.m.
2296525,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE SEGURIDAD VECINAL Y COMUNAL EN EL, DISTRITO DE OCONGATE - QUISPICANCHI - CUSCO","S/. 2,726,123.00","S/. 2,726,123.00",30/09/2021 06:41:47 p.m.
2296526,"AMPLIACION Y MEJORAMIENTO DE LA PRESTACION DE SERVICIOS DE APOYO A LOS PRODUCTORES DE CUYES EN EL, DISTRITO DE OCONGATE - QUISPICANCHI - CUSCO","S/. 2,779,080.00","S/. 1,848,067.87",16/07/2018 12:13:10 p.m.
2296654,INSTALACION DEL SERVICIO DE ASISTENCIA RURAL PARA LA MEJORA DEL LOGRO EDUCATIVO A TRAVES DE LA APLICACION DE ESTRATEGIAS EN ORIENTACION Y CONSEJERIA PSICOLOGICA A LOS ALUMNOS DE LAS INSTITUCIONES EDUCATIVAS DEL NIVEL SECUNDARIO DE LAS ZONALES DE ECHA,"S/. 5,600,562.00","S/. 5,707,972.84",
2296811,"MEJORAMIENTO DEL SERVICIO EDUCATIVO EN EL AREA DE PERSONAL SOCIAL DE LOS ESTUDIANTES DEL NIVEL PRIMARIO DE LAS INSTITUCIONES EDUCATIVAS PUBLICAS DE LA PROVINCIA DEL CUSCO, PROVINCIA DE CUSCO - CUSCO","S/. 1,292,060.00","S/. 1,390,380.68",28/09/2021 04:25:22 p.m.
2296867,"MEJORAMIENTO DE LOS SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO EN LA APV MARÍA CONCEPCION CISNEROS, DEL DISTRITO DE SICUANI, PROVINCIA DE CANCHIS - CUSCO","S/. 285,516.16","S/. 374,197.57",28/12/2021 10:31:30 p.m.
2297031,"MEJORAMIENTO DE LOS SERVICIOS DE APOYO PARA EL DESARROLLO PRODUCTIVO DEL CACAO FINO DE AROMA EN LAS COMUNIDADES ASHANINKAS DE LOS CENTROS POBLADOS DE MANTARO Y NATIVIDAD, DISTRITO DE PICHARI - LA CONVENCION - CUSCO","S/. 2,588,779.00","S/. 3,326,431.20",20/11/2020 05:13:47 p.m.
2297253,"INSTALACION DE LA LOSA DEPORTIVA MULTIUSO DEL CENTRO POBLADO DE PATRIA DISTRITO KOSÑIPATA, PROVINCIA DE PAUCARTAMBO - CUSCO","S/. 457,238.45","S/. 515,338.47",16/02/2022 02:21:02 p.m.
2300042,"MEJORAMIENTO DE LA PLAZA DE ARMAS  DE LA CIUDAD DE URCOS DEL DISTRITO DE URCOS, PROVINCIA DE QUISPICANCHI - CUSCO","S/. 1,204,271.00","S/. 1,288,025.99",30/09/2021 09:22:35 a.m.
2300088,"MEJORAMIENTO DE LA TRANSITABILIDAD VEHICULAR Y PEATONAL  DE LAS CALLES 1,2,3,4,5,6 Y 7 EN LA APV LUCERINAS DEL DISTRITO DE SAN JERÓNIMO, CUSCO - CUSCO, DISTRITO DE SAN JERONIMO - CUSCO - CUSCO","S/. 2,149,637.00","S/. 2,698,789.18",28/09/2021 04:29:34 p.m.
2300099,"MEJORAMIENTO DE LOS SERVICIOS EDUCATIVOS DEL AREA DE EDUCACION FISICA EN II.EE. DEL NIVEL SECUNDARIO DEL, DISTRITO DE PICHARI - LA CONVENCION - CUSCO","S/. 3,482,253.00","S/. 3,228,765.19",28/09/2021 09:44:03 a.m.
2300144,"MEJORAMIENTO DE PROCESOS PRODUCTIVOS DE LA CADENA DE FLORES COMO ALTERNATIVA DE INCLUSIÓN SOCIAL EN 16 SECTORES , DISTRITO DE LIMATAMBO - ANTA - CUSCO","S/. 1,585,908.00",S/. 0.00,
2300179,"MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE EDUCACION PRIMARIA Y SECUNDARIA DE LA I.E. N 56267 DE LA COMUNIDAD CAMPESINA DE TOTORA, DISTRITO DE LIVITACA - CHUMBIVILCAS - CUSCO","S/. 3,480,079.00","S/. 12,653,072.38",19/05/2021 03:39:32 p.m.
2300193,"AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE SANEAMIENTO  BASICO INTEGRAL DEL CENTRO POBLADO CHAMACA, DISTRITO DE CHAMACA - CHUMBIVILCAS - CUSCO","S/. 11,288,370.00","S/. 14,840,185.01",30/09/2021 12:46:13 p.m.
2300204,"MEJORAMIENTO DE LA TRANSITABILIDAD VEHICULAR Y PEATONAL DE LAS CALLES 1 A LA 17 EN LA APV PATRÓN SAN JERÓNIMO, DISTRITO DE SAN JERONIMO - CUSCO - CUSCO","S/. 3,648,376.00","S/. 4,748,251.32",16/11/2021 03:27:43 p.m.
2300238,"MEJORAMIENTO DE CAPACIDADES TECNICAS EN INSTALACION, MANEJO Y CONSERVACION DE PASTIZALES EN LAS COMUNIDADES CAMPESINAS DEL, DISTRITO DE COPORAQUE - ESPINAR - CUSCO","S/. 5,825,812.00","S/. 5,835,825.22",29/09/2021 09:08:32 p.m.
2300239,"MEJORAMIENTO DEL SERVICIO DE APOYO A LA CADENA PRODUCTIVA DE LA TRUCHA  EN EL, DISTRITO DE OCONGATE - QUISPICANCHI - CUSCO","S/. 1,635,696.00",S/. 0.00,
2300260,"MEJORAMIENTO Y AMPLIACIÓN DE LOS SERVICIOS COMERCIALES DEL MERCADO MODELO DE LA CIUDAD DE CALCA, DISTRITO Y, PROVINCIA DE CALCA - CUSCO","S/. 27,454,895.00",S/. 0.00,
2300280,"MEJORAMIENTO Y AMPLIACION DE LA FRONTERA AGRICOLA MEDIANTE LA CAPACITACION E IMPLEMENTACION DE CULTIVOS FORRAJEROS Y PRODUCTOS AGRICOLAS EN LAS 15 COMUNIDADES CAMPESINAS, DISTRITO DE LIVITACA - CHUMBIVILCAS - CUSCO","S/. 2,644,404.00","S/. 2,644,410.36",30/09/2021 09:30:39 a.m.
2300283,"MEJORAMIENTO  DEL SERVICIO DE EDUCACIÓN PRIMARIA EN LA I.E. N 501165 ITARIATO, ZONAL KEPASHIATO, DISTRITO DE ECHARATE - LA CONVENCION - CUSCO","S/. 4,025,774.00",S/. 0.00,
2300291,CONSTRUCCION DE PISTAS Y VEREDAS EN LA APV FERROVIARIOS DEL DISTRITO DE SAYLLA - CUSCO - CUSCO,"S/. 5,471,647.00",S/. 0.00,
2300310,"MEJORAMIENTO Y AMPLIACIÓN DEL SISTEMA DE SANEAMIENTO BÁSICO INTEGRAL  EN LA COMUNIDAD DE TALANCATO - ZONAL PALMA REAL, DISTRITO DE ECHARATE - LA CONVENCION - CUSCO","S/. 1,804,554.00","S/. 1,844,790.55",11/02/2022 03:58:20 p.m.
2300333,"MEJORAMIENTO Y AMPLIACIÓN DE LOS SERVICIOS DE EDUCACIÓN EN LA INSTITUCIÓN EDUCATIVA INICIAL N 1220 LOS GENIOS, DE PICHARI CAPITAL, DISTRITO DE PICHARI - LA CONVENCION - CUSCO","S/. 3,102,433.00","S/. 4,517,504.35",28/09/2021 09:03:55 a.m.
2300409,"AMPLIACION, MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y DESAGUE EN LA COMUNIDAD URINSAYA COLLANA, DISTRITO DE HUAROCONDO - ANTA - CUSCO","S/. 8,374,280.00","S/. 8,374,280.00",
2300523,"MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE EN EL CENTRO POBLADO DE YANAHUARA, DISTRITO DE URUBAMBA, PROVINCIA DE URUBAMBA - CUSCO","S/. 1,214,484.00","S/. 2,078,115.51",26/08/2021 03:51:17 p.m.
2300556,"MEJORAMIENTO DE LOS SERVICIOS DE TRANSITABILIDAD VEHICULAR Y PEATONAL EN LAS CALLES DE AUSANGATE, INTIPATA BAJA, LOS PINOS, MOLLE, PUCALLOCLLA, 1 DE OCTUBRE, LAS FLORES Y PASAJES DE 27 DE MARZO, ESMERALDA, LOS INCAS DE LA APV. LOS PINOS DE TAMBILLO Y DE LA URBANIZACIÓN CRISTO SALVADOR, DISTRITO DE URCOS, PROVINCIA DE QUISPICANCHI - CUSCO","S/. 2,589,739.00","S/. 2,348,258.67",30/09/2021 09:34:44 a.m.
2300558,"MEJORAMIENTO DE LA VALORACION DE LA IDENTIDAD CULTURAL Y SOCIAL EN LAS I.E. DE NIVEL PRIMARIO Y SECUNDARIO DE EDUCACION BASICA REGULAR PUBLICO DEL DISTRITO ANTA, PROVINCIA DE ANTA - CUSCO","S/. 1,579,969.00","S/. 1,809,431.67",28/09/2021 02:47:54 p.m.
2300583,"CREACION DEL SERVICIO DE GESTION TERRITORIAL EN LA, PROVINCIA DE ESPINAR - CUSCO","S/. 13,468,284.00","S/. 14,284,756.12",28/09/2021 04:39:19 p.m.
2300599,"MEJORAMIENTO Y AMPLIACIÓN DEL SERVICIO DE PROTECCIÓN CONTRA ALUVIONES EN EL CENTRO POBLADO DE QUELLOUNO,  QUEBRADA DEL RIO QUELLOMAYO - DISTRITO DE QUELLOUNO, PROVINCIA DE LA CONVENCIÓN, DEPARTAMENTO DE CUSCO","S/. 13,830,674.00","S/. 25,737,315.27",16/02/2022 10:04:48 a.m.
2300603,"AMPLIACION Y MEJORAMIENTO DE LOS SERVICIOS DE SANEAMIENTO BASICO INTEGRAL EN EL CENTRO POBLADO DE OLLANTAYTAMBO, DISTRITO DE OLLANTAYTAMBO - URUBAMBA - CUSCO","S/. 19,891,190.00","S/. 21,534,214.00",
2300604,"MEJORAMIENTO Y AMPLIACIÓN DE LOS SERVICIOS DE AGUA POTABLE Y SANEAMIENTO BÁSICO EN LAS COMUNIDADES DE QUISTO CENTRAL, CORAZÓN DEL VALLE, VALLE LA LIBERTAD Y QUISTO VALLE DEL CENTRO POBLADO DE PUERTO MAYO Y QUISTO CENTRAL, DISTRITO DE PICHARI - LA CONVENCION - CUSCO","S/. 9,463,926.00","S/. 12,756,294.26",22/12/2021 12:52:44 p.m.
2300609,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE RECREACION Y ESPARCIMIENTO EN EL SECTOR DE MACHACANCHA DISTRITO Y, PROVINCIA DE CALCA - CUSCO","S/. 2,023,033.00","S/. 2,700,423.15",29/12/2021 12:32:57 a.m.
2300619,"CREACION DEL SERVICIO DE EDUCACION INICIAL ESCOLARIZADO II CICLO, CREADAS CON EL PROGRAMA PRESUPUESTAL 0091 EN EL ANEXO HUATHUALAGUNA IEI N 1085, SECTOR HUAMAN IEI N 1086, EN LA COMUNIDAD DE URINCCOSCCO IEI N 1087 Y SECTOR ALTO MAYUHUASI IEI N 1307, DISTRITO DE QUIQUIJANA - QUISPICANCHI - CUSCO","S/. 9,325,884.00","S/. 12,872,949.85",01/07/2021 03:49:16 p.m.
2300621,"MEJORAMIENTO DE LA TRANSITABILIDAD VEHICULAR Y PEATONAL EN EL AA.HH. TOMASA TITO CONDEMAYTA DEL DISTRITO DE ACOMAYO, PROVINCIA DE ACOMAYO - CUSCO","S/. 1,492,747.00","S/. 1,673,358.12",15/08/2019 10:19:05 a.m.
2300627,"MEJORAMIENTO E IMPLEMENTACION DE SERVICIO INSTITUCIONAL DE LA SUB-GERENCIA DE DESARROLLO SOCIAL DE LA MUNICIPALIDAD DISTRITAL DE OMACHA, DISTRITO DE OMACHA - PARURO - CUSCO","S/. 2,882,691.00","S/. 2,882,691.00",22/04/2019 11:27:11 a.m.
2300628,"MEJORAMIENTO Y AMPLIACIÓN DEL SISTEMA DE SERVICIOS DE AGUA POTABLE Y LETRINAS SANITARIAS CON ARRASTRE HIDRÁULICO Y BIODIGESTORES EN LOS SECTORES DE AMPU, JAPURO, SACCANCA, UNOPULLA Y LOROCANI DE LA COMUNIDAD DE CURPIRI, DISTRITO DE COLQUEMARCA, PROVINCIA DE CHUMBIVILCAS - CUSCO","S/. 5,248,767.00","S/. 5,829,870.01",14/02/2022 02:41:31 p.m.
