region,cui,nombre_pip,funcion,division_funcional,grupo_funcional,sector_responsable,brechas,opmi,uf,uei,uep,gps,departamento,provincia,distrito,centro_poblado
piura,2176381,"REHABILITACI‡N DEL SERVICIO DE AGUA POTABLE  Y DEL SERVICIO DE DISPOSICI‡N DE EXCRETAS EN LOS  CENTROS POBLADOS PORTACHUELO, TOTORAL Y LÈCUMOS, DISTRITO DE CHALACO, PROVINCIA DE MORROPON - PIURA",,,,,"INFRAESTRUCTURA
                                            
                                            
                                                CAPTACI‡N SUPERFICIAL DE AGUA
                                            
                                            
                                                Construcci¢n de cinco (05) captaci¢nes para cada uno de los sistemas  con su cerco perimÇtrico
                                            
                                            
                                                NÈMERO DE ESTRUCTURAS F÷SICAS
                                            
                                        
                                        
                                            
                                                INFRAESTRUCTURA
                                            
                                            
                                                L÷NEA DE CONDUCCI‡N
                                            
                                            
                                                Consiste en una l°nea de PVC de diferentes di†metros: 2?, 11/2?, 11/4? y 1?, de acuerdo a  los c†lculos hidr†ulicos,  por donde fluir† el agua desde la captaci¢n hasta el reservorio. ML 2944
                                            
                                            
                                                M
                                            
                                        
                                        
                                            
                                                INFRAESTRUCTURA
                                            
                                            
                                                CµMARA DE VµLVULAS
                                            
                                            
                                                5 C†maras rompe presi¢n debido al gran desnivel que se tiene desde la captaci¢n a la planta se han ubicado estas estructuras para tener un adecuado funcionamiento
                                            
                                            
                                                NÈMERO DE ESTRUCTURAS F÷SICAS
                                            
                                        
                                        
                                            
                                                INFRAESTRUCTURA
                                            
                                            
                                                RESERVORIO
                                            
                                            
                                                construccion de cinco reservorio apoyado tiene una capacidad de 4m3, 12m3, 10m3, 20m3 cuenta con caseta de v†lvulas para tener un eficiente operaci¢n y mantenimiento, el †rbol hidr†ulico del reservorio que se ha proyectado es de tuber°a de acero  SCH 40 de 2? para el ingreso y salida del reservorio, tuber°a de acero SCH 40 DE 4? para el rebose y limpieza. Todas las estructuras en contacto con agua permanente se construir†n con concretos f?c = 210 kg/cm2, de acuerdo al RNE
                                            
                                            
                                                NÈMERO DE ESTRUCTURAS F÷SICAS
                                            
                                        
                                        
                                            
                                                INFRAESTRUCTURA
                                            
                                            
                                                
                                            
                                            
                                                LINEAS DE ADUCCION Y DISTRIBUCION	Las redes de distribuci¢n de agua potable son de PVC de uni¢n r°gida de  2?,11/2?, 1?, Û? de clase 7.5, en este componente se realizara la excavaci¢n de zanjas manual, colocaci¢n de cama de apoyo, instalaci¢n de tuber°a PVC de acuerdo a los di†metros
                                            
                                            
                                                M
                                            
                                        
                                        
                                            
                                                INFRAESTRUCTURA
                                            
                                            
                                                CµMARA DE VµLVULAS
                                            
                                            
                                                CAMARA ROMPE PRESION CRP-T7	Se construiran c†maras rompe presi¢n tipo 7 seg£n el nuevo calculo y dise§o
                                            
                                            
                                                NÈMERO DE ESTRUCTURAS F÷SICAS
                                            
                                        
                                        
                                            
                                                INFRAESTRUCTURA
                                            
                                            
                                                CONEXIONES DOMICILIARIAS DE AGUA POTABLE
                                            
                                            
                                                Se instalaran las conexiones domiciliarias de agua potable a toda la poblaci¢n, mediante tuber°as de PVC  ´?  C ? 10,
                                            
                                            
                                                NÈMERO DE ESTRUCTURAS F÷SICAS
                                            
                                        
                                        
                                            
                                                INFRAESTRUCTURA
                                            
                                            
                                                VµLVULAS DE AGUJA
                                            
                                            
                                                VALVULAS DE CONTROL	Se colocaran valvulas donde conrresponda seg£n el nuevo dise§o.
                                            
                                            
                                                NÈMERO DE ESTRUCTURAS F÷SICAS
                                            
                                        
                                        
                                            
                                                INFRAESTRUCTURA
                                            
                                            
                                                
                                            
                                            
                                                PASE AEREO L= 8 ML	Se ha considerado pases aÇreos en la linea de conduccion de 8 ml debidamente protegidas con tuber°a de fierro galvanizado
                                            
                                            
                                                NÈMERO DE ESTRUCTURAS F÷SICAS
                                            
                                        
                                        
                                            
                                                INFRAESTRUCTURA
                                            
                                            
                                                LETRINA SANITARIA
                                            
                                            
                                                UBS	En dicho componente de Disposici¢n Sanitaria de Excretas, se ha proyectado la construcci¢n de UBS con losa de cimentaci¢n, sobrecimiento, muro de ladrillo, cobertura liviana de calamina con correas de madera y puerta de plancha lisa de calamina, se instalaran inodoro con tanque bajo, lavatorio, ducha en el interior de la UBS y en exterior se instalara lavador de fibra de vidrio, para aseo personal.
Se ha proyectado para el tratamiento primario de aguas residuales domesticas el biodigestor au
                                            
                                            
                                                NÈMERO DE ESTRUCTURAS F÷SICAS",5,2944,5,5,0,0,0,0,0
piura,2177387,"CONSTRUCCION DE PUENTE CARROZABLE EN EL KM 14.20 DEL CAMINO VECINAL ARREYPITE BAJO A NANGAY DE MATALACAS, LOCALIDAD DE SAUSAL DEL QUIROZ, DISTRITO DE AYABACA, PROVINCIA DE AYABACA - PIURA",TRANSPORTE,TRANSPORTE TERRESTRE,V÷AS VECINALES,TRANSPORTES Y COMUNICACIONES,"SERVICIO DE TRANSITABILIDAD VIAL INTERURBANA
                                
                                
                                    PORCENTAJE DE LA RED VIAL VECINAL NO PAVIMENTADA CON INADECUADOS NIVELES DE SERVICIO
                                
                                
                                    KM
                                
                                
                                    PROVINCIAL
                                
                                
                                    1",OPMI DE LA MUNICIPALIDAD PROVINCIAL DE AYABACA - PIURA,UF DE LA MUNICIPALIDAD PROVINCIAL DE AYABACA (UFMPYBC001 -  CARLOS ALBERTO  CHACON LOPEZ),UEI DE LA MUNICIPALIDAD PROVINCIAL DE AYABACA - (UEIMPYBC002 - ERICK MARLON BERRU DOMINGUEZ),301538 - MUNICIPALIDAD PROVINCIAL DE AYABACA,-4.6399841099999435 / -79.71580763999998,PIURA,AYABACA,AYABACA,ARRAYPITE BAJO
piura,2178190,"CREACION Y EQUIPAMIENTO DE LA COMISARIA EN LA CIUDAD DE LOBITOS, DISTRITO DE LOBITOS - TALARA - PIURA",DEFENSA Y SEGURIDAD NACIONAL,DEFENSA Y SEGURIDAD NACIONAL,SEGURIDAD NACIONAL,,"SERVICIO POR DEFINIR
                                
                                
                                    INDICADOR DE BRECHA POR DEFINIR
                                
                                
                                    UNIDAD DE MEDIDA POR DEFINIR
                                
                                
                                    DISTRITAL
                                
                                
                                    100",OPMI DE LA MUNICIPALIDAD DISTRITAL DE LOBITOS,µREA DE DESARROLLO URBANO E INFRAESTRUCTURA ( -  ),- ( - ),-,0,0,0,0,0
piura,2178369,"MEJORAMIENTO DE LAS PISTAS Y VEREDAS EN EL P.J. SAN MARTIN OCCIDENTE,DE LA CIUDAD DE PAITA,DISTRITO DE PAITA, PROVINCIA DE PAITA - PIURA",,,,,"INFRAESTRUCTURA
                                            
                                            
                                                PISTA
                                            
                                            
                                                construcci¢n de pavimento
                                            
                                            
                                                M2
                                            
                                        
                                        
                                            
                                                INFRAESTRUCTURA
                                            
                                            
                                                VEREDA
                                            
                                            
                                                
                                            
                                            
                                                M2",6577.73,2262.11,,,0,0,0,0,0
piura,2179087,"AMPLIACION DE LA CAPACIDAD OPERATIVA DEL POOL DE EQUIPO Y MAQUINARIA PESADA PARA EL MANTENIMIENTO Y MEJORAMIENTO DE LA RED VIAL Y EJECUCION DE OBRAS EN EL DISTRITO DE SULLANA, PROVINCIA DE SULLANA - PIURA","PLANEAMIENTO, GESTI‡N Y RESERVA DE CONTINGENCIA",GESTI‡N,INFRAESTRUCTURA Y EQUIPAMIENTO,,"SERVICIO POR DEFINIR
                                
                                
                                    INDICADOR DE BRECHA POR DEFINIR
                                
                                
                                    UNIDAD DE MEDIDA POR DEFINIR
                                
                                
                                    PROVINCIAL
                                
                                
                                    0",OPMI DE LA MUNICIPALIDAD PROVINCIAL DE SULLANA,UF DE LA MUNICIPALIDAD PROVINCIAL DE SULLANA (UFMPSLL1 - MARCO ZEGARRA RAMIREZ),UEI DE LA MUNICIPALIDAD PROVINCIAL DE SULLANA - (UEIMPSLL002 - OSCAR HUMBERTO CASTANEDA SEVILLANO),301573 - MUNICIPALIDAD PROVINCIAL DE SULLANA,-4.8913026299999270 / -80.68830767999998,PIURA,SULLANA,SULLANA,
piura,2180148,"INSTALACION DE AREAS DEPORTIVAS EN EL CENTRO POBLADO NANGAY, DISTRITO DE YAMANGO - MORROPON - PIURA",CULTURA Y DEPORTE,DEPORTES,INFRAESTRUCTURA DEPORTIVA Y RECREATIVA,EDUCACION,"SERVICIO DE PRµCTICA DEPORTIVA Y/O RECREATIVA
                                
                                
                                    PORCENTAJE DE INSTALACIONES DEPORTIVAS Y /O RECREATIVAS EN CONDICIONES INADECUADAS
                                
                                
                                    INSTALACIONES DEPORTIVAS Y/O RECREATIVAS
                                
                                
                                    DISTRITAL
                                
                                
                                    1",OPMI DE LA MUNICIPALIDAD DISTRITAL DE YAMANGO,UF DE LA MUNICIPALIDAD DISTRITAL DE YAMANGO (UFMDYMG003 - JOSE CARLOS REYES CORDOVA),UEI DE LA MUNICIPALIDAD DISTRITAL DE YAMANGO - (UEIMDYMG002 - ALEXIS OCA•A PAUTA),301565 - MUNICIPALIDAD DISTRITAL DE YAMANGO,0,0,0,0,0
piura,2181526,MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL EN EL A.H. SAN ISIDRO  DEL CENTRO POBLADO DE PIURA - DISTRITO DE PIURA - PROVINCIA DE PIURA - REGI‡N PIURA,TRANSPORTE,TRANSPORTE URBANO,V÷AS URBANAS,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","SERVICIO DE MOVILIDAD URBANA
                                
                                
                                    PORCENTAJE DE LA POBLACI‡N URBANA SIN ACCESO A LOS SERVICIOS DE MOVILIDAD URBANA A TRAVêS DE PISTAS Y VEREDAS
                                
                                
                                    PERSONAS
                                
                                
                                    DISTRITAL
                                
                                
                                    1746",OPMI DE LA MUNICIPALIDAD PROVINCIAL DE PIURA,UF DE LA MUNICIPALIDAD PROVINCIAL DE PIURA (CTYUF-CRAC - CRISTHY ROXANA ALVA CUNYA),UEI DE LA MUNICIPALIDAD PROVINCIAL DE PIURA - (UEIMPIU - JOSE MARTIN VALERIO ALCIVAR),301529 - MUNICIPALIDAD PROVINCIAL DE PIURA,-5.19532442 / -80.62701420,PIURA,PIURA,PIURA,PIURA
piura,2181715,"MEJORAMIENTO DE LOS SERVICIOS DE SALUD DEL CENTRO DE SALUD I - 3  SAN JOSE - DISTRITO DE PIURA, PROVINCIA DE PIURA - PIURA",SALUD,SALUD INDIVIDUAL,ATENCI‡N MêDICA BµSICA,SALUD,"SERVICIO DE ATENCI‡N DE SALUD BµSICOS
                                
                                
                                    PORCENTAJE DE ESTABLECIMIENTOS DE SALUD DEL PRIMER NIVEL DE ATENCI‡N CON CAPACIDAD INSTALADA INADECUADA
                                
                                
                                    ESTABLECIMIENTO DE SALUD
                                
                                
                                    DISTRITAL
                                
                                
                                    1",OPMI DE LA MUNICIPALIDAD DISTRITAL DE VEINTISEIS DE OCTUBRE,UF DE LA MUNICIPALIDAD DISTRITAL DE VEINTISEIS DE OCTUBRE (UFMDVOC3 - YURLY MERCEDES BARCO CORDOVA),UEI DE LA MUNICIPALIDAD DISTRITAL DE VEINTISEIS DE OCTUBRE - (UEIMDVOC - FELIPE SANCHEZ CUMBICUS),301529 - MUNICIPALIDAD PROVINCIAL DE PIURA,0,0,0,0,0
piura,2182234,"MEJORAMIENTO DEL SERVICIO DE AGUA PARA RIEGO DE LOS SECTORES EL INGENIO, LA PILCA, BUENOS AIRES Y TAMARINDO, DISTRITO BUENOS AIRES, PROVINCIA DE MORROPON - PIURA",,,,,,OPMI DE LA MUNICIPALIDAD PROVINCIAL DE MORROPON,UNIDAD FORMULADORA (MPMORROPON - MANUELA PURIZACA RUIZ),UEI DE LA MUNICIPALIDAD PROVINCIAL DE MORROPON - (UEIMPMRP - LUISA ANA MARIA TEJADA AREVALO),301557 - MUNICIPALIDAD DISTRITAL DE BUENOS AIRES,-5.2671956399999535 / -79.96814567999996,PIURA,MORROPON,BUENOS AIRES,INGENIO DE BUENOS AIRES
piura,2182266,"MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y ELIMINACI‡N DE EXCRETAS EN LOS CASER÷OS PIEDRA DEL TORO, LA UNI‡N Y SAN LUIS, JURISDICCI‡N DEL DISTRITO DE MORROP‡N, PROVINCIA DE MORROPON - PIURA",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICI‡N SANITARIA DE EXCRETAS
                                
                                
                                    PORCENTAJE DE LA POBLACI‡N RURAL SIN ACCESO AL SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICI‡N SANITARIA DE EXCRETAS
                                
                                
                                    PERSONAS
                                
                                
                                    DISTRITAL
                                
                                
                                    965
                                
                            
                            
                                
                                    SERVICIO DE AGUA POTABLE
                                
                                
                                    PORCENTAJE DE LA POBLACI‡N RURAL SIN ACCESO AL SERVICIO DE AGUA POTABLE MEDIANTE RED PÈBLICA O PILETA PÈBLICA
                                
                                
                                    PERSONAS
                                
                                
                                    DISTRITAL
                                
                                
                                    965",OPMI DE LA MUNICIPALIDAD DISTRITAL DE MORROPON,UF DE LA MUNICIPALIDAD DISTRITAL DE MORROPON (UFMDMRP001 - FIDEL EDGARDO ZETA LLONTOP),UEI DE LA MUNICIPALIDAD DISTRITAL DE MORROPON - (UEIMDM2019. - JENNY IVONNE ZEGARRA CORDOVA),301560 - MUN. DIS. DE MORROPON,-5.1856213499999635 / -79.96916015999994,PIURA,MORROPON,MORROPON,PIEDRA DEL TORO
piura,2182284,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE EDUCACION INICIAL Y PRIMARIA  DE LA I.E. N 14621 EN EL CASER÷O PUEBLO NUEVO DE CAMPANAS - DISTRITO DE CHULUCANAS - PROVINCIA DE MORROPON - DEPARTAMENTO DE PIURA,,,,,,OPMI DE LA MUNICIPALIDAD PROVINCIAL DE MORROPON,UNIDAD FORMULADORA (MPMORROPON - MANUELA PURIZACA RUIZ),"UEI DE LA MUNICIPALIDAD PROVINCIAL DE MORROPON - (UEIMPMCH - ALBERT ASUNCI‡N SALAZAR ROJAS)
                                -  ( - )",301556 - MUNICIPALIDAD PROVINCIAL DE MORROPON - CHULUCANAS,-5.0964805799999340 / -80.16150347999996,PIURA,MORROPON,CHULUCANAS,PUEBLO NUEVO DE CAMPANAS
piura,2182469,"MEJORAMIENTO DEL SERVICIO EDUCATIVO EN LA IE SECUNDARIA MIGUEL GRAU SEMINARIO DEL CENTRO POBLADO EL PORVENIR DEL DISTRITO DE QUERECOTILLO, PROVINCIA DE SULLANA - PIURA",EDUCACI‡N,EDUCACI‡N BµSICA,EDUCACI‡N SECUNDARIA,EDUCACION,"SERVICIO DE EDUCACI‡N SECUNDARIA
                                
                                
                                    PORCENTAJE DE UNIDADES PRODUCTORAS CON EL SERVICIO DE EDUCACI‡N SECUNDARIA CON CAPACIDAD INSTALADA INADECUADA
                                
                                
                                    LOCAL EDUCATIVO
                                
                                
                                    DISTRITAL
                                
                                
                                    1",OPMI DE LA MUNICIPALIDAD DISTRITAL DE QUERECOTILLO,UF DE LA MUNICIPALIDAD DISTRITAL DE QUERECOTILLO (MDQUFCV1995 - CLAUDIA BENILA VALDIVIEZO CARDOZA),UEI DE LA MUNICIPALIDAD DISTRITAL DE QUERECOTILLO - (MDQUEIJOR2 - JULIO WILFREDO OLIVA RETO),301579 - MUNICIPALIDAD DISTRITAL DE QUERECOTILLO,-4.8394422204483530 / -80.64709352405376,PIURA,SULLANA,QUERECOTILLO,EL PORVENIR
piura,2184260,"MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL EN EL CERCADO DE VICE SECTOR VIRGEN DEL CARMEN, DISTRITO DE VICE - SECHURA - PIURA",TRANSPORTE,TRANSPORTE URBANO,V÷AS URBANAS,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","SERVICIO DE MOVILIDAD URBANA
                                
                                
                                    PORCENTAJE DE LA POBLACI‡N URBANA SIN ACCESO A LOS SERVICIOS DE MOVILIDAD URBANA A TRAVêS DE PISTAS Y VEREDAS
                                
                                
                                    PERSONAS
                                
                                
                                    DISTRITAL
                                
                                
                                    737",OPMI DE LA MUNICIPALIDAD DISTRITAL DE VICE,SUB GERENCIA DE FORMULACION DE PROYECTOS (UFMDVICE - EDWIN GIANCARLOS GONZALES ATOCHE),UEI DE LA MUNICIPALIDAD DISTRITAL DE VICE - (UEIMDVICE - JOHNY HENRY CASTILLO CALDERON),301591 - MUNICIPALIDAD DISTRITAL DE VICE,-5.4208143084055190 / -80.78135266129050,PIURA,SECHURA,VICE,VICE
piura,2184264,"AMPLIACION DEL SERVICIO DE ENERGIA ELECTRICA MEDIANTE EL SISTEMA CONVENCIONAL PARA EL SISTEMA DE BOMBEO DE AGUAS RESIDUALES DEL CENTRO POBLADO LAS ARENAS, DISTRITO DE COLAN - PAITA - PIURA",ENERG÷A,ENERG÷A ELêCTRICA,DISTRIBUCI‡N DE ENERG÷A ELêCTRICA,ENERGIA Y MINAS,"SERVICIO DE SUMINISTRO ELêCTRICO DOMICILIARIO EN ZONAS URBANAS 
                                
                                
                                    PORCENTAJE DE VIVIENDAS EN EL µMBITO URBANO SIN ACCESO AL SERVICIO DE ENERG÷A ELêCTRICA
                                
                                
                                    VIVIENDAS ATENDIDAS/A•O
                                
                                
                                    DISTRITAL
                                
                                
                                    650",OPMI DE LA MUNICIPALIDAD DISTRITAL DE COLAN,UF DE LA MUNICIPALIDAD DISTRITAL DE COLAN (UFMDCLN - RENAN VALLADARES GARCIA),UEI DE LA MUNICIPALIDAD DISTRITAL DE COLAN - (UEIMDCLN01 - RENAN VALLADARES GARCIA),301569 - MUNICIPALIDAD DISTRITAL DE COLAN,0,0,0,0,0
piura,2184911,INSTALACION DE ESPACIOS PUBLICOS DEPORTIVOS EN EL CASCO URBANO DEL DISTRITO DE QUERECOTILLO PROVINCIA DE SULLANA PIURA,,,,,,OPMI DE LA MUNICIPALIDAD PROVINCIAL DE SULLANA,SUB GERENCIA DE ESTUDIOS Y FORMULACION  DE PROYECTOS ( -  ),- ( - ),-,0,0,0,0,0
piura,2185637,"MEJORAMIENTO DEL SERVICIO EDUCATIVO EN LA I.E. N 14328 DEL CENTRO POBLADO DE TUCAQUE, DISTRITO DE FRIAS - AYABACA - PIURA",EDUCACI‡N,EDUCACI‡N BµSICA,EDUCACI‡N PRIMARIA,EDUCACION,"SERVICIO DE EDUCACION PRIMARIA
                                
                                
                                    PORCENTAJE DE UNIDADES PRODUCTORAS CON EL SERVICIO DE EDUCACI‡N PRIMARIA CON CAPACIDAD INSTALADA INADECUADA
                                
                                
                                    LOCAL EDUCATIVO
                                
                                
                                    DISTRITAL
                                
                                
                                    1",OPMI DE LA MUNICIPALIDAD DISTRITAL DE FRIAS,UNIDAD FORMULADORA DE ESTUDIOS DE PREINVERSI‡N PIP (MDMDFRI000 - JORGE LUIS  CHUMACERO RUIZ),- ( - ),-,0,0,0,0,0
piura,2187290,"MEJORAMIENTO DEL SERVICIO DE EDUCACION INICIAL Y PRIMARIA DE LA I.E. N 14616- SABINA CUEVA CASTILLO, DISTRITO DE CHULUCANAS, PROVINCIA DE MORROPON - PIURA",,,,,"INFRAESTRUCTURA
                                            
                                            
                                                BLOQUE DE INFRAESTRUCTURA
                                            
                                            
                                                CONSTRUCCION DE AULAS COMUNES  m2  201.58; AMBIENTES COMPLEMENTARIOS m2 361.07; AMBIENTES EXTERIORES m2 459.32.
                                            
                                            
                                                M2
                                            
                                        
                                        
                                            
                                                MOBILIARIO
                                            
                                            
                                                ESTANTES PARA CARPETAS DE INFORMACI‡N
                                            
                                            
                                                MOBILIARIO, EQUIPAMIENTO Y BIBLIOGRAFIA DE LOS AMBIENTES PEDAG‡GICOS ADECUADO PARA ATENDER A LA POBLACI‡N ESTUDIANTIL EXISTENTE (INICIAL Y PRIMARIA).
                                            
                                            
                                                KIT DE MOBILIARIO",1021.97,1,,,0,0,0,0,0
piura,2187475,"CREACION DEL CENTRO RECREATIVO, DISTRITO DE VICE - SECHURA - PIURA",CULTURA Y DEPORTE,DEPORTES,INFRAESTRUCTURA DEPORTIVA Y RECREATIVA,EDUCACION,"SERVICIO DE PRµCTICA DEPORTIVA Y/O RECREATIVA
                                
                                
                                    PORCENTAJE DE INSTALACIONES DEPORTIVAS Y /O RECREATIVAS EN CONDICIONES INADECUADAS
                                
                                
                                    INSTALACIONES DEPORTIVAS Y/O RECREATIVAS
                                
                                
                                    DISTRITAL
                                
                                
                                    1",OPMI DE LA MUNICIPALIDAD DISTRITAL DE VICE,SUB GERENCIA DE FORMULACION DE PROYECTOS (UFMDVICE - EDWIN GIANCARLOS GONZALES ATOCHE),UEI DE LA MUNICIPALIDAD DISTRITAL DE VICE - (UEIMDVICE - JOHNY HENRY CASTILLO CALDERON),301591 - MUNICIPALIDAD DISTRITAL DE VICE,0,0,0,0,0
piura,2189829,"AMPLIACION DEL SERVICIO DE AGUA POTABLE Y ALCANTARILLADO EN EL AA.HH. VILLA JARDIN, DISTRITO DE EL ALTO - TALARA - PIURA",,,,,,OPMI DE LA MUNICIPALIDAD DISTRITAL DE EL ALTO,SUBGERENCIA DE FORMULACION DE PROYECTOS (MDMDELT000 - MERCEDES DEL PILAR PERICHE ROMERO),UEI DE LA MUNICIPALIDAD DISTRITAL DE EL ALTO - (UEIMDELT - DENIS TANTAJULCA ROMERO),301582 - MUNICIPALIDAD DISTRITAL DE EL ALTO,-4.269188 / -81.221310,PIURA,TALARA,EL ALTO,EL ALTO
piura,2195111,"MEJORAMIENTO DEL SERVICIO DE AGUA PARA RIEGO  AGR÷COLA DEL CANAL LA TERCERA EN LA LOCALIDAD DE PACCHA, DISTRITO  CHULUCANAS, PROVINCIA DE MORROPON - PIURA",,,,,"INFRAESTRUCTURA
                                            
                                            
                                                CANAL Y/O TÈNEL DE ADUCCI‡N
                                            
                                            
                                                Revestimiento de un total de 4,213.46 ml de canal de regad°o con concreto simple de fÔc=175 kg/cm2 y forma trapezoidal y rectangular. INCLUIDO OBRAS DE ARTE
                                            
                                            
                                                M",4213.46,,,,0,0,0,0,0
piura,2199255,"MEJORAMIENTO DEL CENTRO MATERNO INFANTIL LOS ORGANOS, DISTRITO DE LOS ORGANOS - TALARA - PIURA",SALUD,SALUD INDIVIDUAL,ATENCI‡N MêDICA BµSICA,SALUD,"SERVICIO DE ATENCI‡N DE SALUD BµSICOS
                                
                                
                                    PORCENTAJE DE ESTABLECIMIENTOS DE SALUD DEL PRIMER NIVEL DE ATENCI‡N CON CAPACIDAD INSTALADA INADECUADA
                                
                                
                                    ESTABLECIMIENTO DE SALUD
                                
                                
                                    DISTRITAL
                                
                                
                                    10931",OPMI DE LA MUNICIPALIDAD DISTRITAL DE LOS ORGANOS,UF DE LA MUNICIPALIDAD DISTRITAL DE LOS ORGANOS (UFMDORG001 - MERCEDES DEL PILAR PERICHE ROMERO),- ( - ),-,0,0,0,0,0
piura,2200598,"INSTALACION DEL SERVICIO DE AGUA POTABLE Y LETRINAS CON ARRASTRE HIDRULICO EN EL ANEXO NOGALITO - YANAHUANGA DE LA LOCALIDAD LA COFRADIA, DISTRITO DE PACAIPAMPA - AYABACA - PIURA",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","SERVICIO DE AGUA POTABLE
                                
                                
                                    PORCENTAJE DE LA POBLACI‡N RURAL SIN ACCESO AL SERVICIO DE AGUA POTABLE MEDIANTE RED PÈBLICA O PILETA PÈBLICA
                                
                                
                                    PERSONAS
                                
                                
                                    DISTRITAL
                                
                                
                                    164",OPMI DE LA MUNICIPALIDAD DISTRITAL DE PACAIPAMPA,DIVISION DE INFRAESTRUCTURA Y SERVICIOS  TECNICOS  (UFMDPCGM - MARIELISA CORDOVA GARCIA),- ( - ),-,0,0,0,0,0
piura,2202265,"MEJORAMIENTO DEL SERVICIO DE AGUA E INSTALACI‡N DEL SERVICIO DE SANEAMIENTO EN LA LOCALIDAD DE ANCHALAY, DISTRITO DE JILILI, PROVINCIA DE AYABACA - PIURA",,,,,,OPMI DE LA MUNICIPALIDAD PROVINCIAL DE AYABACA - PIURA,SUB GERENCIA DE ESTUDIOS Y PROYECTOS (SGEP) ( -  ),- ( - ),-,0,0,0,0,0
piura,2202266,"INSTALACION DE LOS SERVICIOS DE EDUCACI‡N SECUNDARIA DE LA IE N 14364 AMPLIACION DE SERVICIOS EN EL CASERIO ARRENDAMIENTOS, COMUNIDAD CAMPESINA ARRENDAMIENTOS, DISTRITO DE LAGUNAS, PROVINCIA DE AYABACA - PIURA",,,,,,OPMI DE LA MUNICIPALIDAD PROVINCIAL DE AYABACA - PIURA,SUB GERENCIA DE ESTUDIOS Y PROYECTOS (SGEP) ( -  ),- ( - ),-,0,0,0,0,0
piura,2203980,"AMPLIACION DEL SERVICIO DE ENERG÷A ELêCTRICA EN EL CASER÷O PAPELILLO, DISTRITO DE CHULUCANAS, PROVINCIA DE MORROPON - PIURA",,,,,,OPMI DE LA MUNICIPALIDAD PROVINCIAL DE MORROPON,UNIDAD FORMULADORA (UFMPMRP001 -  ISMAEL  CALLE MONTALVAN),- ( - ),-,0,0,0,0,0
piura,2214514,"MEJORAMIENTO DEL SERVICIO EDUCATIVO DE LAS INSTITUCIONES EDUCATIVAS DEL CASERIO SUCCHA, DISTRITO DE HUARMACA - HUANCABAMBA - PIURA",,,,,"INFRAESTRUCTURA
                                            
                                            
                                                BLOQUE DE INFRAESTRUCTURA
                                            
                                            
                                                NIVEL INICIAL: AULA SUM, DEP‡SITO DE MATERIAL EDUCATIVO, COCINA+DEPOSITO+ALMACêN, SS.HH, µREA DE JUEGOS, PATIO. NIVEL PRIMARIO: 03 AULAS, AULA DE INNOVACI‡N PEDAG‡GICA, SUM, SS.HH, BIBLIOTECA, DEPOSITO DE MATERIAL EDUCATIVO, COCINA+ALMACêN+DEPOSITO. NIVEL SECUNDARIO: 05 AULAS, BIBLIOTECA, AULA DE INNOVACI‡N PEDAG‡GICA, SS.HH. AMBIENTE ADMINISTRATIVO. AMBIENTES COMPLEMENTARIOS Y PRE EXISTENTES.
                                            
                                            
                                                M2
                                            
                                        
                                        
                                            
                                                MOBILIARIO
                                            
                                            
                                                MOBILIARIO DE AULA
                                            
                                            
                                                MESAS, SILLAS Y EQUIPOS PARA LOS TRES NIVELES
                                            
                                            
                                                KIT DE MOBILIARIO
                                            
                                        
                                        
                                            
                                                INTANGIBLES
                                            
                                            
                                                
                                            
                                            
                                                PLAN DE CONTINGENCIA
                                            
                                            
                                                N¯ DE DOCUMENTOS",2737.19,889,1,,0,0,0,0,0
piura,2218844,"CREACION DE OBRAS DE PROTECCI‡N Y ESTABILIZACI‡N DE VIVIENDAS EN EL SECTOR EDWIN SALAZAR ALREDEDORES DE LOS SALONES TITANIC Y GREMIO DE PESCADORES CON CONEXI‡N AL BARRIO PRIMAVERA LOBITOS, DISTRITO DE LOBITOS - TALARA - PIURA",,,,,,OPMI DE LA MUNICIPALIDAD DISTRITAL DE LOBITOS,µREA DE DESARROLLO URBANO E INFRAESTRUCTURA ( -  ),- ( - ),-,0,0,0,0,0
