nombre,n_informes,region
CRISTIAN FRANCISCO MAMANI VILCA,0,cusco
ROY FRED APAZA GUTIERREZ,3,cusco
CARLOS MANUEL GARCIA GRADOS,3,cusco
HILARIO HUAMAN CURASCO,1,cusco
WALTER GUEVARA LIMA,4,cusco
FRANKLIN PEREZRUIBAL RODRIGUEZ,0,cusco
LUIS OMAR LUNA OSORIO,1,cusco
TIMOTEO SANCHEZ HUALLPA,0,cusco
EDGAR COVENAS CHIROQUE,0,cusco
YURITZA MUNOZ NOLASCO,0,cusco
ROBERT JOHN TAPARA ENRIQUEZ,0,cusco
WILINTHON GABRIEL TACO MITTANI,0,cusco
RODOLFO TACURI MERMA,0,cusco
GERARDO RODRIGUEZ SAAVEDRA,1,cusco
WILLIAM PALLETE MOGOLLON,0,cusco
PERCY LORENZO FLORES PINTADO,0,cusco
GLADYS JANET NIZAMA DEZA,0,cusco
LILIANA BRUNO SERNAQUE,1,cusco
CAROL CARLOS CORONADO,0,cusco
DELMIRO MELLADO VARGAS,2,cusco
ANA MARIA TALLEDO ESTUARDO,0,cusco
PERCY MARCELINO VILLEGAS UGARTE,0,cusco
PAUL IRWIN CASTRO ORTIZ,0,cusco
PATRICIA VALDIVIEZO CRIOLLO,1,cusco
RHACELY CHALCO MUNOZ,0,cusco
JULIO CONDORI COLQUE,3,cusco
WILSON STALIN CORNEJO SOJO,0,cusco
SEGUNDO MANUEL ROJAS QUISPE,2,cusco
MARIA MILAGROS OLAZABAL RODRIGUEZ,0,cusco
MAGNOLIA ROSARIO DURAND GALINDO,0,cusco
JOSE ANTONIO CCAHUNA BECERRA,0,cusco
ARTURO PACHECO ALBUJAR,0,cusco
MARIA LUCIA HIDALGO HIDALGO,0,cusco
RICARDO GUAYUPO CORREA,0,cusco
MARIELA MEJIA HUAMANTICA,0,cusco
MARISOL ENRIQUEZ MANCILLA,0,cusco
RAMOS CANO ROSADO,0,cusco
PERCY MAMANI HUAYTA,1,cusco
ROLANDO ALEXANDER LEON JIMENEZ,0,cusco
LUIS ENRIQUE JOHN ROJAS ASTETE,1,cusco
RUDI ALAIN NIETO SEGURA,0,cusco
EDWIN JOSE VARGAS ATOCHE,0,cusco
BENJAMIN VASQUEZ ALBERCA,0,cusco
KAROL MADUENO VASQUEZ,0,cusco
NELSON FIESTAS CASTILLO,0,cusco
CESAR AUGUSTO QUINTANILLA CACHA,2,cusco
ABEL HORNA TRUJILLO,0,cusco
AVELINO PUCO CHACON,0,cusco
ELMER WILLIAM ANDRADE SANDOVAL,0,cusco
MANUEL JESUS PAZO GALAN,3,cusco
SEGUNDO CELI BARRANZUELA,0,cusco
CLEBER YABAR TOLEDO,0,cusco
ABRAHAN JONATTAN AZURIN CASTILLO,0,cusco
JLINNER REMO CANDIA GUEVARA,0,cusco
PALERMO MIJAHUANCA VALLE,0,cusco
ALICIA GARCIA CANALES,2,cusco
PAUL BALAREZO BURGOS,0,cusco
JOSE JUAN SANTOS MIRANDA,1,cusco
IRWIN DEYVIS OVIEDO CUNO,0,cusco
NELSON ALVAREZ CHAINA,0,cusco
JOSE ARMANDO CASTRO MENA,1,cusco
NESTOR CCAHUANA CONDORI,0,cusco
JUVENAL AMAO HALANOCCA,0,cusco
FIORELLA MEJIA GONZALES,0,cusco
JOSE HERNAN CCAHUAHUIA HUILLCA,0,cusco
NOE RUIZ CASAFRANCA CCAHUAYA,1,cusco
KENJY GLOER ABAD MONTALBAN,0,cusco
CARLOS EDUARDO SOSA MECHATO,0,cusco
ELIAS SAUD CASTILLO CORDOVA,0,cusco
ERIKA DEL CARMEN GARCIA APAZA,0,cusco
RODDY MOGOLLON SAAVEDRA,0,cusco
LUIS ALBERTO OLIVOS HERRERA,0,cusco
ANGELA ROXANA ESPINOZA ACURIO,0,cusco
ELOY HUILLCA HUILLCA,0,cusco
RENE TAYME ORCON,1,cusco
WILSON MARCHENA AGUILAR,0,cusco
KAREN PIERINA PURACA MEDINA,0,cusco
KARINA RAQUEL VEGA BARDALES,0,cusco
FLOR DE MARIA QUISPE RODRIGUEZ,1,cusco
JIMMY RIOS YEPEZ,0,cusco
MELQUEADES BERROCAL ARANGO,0,cusco
WILLY DURAND VERA,0,cusco
VICTOR RAUL LAZARO MEZA,1,cusco
REYNALDO ABARCA ORTIZ,0,cusco
JOSE LUIS MONTENEGRO CALLE,1,cusco
EMMANUEL JULIAN CIENFUEGOS MALPARTIDA,0,cusco
HILDA ALFARO REYNA,0,cusco
FREDY VALENCIA CHIRINOS,0,cusco
SILVIA ALEGRIA BARRIENTOS,0,cusco
LUIS FERNANDO NOBLECILLA GARCIA,0,cusco
IRMA ELIZABETH NEYRA ZAPATA,0,cusco
MARIO SERNAQUE CHAVEZ,1,cusco
NILSON JOEL CORDOVA LOPEZ,0,cusco
YURI JOCELYNE ESTUARDO ACARO,0,cusco
ELVIS JHOSIMAR DIAZ RIVAS,1,cusco
MANUEL CHAPONAN CUMPEN,0,cusco
ERNESTO GOSALVEZ POSTIGO,1,cusco
VICKY FARFAN PORTOCARRERO,0,cusco
EMMA VICTORIA ALMESTAR VALDIVIEZO,1,cusco
ELAVIO PUMA PACHECO,0,cusco
FREDY VASQUEZ SALAS,1,cusco
MANUEL OCTAVIO ROMERO MEJIA,1,cusco
WILLIAN AUCCAPUMA CONDE,0,cusco
JEISON NAHUAMEL USCAMAYTA,0,cusco
ALEJNADRO FLORES SANTOS,0,cusco
MOISES CUMPA CCASANI,0,cusco
ERLA LIBETH HUMAN PUMA,0,cusco
JUAN QUISPE CONDORI,2,cusco
CESAR ADOLFO NUNEZ ROMERO,0,cusco
CELINA CONDORI SEQUEIROS,0,cusco
RURICK DIAZ BORDA,1,cusco
EDWIN PAUCAS TOMAYQUISPE,1,cusco
ERLA LIZBETH HUAMAN PUMA,0,cusco
NESTOR ANDRES BUSTAMANTE CALDERON,1,cusco
YEIZON FRISHEL LUNA OVIEDO,2,cusco
MARIO A SAAVEDRA COLAN,1,cusco
PEDRO ALBERTO AGUAYO ZARATE,0,cusco
FLOR DE MARIA COVENAS HUERTAS,0,cusco
CESAR ALEJANDRO RIVERA ARAMBULO,1,cusco
JORGE LUIS UGARTE BARRIONUEVO,0,cusco
HIDA BAUTISTA PARAVECINO,0,cusco
YESENIA CRUZ FARFAN,0,cusco
GIANINA A ANDY JIMENEZ,0,cusco
DAVID CHOQUEHUANCA PANTA,4,cusco
WALTER EGMIDIO SANCHEZ SANCHEZ,0,cusco
WALTER OSCAR BIZARRO FLORES,1,cusco
MAURO MAMANI SONCCO,0,cusco
WILLIAM ALAMA GARCIA,0,cusco
LIBIA CHAMPI NOA,0,cusco
HENRY GARCIA CCASA,1,cusco
OSWALDO TERRAZAS BENITO,1,cusco
EDER ROBLEDO GONZALES,2,cusco
RUTH JIBAJA SOTOMAYOR,2,cusco
DUNKER ARTURO ALVAREZ MEDINA,0,cusco
ELIZABETH FLORA VALDIVIA CABALLERO,0,cusco
DAVID LUCIANO CASTRO CACERES,0,cusco
PEDRO MIGUEL MENDOZA PAZ,5,cusco
ALEX CLEMENTE QUISPE RAMOS,0,cusco
JORGE SILVA REYES,1,cusco
CARLOS ALEJANDRO PERLA GARCIA,0,cusco
DAVID JOVE CHOQUE SONCCO,0,cusco
LIMBERTH LUCIO ROCA SURCO,0,cusco
DIANA CAROLINA ORTIZ JARAMILLO,0,cusco
JAIME HUAMAN PEREZ,9,cusco
CESAR TOMAYLLA AROSTEGUI,0,cusco
JORGE LUIS DEL CASTILLO NAZARIO,0,cusco
FRUCTUOSO CHINO MAMANI,0,cusco
FEDERICO HUAMAN TAPARA,0,cusco
ALBERTO PAREJA QUISPE,1,cusco
PEDRO FERNANDEZ BACA GUZMAN,0,cusco
BETYA CASTRO FLORES,0,cusco
ALEX JAVIER PINELLA MOCARRO,1,cusco
DAVID HUAMAN QUISPE,1,cusco
PERCY ANAHUE BERNA,0,cusco
JHENDELYD OFELIA PUMACAJIA CORNEJO,0,cusco
LUZ NADIA HUISA CUITO,0,cusco
JESUS EMILIO HERRERA SALAS,0,cusco
GRACIANO ROMERO SAYA,0,cusco
ALEJANDRO QUISPE QUISPE,5,cusco
MAXIMO JAVIER APARICIO ZAMBRANO,0,cusco
ANDRES LYNDOM AGUIRRE JALIRE,0,cusco
IVAN ESPIRILLA CHARA,0,cusco
CESAR AUGUSTO FLORES JARA,4,cusco
KENNETH GERARDO VIZCARDO TORRES,0,cusco
ARTURO FERNANDEZ ALBERCA,0,cusco
ELDEBRANDO CORDOVA BASILIO,0,cusco
NOEMI UGARTE CHINO,0,cusco
KARLO FRANCISCO GARCIA ANDRADE,0,cusco
CARLOS ENRIQUE CABRERA ANDRADE,0,cusco
JHON HIPOLITO FUENTES TORRES,0,cusco
JOSE EDUARDO HUANCACHOQUE USCA,0,cusco
WILMER SABA FLORES,0,cusco
EDGAR JAVIER ZEVALLOS GONZALES,5,cusco
JOSE LUIS CHIROQUE MARTINEZ,0,cusco
IRVIN ANDY CRUZ SIMBALA,0,cusco
LUCIMAR ENCALADA PULACHE,0,cusco
YESSENIA ISABEL MUNOZ RAMOS,0,cusco
KELVIN VANDRE NIN CASTILLA,0,cusco
ALFREDO ABARCA ANCORI,0,cusco
CLAUDIO RAMOS RUIZ,0,cusco
JUAN JULIO HUAMANI MUNOZ,1,cusco
EUSTAQUIO CHAMPI PINCHI,0,cusco
HELEN ZUNIGA CHOQUEHUANCA,0,cusco
JOSE ELAUTERIO ANASTACIO FLORES,0,cusco
WILVER CHAUPE CCAHUA,0,cusco
WILFREDO PUMA CHURAPA,0,cusco
ORLANDO PACHECO URQUIZO,0,cusco
ALCIDES AYBAR SANTOS,1,cusco
EMILIO DIAZ GALVEZ,2,cusco
JUAN RICARDO RUESTA CHANGMAN,0,cusco
RONALD SARMIENTO LUNA,1,cusco
JAVIER LITANO JUAREZ,0,cusco
AMNER ROLANDO OLIVERA ENRIQUEZ,2,cusco
JOSE HERNAN CCAHUACHIA HUILLCA,1,cusco
JOSE CHACCA CHACCA,0,cusco
MARIO COLQUE CCAHUANA,0,cusco
ADEMIR TORRES ZEFERINO,0,cusco
NELSON HUMBERTO MARQUEZ,0,cusco
BELTRAN ERAZO QUISPE,0,cusco
MICHAEL MAX HERRERA CHAMPI,0,cusco
PAUL ERWIN CASTRO ORTIZ,0,cusco
RONY GUERRERO VARGAS,1,cusco
KARINA QUISPE NINA,2,cusco
HEBER VALERIO CHAHUARA CHACCA,0,cusco
JUAN RAMON RIMACHI CCAMA,0,cusco
MARX LENIN STEVENSON PINTADO CALLE,0,cusco
LUIS ANTONIO FERIA ROSAS,0,cusco
POMPEYO ADRIAN PONCE CASTRO,0,cusco
MARLENY ARGANDONA GONZALES,0,cusco
FRANCISCO HUANCA SONCCO,3,cusco
FLOR DE MARIA RAMIREZ DE GUERRERO,9,cusco
MIGUEL ENRIQUE ANTONIO ROSAS QUINTERO,0,cusco
SONIA ALAVARO GUTIERREZ,0,cusco
JOSE MAURO PILLCO QUISPE,2,cusco
FERLI PALOMINO VILLENA,0,cusco
DAISY RAQUEL IBARRA FABRE,0,cusco
ELIZABET CORDOVA NUNEZ,5,cusco
DARWIN HILDEBRANDO ORIHUELA TRIPUL,0,cusco
LORENA BEATRIZ TUME SANCHEZ,0,cusco
PAUL IRWIN ORTIZ CASTRO,0,cusco
OMAR BAYLON SANCHEZ MORENO,0,cusco
EDWARD JUAREZ OLAYA,0,cusco
JOSE LUIS CHUQUIHUANGA YANAYACO,0,cusco
ARTURO SOL CORDOVA CORREA,2,cusco
MARCO ANTONIO CARRASCO CCOYURI,0,cusco
MARIBEL LIMASCCA RIVERA,0,cusco
LISBETH CAROLINA MAMANI GOMEZ,0,cusco
GUIDO MAMANI PADDO,0,cusco
DIANA MERCADO PACCO,0,cusco
CELIA SEQUEIROS HERRERA,0,cusco
TORIBIO SULLA ARREGUI,0,cusco
ERIKA NORAVITA COTRINA TIRADO,0,cusco
EVARISTO BERNARDO SOTO LUJAN,0,cusco
JHENNY MILAGROS REYES CELEDONIO,1,cusco
LUIS GALLO MINGUILLO,0,cusco
DANYS DAVID TORRES GARCIA,0,cusco
SALLY INGRID PEREZ AGUADA,0,cusco
MARCO ANTONIO CAVERO BACA,0,cusco
EFRAIN FLORES RODRIGUEZ,7,cusco
DOMINIQUE MARC LACROIX STROBBE,1,cusco
MAYRA ANGELA ACOSTA COHAILA,1,cusco
PEDRO CONDORI BALDARRAGO,0,cusco
LEOPOLDO CESPEDES YARLEQUE,0,cusco
YESBI LISSET REYES LIZANO,1,cusco
LUIS ALBERTO VALDEZ BECERRA,1,cusco
CARLOS PALIZA ORTEGA,1,cusco
ABRAHAN QUILLCA DELGADO,0,cusco
JEAN PATRICK FABIAN PINEDA,0,cusco
EDER HUMBERTO RENTERIA COLCA,0,cusco
CARLOS MOISES ALEJANDRO PERLA GARCIA,0,cusco
CESAR AUGUSTO ARZUBIALDE PALOMINO,1,cusco
CARLOS ALBERTO CORDERO DIAZ,2,cusco
LILIANA TEOFILA MINA HUILLCA,0,cusco
AMALIA AYDE ARAUJO MAMANI,0,cusco
MILTON ANTONIO PUMAJULCA BENITES,0,cusco
JOSE HENRY CRUZ OCHOA,0,cusco
JOSE WILFREDO HURTADO ALANYA,0,cusco
JAIME QUISPE CAHUANA,0,cusco
MAICOL NAE CHAVEZ MEJIA,2,cusco
EFRAIN CHARCA ESCALANTE,1,cusco
VIANNE ARNADO ELIAS,0,cusco
WILBER APAZA CHINO,0,cusco
CARLA ANGELICA SOTOMAYOR CHAPARRO,0,cusco
HEIDY BEGAZO BUSTINZA,0,cusco
GLISERIO ALFARO VALENCIA,0,cusco
VICTOR ALONSO CHACON FUENTES,0,cusco
ANDRES ROBERTO NINA MONTIEL,0,cusco
JOSE ORLANDO FERNANDEZ GARCIA,6,cusco
JISSELLE CASTILLO CASARIEGO,0,cusco
MARIBEL ALVARADO CHAPIAMA,0,cusco
ERLYS JIMENEZ JIMENEZ,0,cusco
KEVIN SLEITER CORDOVA ROMAN,0,cusco
RUT CELINA AYRAMPO NAVARRO,0,cusco
CRISTHEL LABRA VALENCIA,0,cusco
HUGO PENA NINO,3,cusco
LUCILA OLIVARES TORRES,0,cusco
ABELARDO PAUCCAR ROJAS,0,cusco
EDUARDO ANTONIO ARREATEGUI RUIZ,3,cusco
GLADYS ANTONIETA CASTRO DIAZ,0,cusco
EDITH GAMARRA GONZALES,2,cusco
JAIME MARTIN YAULI CHUCTAYA,0,cusco
VICENTE CALLO CONDORI,0,cusco
VICTOR CASTILLO VENTIMILLA,0,cusco
EDWIN JESUS PALOMINO SOTOMAYOR,0,cusco
YOLINTON CARPIO CALDERON,0,cusco
WILBER CCORIMANYA GUARDANAULA,0,cusco
JULIO LAZO ALVAREZ,2,cusco
YOEL RAYME VALENZUELA,0,cusco
YRENE FLORES VELASQUEZ,0,cusco
CELINA AUCCATINCO ZELADA,0,cusco
RICHARD LENIN CALDERON CALLA,0,cusco
CESAR WILFREDO CALERO VALDIVIEZO,0,cusco
MIRIAM GUTIERREZ PAUCAR,0,cusco
CRISTOBAL IVAN PANTA ECHE,0,cusco
VLADIMIR PAUL SIMON ECHEGARAY,2,cusco
SALOME GAMARRA BACA,0,cusco
FREDY CUTISACA PHOCCO,0,cusco
NIRIA FIESTAS CHAPILLIQUEN,0,cusco
JULIA LIZARASO CHARCA,0,cusco
JOSE ANTONIO CCAHUANA BECERRA,0,cusco
FANEL MESCCO PUMASUPA,0,cusco
HAYDEE URQUIZO QUISPE,1,cusco
OSCAR ALBERTO NAMUCHE RODRIGUEZ,1,cusco
BLANCA PATRICIA APOLO EYZAGUIRRE,0,cusco
YOVANA QUISPE JORGE,1,cusco
ERICK DAVILA BARBOZA,0,cusco
REYNERIO GARCIA CARRASCO,0,cusco
CARLOS ENRIQUE TUME AYALA,0,cusco
ROMULO VICTOR GARCIA LOAIZA,2,cusco
ROBERTO MONTEJO MUJICA,2,cusco
JORGE VARGAS FEBRES,0,cusco
NATALIA GUARDANAULA ATAUCHI,0,cusco
HECTOR MANUEL RODRIGUEZ MUNDACA,0,cusco
RICARDO BALCAZAR POZO,0,cusco
NESTOR DANIEL CORONADO ALEMAN,0,cusco
MIGUEL ALFREDO PEREZ BRAVO,3,cusco
MELISSA YOSSIA MELGAREJO CASAFRANCA,0,cusco
JUSTO HERNAN BACA SEVILLANOS,0,cusco
WILMER PRADO QUISPE,0,cusco
JUAN MANUEL PORRAS ESCOBEDO,0,cusco
CORNEJO MARVIN STIVEN VENTURA,0,cusco
PAUL CASTRO ORTIZ,2,cusco
JUAN ALMANZA QUISPE,0,cusco
JOSE EDUARDO TARACAYA MOLINA,0,cusco
SANTOS YUCA MEZA,0,cusco
MARX FLORENCIO RIOS TRONCOS,0,cusco
GONZALO MORENO ESTRADA,0,cusco
DIONICIO MANCCO HUAMAN,1,cusco
DANTE ASTETE CANAL,0,cusco
FREDY PETER CONTRERAS HUILLCARA,0,cusco
WILIAN CONDORAPA QUISPE,0,cusco
HAYVANJO DEYVERLEE ROSAS LAURA,0,cusco
JOSE LUIS YABAR ACURIO,0,cusco
OMAR ALEXIS PASAPERA BAUTISTA,0,cusco
CESAR AUGUSTO CHORRES GUERRA,0,cusco
RONALD GABRIEL CHUQUIMANTARI ROSALES,0,cusco
KELY VELARDE RAMIREZ,0,cusco
FLORA LABRA CHOQUEPUA,0,cusco
HEIDY SOSA PANTA,0,cusco
MANUEL LUNA CORONADO,0,cusco
LUIS FERNANDO CASTRO ALAMO,0,cusco
LUIS RICARDO LLACSAHUANGA TIMOTEO,0,cusco
CLAUDIA AIDA MIDOLO ARREDONDO,1,cusco
MARIELA JURURO QUISPE,0,cusco
VALERIO FRANCISCO MARRON LAROTA,0,cusco
ALEJANDRO VASQUEZ ALVAREZ,6,cusco
LUIS ROLANDO CAMPOS PALOMINO,0,cusco
ALFREDO LUNA DELGADO,1,cusco
FABIAN CARRILLO CHIROQUE,0,cusco
JULIO CESAR ZAVALETA CHARCA,0,cusco
MACO ANTONIO ESCOBAR ROSAS,0,cusco
ROGER SALCEDO DOMINGUEZ,0,cusco
EDITH KETTY BALSA QUISPE,0,cusco
JOSE SEBASTIAN ESPEJO HUAMAN,0,cusco
JESSICA FLORES CONDORI,1,cusco
FIORELLA VIKEISY MENDOZA GINCHO,0,cusco
YURI VLADIMIR NIEVES NUNONCCA,0,cusco
YERSON REYSON CENTENO VILLENA,0,cusco
LUZ MARINA FRIAS GUAYLUPO,1,cusco
TATY MORI MANUYAMA,0,cusco
VICTOR FELICIANO QUINTANILLA CALLANAUPA,0,cusco
MITCHEL JOSE ESPINOZA CAYAMARCA,1,cusco
MELQUIADES PACCHA MIRANO,1,cusco
AURA NATALIA CANTERO LOAIZA,0,cusco
ROSALIA VANESA GARCIA OCHOA,0,cusco
NELSON LOAIZA SUAREZ,0,cusco
COSME GUTIERREZ HUANAHUI,0,cusco
NELY REYES CAMANI,0,cusco
PERCY CALERO PINTA,0,cusco
CARLOS ALBERTO DAVILA AGUILA,8,cusco
ANTONY CONDORI TAPIA,0,cusco
BEATRIZ RODRIGUEZ YEPEZ,0,cusco
VICTOR ALBERTO MALDONADO CARPIO,0,cusco
NAYDA DUENAS ALARCON,0,cusco
ROSSEMARY TITO CHALLCO,0,cusco
WILBERT HUAMAN ESPINOZA,2,cusco
JULIO CESAR RIOS PFOCCOHUANCA,0,cusco
HEBER NANDER ENRIQUEZ ALTAMIRANO,3,cusco
EGDAR WILLY COLAN CASTRO,4,cusco
ROMULO VICTOR GARCIA GARCIA,7,cusco
CARLA VILLALTA CIENFUEGOS,0,cusco
MARIA AVILES SANCHEZ,0,cusco
MARIO JUCHARO LAYME,0,cusco
JUAN YAULI SAICO,0,cusco
HECTOR ALBERTO SANDOVAL MORE,3,cusco
YIMI PONCE RIMACHI,0,cusco
ELIAS ROMERO MAYHUA,3,cusco
JESUS RAMOS ROA,0,cusco
UBALDO HUATAY DAVILA,0,cusco
INGRID VANESSA SILVA SOSA,0,cusco
SANTOS NINA NINA,5,cusco
ELINA ROSMERY CORREA MERINO,0,cusco
JUAN MORALES RIVAS,3,cusco
HUGO VALENTIN PENA NINO,0,cusco
GENARO HUILLCANINA PAUCARMAITA,0,cusco
JHON ALLER AUCCACUSI,0,cusco
RAUL OTERO ARRUNATEGUI,1,cusco
LIZBET ZAPATA CRUZ,1,cusco
IVONNE GISELL ESTRADA ZEA,0,cusco
JHOEL CARLOS SALAS HUALLAP,0,cusco
DOLORES ARONI DA SILVA,0,cusco
LEONARDO OLARTE ALEGRIA,0,cusco
ANTHONY STEVE VEGA PEREZ,0,cusco
ARMANDINA PONGO MINGA,1,cusco
CASAR RODRIGUEZ LIRA,0,cusco
ANTONIO EDUARDO ALVARADO CARDENAS,0,cusco
HENRRY JORGE LICONA CHACMANI,0,cusco
ZENON VILLACORTA MAYTANO,0,cusco
NUNEZ ALMA ROSA PASAPERA,0,cusco
HENRRY IVAN UMBO CARHUAPOMA,0,cusco
LUIS ALBERTO LUNA LOAIZA,0,cusco
ALEJANDRO TANTALLA OCHOA,0,cusco
LORIHAN SANTOS ESCALANTE,0,cusco
JUAN ADRIAN SEVILLANO VELA,0,cusco
RUBEN QUISPE SANCHEZ,5,cusco
MARCO CHUQUIMACO LIPA,0,cusco
WILIAN PFURO VETANCUR,0,cusco
JAKELINE RAMIREZ CASTRO,0,cusco
HECTOR ZAMORA CCENTE,0,cusco
ALBINO GOMEZ PRADO,0,cusco
ETNA CINTHIA ESQUIVEL PAUCAR,0,cusco
PIO CCOLQQUE CHUCO,0,cusco
CESAR AURELIO PANTA TUME,0,cusco
GRACIELA ANDREA LAVALLE BENDEZU,0,cusco
CARLOS IVAN QUIROZ PEREZ,3,cusco
WASHINGTON AYMA COILA,0,cusco
NILDA CONDE CJUIRO,0,cusco
SANDRA WARTON BERNIDO,0,cusco
FABIANA RIMACHI CALLAPINA,0,cusco
SHANE MARCELINO MACHACA CALSIN,0,cusco
KARENNY VILCHEZ BASUALDO,0,cusco
MILUSKA ELORRIETA CARBAJAL,0,cusco
EDWIN TINCO CUITAR,0,cusco
RONAL TORRES HUILLCA,0,cusco
JULIO CESAR RIOS FLORES,9,cusco
LEYTHER JHON TALLEDO JIBAJA,0,cusco
NELSON MELENDRES CARRILLO,0,cusco
WILLIAM DAVILA VEGA,2,cusco
MILAGROS DEL SOCORRO VALLE HIDALGO,0,cusco
JHIN EDSON LOAIZA VELARDE,0,cusco
JHIN EDSON LOAYZA VELARDE,0,cusco
GENARO JORGE NONAKA REYNA,0,cusco
ROBERTO CARLOS ZEVALLOS TAPIA,0,cusco
FELIPE VILA CONDORI,2,cusco
JOSE ANTONIO CARRASCO MASCARO,0,cusco
JOSE YONATAN HUAMAN VARGAS,0,cusco
JONATAN GABRIEL JUAREZ CALLE,0,cusco
MARCO ANTONIO PALACIOS GUTIERREZ,1,cusco
MERCEDES MILAGRO CHUNGA MICHILOT,0,cusco
JONY OSWALDO GOMEZ RAMIREZ,0,cusco
EDGAR GIL ZEVALLOS,3,cusco
EDWIN DUENAS PINTO,1,cusco
DELIA HUAICHO FUENTES,0,cusco
VANESSA IVON PANTA CRUZ,0,cusco
JIBSON GALLY LANDACAY CAMPOVERDE,0,cusco
CARMEN MERY PEREZ BEZADA,0,cusco
MARTHA CHOQUEHUANCA CHUQUITAPA,0,cusco
DELIA DANNYTZA QUISPE LEZAMA,0,cusco
AMANCIE HUAMANI PINTO,0,cusco
JOSE RICARDO RIOS VELASQUEZ,3,cusco
JOSE RICARDO RODRIGUEZ CHUMBE,0,cusco
RENE RICHARD MAMANI MARON,0,cusco
HEBER DARWIN GUTIERREZ VALLEJO,0,cusco
NOLBERTO CASTILLO QUISPE,0,cusco
PERCI GAMARRA CANAVAL,1,cusco
DAVID CASTRO SALAZAR,5,cusco
CLEVERTH PINEDO VARGAS,1,cusco
AMERICO PERCCA CCOAQUIRA,0,cusco
RAUL CAMIZAN ANCAJIMA,0,cusco
RAUL MARVIN MAMANI MORALES,0,cusco
WILLIAM JESUS FREYRE NUNJAR,0,cusco
PAULO CESAR QUISPE CHOQQUE,0,cusco
ANGIE DESSIRE MAYANGA PINEDO,0,cusco
FRAWK ROGER LIVIA CHAVEZ,0,cusco
JESUS MANUEL CHAVEZ GARCIA,7,cusco
PEDRO JOSE GUERRERO MERINO,1,cusco
GUILLERMO BERNAL HUERTAS,0,cusco
JORGE GUILLERMO RUELAS MOSCOSO,0,cusco
JULIO GUERRERO VALENCIA,0,cusco
YENY CHOQUEMAQUE MAMANI,0,cusco
JULIO MARTIN CACERES NUNEZ,0,cusco
JOSE SANTIAGO CASTILLO ESQUINARILA,0,cusco
ALEX CANAHUIRE CHOQUEPATA,1,cusco
PABLO ERNESTO BANCAYAN CHUNGA,0,cusco
RONALD DEL CASTILLO MAYORGA,0,cusco
ESTEBAN IMAN ANCAJIMA,0,cusco
WILLIAN BUSTAMANTE DIAZ,0,cusco
DANIEL ANTONIO VELASQUEZ QUINTANA,1,cusco
EVELYN FIORELLA OLAYA ALVARADO,0,cusco
JAIME ENRIQUE SOLANO CASTILLO,1,cusco
JULIO C FLOREZ PALOMINO,0,cusco
CESAR MANUEL CARDENAS MAMANI,3,cusco
IVAN EDUARDO BENITES AYOSA,0,cusco
JHONY ROBERT DE LA CRUZ OLIVO,0,cusco
FERNANDO ENRIQUE DEL RIO COTRINA,0,cusco
EDGAR QUISPE CHUYACAMA,0,cusco
JAIME CRUZ JULIAN,3,cusco
RUBEN ALBERTO BUSTOS RAMOS,0,cusco
MANUEL DE LA CRUZ QUIROZ,5,cusco
OLGA GISELA CASTRO MONCADA,0,cusco
MARIA DEL ROSARIO FLORES CHAVEZ,5,cusco
JULIAN DOMINGUEZ MENDOZA,1,cusco
ARMANDO BORDA PUMA,0,cusco
HENRY CAHUANA CONDORI,1,cusco
ELISEO ESPINOZA BECERRA,0,cusco
SANDER SAUL SAAVEDRA SANTA CRUZ,1,cusco
ESLI IVAN CALLE LESCANO,0,cusco
WILLIAM CHUQUIPOMA VASQUEZ,0,cusco
DANNY PACHECO TORRES,1,cusco
EFRAIN CALDERON MERCADO,0,cusco
FABIO CCAHUANA MADUENO,0,cusco
YOLY EDITH LUDENA ZEVALLOS,0,cusco
PAULO CESAR MEJIA PEREZ,0,cusco
CARLOS ALBERTO SALAZAR RAMOS,1,cusco
MIGUEL ANGEL MEDINA ALVAN,0,cusco
MAYCO LENIN OLIVERA MEDRANO,0,cusco
ALEXANDER MARILLO NUNEZ,3,cusco
JUAN MANUEL VERA DELGADO,1,cusco
FREDY VELAZCO SANCHEZ,0,cusco
JORGE WASHINGTON TORRES GOMEZ,0,cusco
RUTH ANGELICA OLIVA PENA,0,cusco
ELDA LILIANA LUJAN CASTILLO,0,cusco
MATEO QUISPE CHAVEZ,1,cusco
LUIS ADRIAN LOPEZ CHAMBI,2,cusco
TITO PEDRAZA CHICHE,0,cusco
RONY JUAN TOCRA HUAMANI,0,cusco
ATILIO GUILLERMO ROJAS MARINEZ,0,cusco
JOSE ANTONIO HUAMANI ILLANES,0,cusco
CRISTHIAN YUPANQUI MOSCOSO,0,cusco
EUSTERGIO PALOMINO CABEZAS,1,cusco
MAEDA RUT CONTRERAS BACA,0,cusco
ROMMEL EDUARDO CALDERON RODRIGUEZ,0,cusco
EDGAR ALEJANDRO PAREDES SILVA,3,cusco
BETSY MADELEINE CHIRINOS ZUNIGA,0,cusco
EDISON LOAYZA HUAMAN,1,cusco
RONALD LOAIZA ZARATE,0,cusco
ALEXIS CHACON HUAMAN,0,cusco
FREDDY E VILLAGARAY VIGIL,0,cusco
LINO PRISCILIANO FLORES PACHECO,0,cusco
ALFREDO HUAMAN USCAMAYTA,0,cusco
LARRY JESUS CHOQUE CAMPOS,0,cusco
