región,tipodeservicio,ndeinforme,entidad,títulodelinforme,evento,operativo,npersonasconpresuntarespons,tipoderesponsabilidad,fechaemisión,fechaconclusión,fechapublicación,informe,ficharesumen
LORETO,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,050-2020-2-5345,GOBIERNO REGIONAL LORETO,CONTRATACIÓN DIRECTA N° 005-2020-GRL-DRSL/30.01 PROCESO DE CONTRATACIÓN DE MASCARILLAS N95 EN EL MARCO DE LA DECLARATORIA DE EMERGENCIA SANITARIA COVID19,EMERGENCIA SANITARIA - COVID 19,SIN OPERATIVO ASOCIADO,2,PENAL ADMINISTRATIVO ENTIDAD,15/12/2020,15/12/2020,04/02/2021,https://s3.amazonaws.com/spic-informes-publicados/informes/2021/02/2021CPO534500001_ADJUNTO.pdf 2021CPO534500001,https://s3.amazonaws.com/spic-informes-publicados/resumen/2021/02/2021CPO534500001.pdf
LORETO,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,056-2020-2-5345,GOBIERNO REGIONAL LORETO,"EJECUCIÓN DE PROYECTOS DE INVERSIÓN EN LA MODALIDAD DE NÚCLEOS EJECUTORES EN LAS COMUNIDADES NATIVAS DE NUEVO ANDOAS, ALIANZA TOPAL Y PAÑAYACU, DISTRITO DE ANDOAS,PROVINCIA DE DATÉM DEL MARAÑÓN,LORETO",NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,2,CIVIL ADMINISTRATIVO ENTIDAD,30/12/2020,30/12/2020,04/02/2021,https://s3.amazonaws.com/spic-informes-publicados/informes/2021/02/2021CPO534500002_ADJUNTO.pdf 2021CPO534500002,https://s3.amazonaws.com/spic-informes-publicados/resumen/2021/02/2021CPO534500002.pdf
LORETO,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,049-2020-2-5345,GOBIERNO REGIONAL LORETO,CONTRATACIÓN DIRECTA N° 014-2020-GRL-DRSL/30.01-1 CONTRATACIÓN DE BALONES DE OXÍGENO PARA EL HOSPITAL REGIONAL DE LORETO EN EL MARCO DE LA EMERGENCIA SANITARIA POR LA COVID19,EMERGENCIA SANITARIA - COVID 19,SIN OPERATIVO ASOCIADO,2,PENAL ADMINISTRATIVO ENTIDAD,15/12/2020,15/12/2020,04/02/2021,https://s3.amazonaws.com/spic-informes-publicados/informes/2021/02/2021CPO534500003_ADJUNTO.pdf 2021CPO534500003,https://s3.amazonaws.com/spic-informes-publicados/resumen/2021/02/2021CPO534500003.pdf
PUNO,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,056-2020-2-5350,GOBIERNO REGIONAL PUNO,Designación y aceptación de ciudadanos en cargos públicos aprobados y normados por la entidad,NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,6,PENAL ADMINISTRATIVO ENTIDAD,31/12/2020,31/12/2020,04/02/2021,https://s3.amazonaws.com/spic-informes-publicados/informes/2021/02/2021CPO535000005_ADJUNTO.pdf 2021CPO535000005,https://s3.amazonaws.com/spic-informes-publicados/resumen/2021/02/2021CPO535000005.pdf
PUNO,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,057-2020-2-5350,GOBIERNO REGIONAL PUNO,Designación y aceptación de ciudadanos en cargos de gerencias regionales aprobados y normados por la entidad,NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,8,PENAL ADMINISTRATIVO ENTIDAD,31/12/2020,31/12/2020,04/02/2021,https://s3.amazonaws.com/spic-informes-publicados/informes/2021/02/2021CPO535000006_ADJUNTO.pdf 2021CPO535000006,https://s3.amazonaws.com/spic-informes-publicados/resumen/2021/02/2021CPO535000006.pdf
PUNO,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,055-2020-2-5350,GOBIERNO REGIONAL PUNO,Jefes regionales designados no cumplen con el perfil del puesto establecido en los documentos de gestión aprobados por la entidad,NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,6,PENAL ADMINISTRATIVO ENTIDAD,31/12/2020,31/12/2020,04/02/2021,https://s3.amazonaws.com/spic-informes-publicados/informes/2021/02/2021CPO535000007_ADJUNTO.pdf 2021CPO535000007,https://s3.amazonaws.com/spic-informes-publicados/resumen/2021/02/2021CPO535000007.pdf
PUNO,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,058-2020-2-5350,GOBIERNO REGIONAL PUNO,"Ciudadanos designados en cargos directivos, sin cumplir con el perfil del puesto establecido en los documentos de gestión aprobados por la entidad",NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,5,PENAL ADMINISTRATIVO ENTIDAD,31/12/2020,31/12/2020,04/02/2021,https://s3.amazonaws.com/spic-informes-publicados/informes/2021/02/2021CPO535000008_ADJUNTO.pdf 2021CPO535000008,https://s3.amazonaws.com/spic-informes-publicados/resumen/2021/02/2021CPO535000008.pdf
UCAYALI,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,020-2020-2-5575,MUNICIPALIDAD DISTRITAL DE MANANTAY,"OTORGAMIENTO IRREGULAR DE CERTIFICADOS DE INSPECCIÓN TÉCNICA DE SEGURIDAD EN EDIFICACIONES (ITSE) EN LA MUNICIPALIDAD DISTRITAL DE MANANTAY, PERIODO JUNIO-DICIEMBRE DE 2018",NO SE ASOCIA A NINGÚN EVENTO,MEGAOPERATIVO REGIONAL DE CONTROL UCAYALI,2,PENAL ADMINISTRATIVO ENTIDAD,18/11/2020,25/11/2020,12/02/2021,https://s3.amazonaws.com/spic-informes-publicados/informes/2021/02/2021CPO557500002_ADJUNTO.pdf 2021CPO557500002,https://s3.amazonaws.com/spic-informes-publicados/resumen/2021/02/2021CPO557500002.pdf
CAJAMARCA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,012-2020-2-5684,ORGANISMO DE EVALUACIÓN Y FISCALIZACIÓN AMBIENTAL,SUPERVISIÓN EN MATERIA DE HIDROCARBUROS A CARGO DE LA OFICINA DESCONCENTRADA DE CAJAMARCA,"ESTRATEGIA DE CONTROL A ENTIDADES QUE EJECUTAN SUPERVISIÓN, REGULACIÓN Y FISCALIZACIÓN",MEGAOPERATIVO REGIONAL DE CONTROL CAJAMARCA,3,ADMINISTRATIVO ENTIDAD,17/12/2020,30/10/2020,17/02/2021,https://s3.amazonaws.com/spic-informes-publicados/informes/2021/02/2021CPO568400001_ADJUNTO.pdf 2021CPO568400001,https://s3.amazonaws.com/spic-informes-publicados/resumen/2021/02/2021CPO568400001.pdf
LIMA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,015-2020-2-5684,ORGANISMO DE EVALUACIÓN Y FISCALIZACIÓN AMBIENTAL,SUPERVISIONES ESPECIALES EFECTUADAS EN ATENCIÓN A EMERGENCIAS AMBIENTALES OCURRIDAS EL 10 DE JULIO Y 21 DE DICIEMBRE DE 2019 EN UNIDAD MINERA,"ESTRATEGIA DE CONTROL A ENTIDADES QUE EJECUTAN SUPERVISIÓN, REGULACIÓN Y FISCALIZACIÓN",SIN OPERATIVO ASOCIADO,15,ADMINISTRATIVO ENTIDAD,29/12/2020,30/12/2020,09/02/2021,https://s3.amazonaws.com/spic-informes-publicados/informes/2021/02/2021CPO568400003_ADJUNTO.pdf 2021CPO568400003,https://s3.amazonaws.com/spic-informes-publicados/resumen/2021/02/2021CPO568400003.pdf
AYACUCHO,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,001-2021-2-5997,PROGRAMA REGIONAL DE IRRIGACIÓN Y DESARROLLO RURAL INTEGRADO,"Adquisición de cemento portland tipo I, por subasta inversa electrónica n.° 007-2019-GRA-PRIDER-1 para la ejecución de la obra: Mejoramiento del servicio de agua en el sistema de riego canal cachi Huanta, distrito de Huanta, provincia de Huanta - Ayacucho",NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,3,PENAL ADMINISTRATIVO ENTIDAD,26/01/2021,27/01/2021,08/02/2021,https://s3.amazonaws.com/spic-informes-publicados/informes/2021/02/2021CPO599700002_ADJUNTO.pdf 2021CPO599700002,https://s3.amazonaws.com/spic-informes-publicados/resumen/2021/02/2021CPO599700002.pdf
LORETO,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,001-2021-2-6208,MUNICIPALIDAD PROVINCIAL DE PUTUMAYO,"GASTOS CORRIENTES PAGADOS CON PRESUPUESTO DE UN PROYECTO DE INVERSIÓN PÚBLICA POR EL IMPORTE DE S/123 886,00",NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,5,PENAL ADMINISTRATIVO ENTIDAD,18/01/2021,28/01/2021,08/02/2021,https://s3.amazonaws.com/spic-informes-publicados/informes/2021/02/2021CPO620800001_ADJUNTO.pdf 2021CPO620800001,https://s3.amazonaws.com/spic-informes-publicados/resumen/2021/02/2021CPO620800001.pdf
TACNA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,026-2020-2-9040,REGION - TACNA HOSPITAL DE APOYO HIPÓLITO UNANUE,PAGOS POR SERVICIOS DE MANTENIMIENTO PREVENTIVO A EQUIPOS BIOMÉDICOS,NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,6,PENAL ADMINISTRATIVO ENTIDAD,30/12/2020,30/12/2020,10/02/2021,https://s3.amazonaws.com/spic-informes-publicados/informes/2021/02/2021CPO904000001_ADJUNTO.pdf 2021CPO904000001,https://s3.amazonaws.com/spic-informes-publicados/resumen/2021/02/2021CPO904000001.pdf
TACNA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,10185-2020-CG/ECOFI-SCE,SOCIEDAD DE BENEFICENCIA PÚBLICA DE TACNA,Omisión a la presentación de la Información Financiera y Presupuestaria a la Dirección General de Contabilidad Pública del Ministerio de Economía y Finanzas para la elaboración de la Cuenta General de la República del ejercicio 2019,NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,3,ADMINISTRATIVO ENTIDAD,11/12/2020,28/12/2020,04/02/2021,https://s3.amazonaws.com/spic-informes-publicados/informes/2021/02/2021CPOL32000004_ADJUNTO.pdf 2021CPOL32000004,https://s3.amazonaws.com/spic-informes-publicados/resumen/2021/02/2021CPOL32000004.pdf
ANCASH,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,10174-2020-CG/ECOFI-SCE,SOCIEDAD DE BENEFICENCIA PÚBLICA DE CHIMBOTE,Omisión a la presentación de la Información Financiera y Presupuestaria a la Dirección General de Contabilidad Pública del Ministerio de Economía y Finanzas para la elaboración de la Cuenta General de la República del ejercicio 2019,NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,3,ADMINISTRATIVO ENTIDAD,11/12/2020,28/12/2020,08/02/2021,https://s3.amazonaws.com/spic-informes-publicados/informes/2021/02/2021CPOL32000005_ADJUNTO.pdf 2021CPOL32000005,https://s3.amazonaws.com/spic-informes-publicados/resumen/2021/02/2021CPOL32000005.pdf
LIMA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,10168-2020-CG/ECOFI-SCE,SOCIEDAD DE BENEFICENCIA PUBLICA DE MATUCANA,Omisión a la presentación de la Información Financiera y Presupuestaria a la Dirección General de Contabilidad Pública del Ministerio de Economía y Finanzas para la elaboración de la Cuenta General de la República del ejercicio 2019,NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,2,ADMINISTRATIVO ENTIDAD,11/12/2020,28/12/2020,01/02/2021,https://s3.amazonaws.com/spic-informes-publicados/informes/2021/02/2021CPOL32000006_ADJUNTO.pdf 2021CPOL32000006,https://s3.amazonaws.com/spic-informes-publicados/resumen/2021/02/2021CPOL32000006.pdf
CAJAMARCA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,10173-2020-CG/ECOFI-SCE,SOCIEDAD DE BENEFICENCIA PÚBLICA DE CAJAMARCA,Omisión a la presentación de la Información Financiera y Presupuestaria a la Dirección General de Contabilidad Pública del Ministerio de Economía y Finanzas para la Elaboración de la Cuenta General de la República del Ejercicio 2019,NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,4,ADMINISTRATIVO ENTIDAD,11/12/2020,28/12/2020,08/02/2021,https://s3.amazonaws.com/spic-informes-publicados/informes/2021/02/2021CPOL32000007_ADJUNTO.pdf 2021CPOL32000007,https://s3.amazonaws.com/spic-informes-publicados/resumen/2021/02/2021CPOL32000007.pdf
ICA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,10172-2020-CG/ECOFI-SCE,SOCIEDAD BENEFICENCIA PUBLICA DE CHINCHA,Omisión a la presentación de la Información Financiera y Presupuestaria a la Dirección General de Contabilidad Pública del Ministerio de Economía y Finanzas para la Elaboración de la Cuenta General de la República del Ejercicio 2019,NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,3,ADMINISTRATIVO ENTIDAD,11/12/2020,28/12/2020,05/02/2021,https://s3.amazonaws.com/spic-informes-publicados/informes/2021/02/2021CPOL32000011_ADJUNTO.pdf 2021CPOL32000011,https://s3.amazonaws.com/spic-informes-publicados/resumen/2021/02/2021CPOL32000011.pdf
PUNO,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,10178-2020-CG/ECOFI-SCE,SOCIEDAD DE BENEFICENCIA PUBLICA DE PUNO,Omisión a la presentación de la Información Financiera y Presupuestaria a la Dirección General de Contabilidad Pública del Ministerio de Economía y Finanzas para la elaboración de la Cuenta General de la República del ejercicio 2019,NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,4,ADMINISTRATIVO ENTIDAD,11/12/2020,28/12/2020,04/02/2021,https://s3.amazonaws.com/spic-informes-publicados/informes/2021/02/2021CPOL32000070_ADJUNTO.pdf 2021CPOL32000070,https://s3.amazonaws.com/spic-informes-publicados/resumen/2021/02/2021CPOL32000070.pdf
CUSCO,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,10186-2020-CG/ECOFI-SCE,SOCIEDAD DE BENEFICENCIA DEL CUSCO,Omisión a la presentación de la Información Financiera y Presupuestaria a la Dirección General de Contabilidad Pública del Ministerio de Economía y Finanzas para la elaboración de la Cuenta General de la República del ejercicio 2019,NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,1,ADMINISTRATIVO ENTIDAD,11/12/2020,29/12/2020,04/02/2021,https://s3.amazonaws.com/spic-informes-publicados/informes/2021/02/2021CPOL32000072_ADJUNTO.pdf 2021CPOL32000072,https://s3.amazonaws.com/spic-informes-publicados/resumen/2021/02/2021CPOL32000072.pdf
PUNO,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,10167-2020-CG/ECOFI-SCE,SOCIEDAD DE BENEFICENCIA PUBLICA DE SAN ROMAN-JULIACA,Omisión a la presentación de la Información Financiera y Presupuestaria a la Dirección General de Contabilidad Pública del Ministerio de Economía y Finanzas para la elaboración de la Cuenta General de la República del ejercicio 2019,NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,4,ADMINISTRATIVO ENTIDAD,11/12/2020,28/12/2020,04/02/2021,https://s3.amazonaws.com/spic-informes-publicados/informes/2021/02/2021CPOL32000079_ADJUNTO.pdf 2021CPOL32000079,https://s3.amazonaws.com/spic-informes-publicados/resumen/2021/02/2021CPOL32000079.pdf
PIURA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,9844-2020-CG/GRPI-SCE,GOBIERNO REGIONAL PIURA,"Informe de Control Específico a la Ejecución de la Obra ""Mejoramiento del Servicio de Transitabilidad Vehicular y Peatonal en los Sectores 6 y 7 del A.H. Santa Rosa, Distrito Veintiséis de Octubre, Provincia y Departamento de Piura""",NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,11,PENAL ADMINISTRATIVO ENTIDAD,13/11/2020,10/12/2020,24/02/2021,https://s3.amazonaws.com/spic-informes-publicados/informes/2021/02/2021CPOL42000017_ADJUNTO.pdf 2021CPOL42000017,https://s3.amazonaws.com/spic-informes-publicados/resumen/2021/02/2021CPOL42000017.pdf
ANCASH,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,10043-2020-CG/GRAN-SCE,MUNICIPALIDAD PROVINCIAL DE CARHUAZ,"""Ejecución y recepción de la obra: Renovación de mangueras de agua en el (la) riego tecnificado en la localidad de Llanllapu, distrito de Carhuaz, provincia de Carhuaz - Áncash""",NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,3,PENAL ADMINISTRATIVO ENTIDAD,04/12/2020,04/12/2020,10/02/2021,https://s3.amazonaws.com/spic-informes-publicados/informes/2021/02/2021CPOL42500054_ADJUNTO.pdf 2021CPOL42500054,https://s3.amazonaws.com/spic-informes-publicados/resumen/2021/02/2021CPOL42500054.pdf
ANCASH,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,10405-2020-CG/GRAN-SCE,MUNICIPALIDAD PROVINCIAL DE PALLASCA,"""Ejecución de la partida relleno con material propio compactado de la obra: Mejoramiento de los servicios de transitabilidad vehicular en la subida al cementerio de la ciudad de Cabana, distrito de Cabana, provincia de Pallasca - Áncash""",RECONSTRUCCIÓN CON CAMBIOS,MEGAOPERATIVO REGIONAL DE CONTROL ANCASH,1,CIVIL ADMINISTRATIVO ENTIDAD,28/12/2020,28/12/2020,12/02/2021,https://s3.amazonaws.com/spic-informes-publicados/informes/2021/02/2021CPOL42500055_ADJUNTO.pdf 2021CPOL42500055,https://s3.amazonaws.com/spic-informes-publicados/resumen/2021/02/2021CPOL42500055.pdf
ANCASH,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,10260-2020-CG/GRAN-SCE,UNIDAD DE GESTIÓN EDUCATIVA LOCAL CASMA - UGEL CASMA,"""PAGO POR DEVENGADOS E INCENTIVOS LABORALES AL PERSONAL ADMINISTRATIVO DE LA UNIDAD DE GESTIÓN EDUCATIVA LOCAL CASMA""",NO SE ASOCIA A NINGÚN EVENTO,MEGAOPERATIVO REGIONAL DE CONTROL ANCASH,12,PENAL ADMINISTRATIVO ENTIDAD,18/12/2020,18/12/2020,09/02/2021,https://s3.amazonaws.com/spic-informes-publicados/informes/2021/02/2021CPOL42500056_ADJUNTO.pdf 2021CPOL42500056,https://s3.amazonaws.com/spic-informes-publicados/resumen/2021/02/2021CPOL42500056.pdf
ANCASH,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,10281-2020-CG/GRAN-SCE,UNIDAD DE GESTIÓN EDUCATIVA LOCAL CARHUAZ - ANCASH - UGEL CARHUAZ,"""Desembolso de fondos públicos por concepto de incentivo único al personal administrativo de la sede de la UGEL Carhuaz""",NO SE ASOCIA A NINGÚN EVENTO,MEGAOPERATIVO REGIONAL DE CONTROL ANCASH,12,PENAL ADMINISTRATIVO ENTIDAD,18/12/2020,18/12/2020,10/02/2021,https://s3.amazonaws.com/spic-informes-publicados/informes/2021/02/2021CPOL42500057_ADJUNTO.pdf 2021CPOL42500057,https://s3.amazonaws.com/spic-informes-publicados/resumen/2021/02/2021CPOL42500057.pdf
ANCASH,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,10549-2020-CG/GRAN-SCE,MUNICIPALIDAD DISTRITAL DE LUCMA-MARISCAL LUZURIAGA,"""CONTRATACIÓN DE CONSULTORÍA DE SUPERVISIÓN DE LA OBRA: REHABILITACIÓN DE TRAMO I -1713 - PUENTE GALLAN RAJRA DESDE CP POCHGOS HASTA CP CARHUA CASHA - DISTRITO DE LUCMA - MARISCAL LUZURIAGA - ÁNCASH""",RECONSTRUCCIÓN CON CAMBIOS,MEGAOPERATIVO REGIONAL DE CONTROL ANCASH,3,PENAL ADMINISTRATIVO ENTIDAD,30/12/2020,30/12/2020,10/02/2021,https://s3.amazonaws.com/spic-informes-publicados/informes/2021/02/2021CPOL42500058_ADJUNTO.pdf 2021CPOL42500058,https://s3.amazonaws.com/spic-informes-publicados/resumen/2021/02/2021CPOL42500058.pdf
ANCASH,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,10550-2020-CG/GRAN-SCE,UNIDAD DE GESTIÓN EDUCATIVA LOCAL RECUAY - UGEL RECUAY,Otorgamiento de incentivos laborales al personal administrativo de la sede periodo 2019,NO SE ASOCIA A NINGÚN EVENTO,MEGAOPERATIVO REGIONAL DE CONTROL ANCASH,17,PENAL ADMINISTRATIVO ENTIDAD,30/12/2020,30/12/2020,10/02/2021,https://s3.amazonaws.com/spic-informes-publicados/informes/2021/02/2021CPOL42500059_ADJUNTO.pdf 2021CPOL42500059,https://s3.amazonaws.com/spic-informes-publicados/resumen/2021/02/2021CPOL42500059.pdf
ANCASH,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,10253-2020-CG/GRAN-SCE,MUNICIPALIDAD DISTRITAL DE COISHCO,"Ejecución contractual de la obra: Reparación de vías urbanas en la localidad de Coishco, distrito de Coishco, provincia Santa, departamento Áncash, con la finalidad: Reparación de emp. Pe-1n-km=449+490=Planta de tratamiento - Zona Huamanchacate",RECONSTRUCCIÓN CON CAMBIOS,MEGAOPERATIVO REGIONAL DE CONTROL ANCASH,2,PENAL ADMINISTRATIVO ENTIDAD,17/12/2020,18/12/2020,24/02/2021,https://s3.amazonaws.com/spic-informes-publicados/informes/2021/02/2021CPOL42500065_ADJUNTO.pdf 2021CPOL42500065,https://s3.amazonaws.com/spic-informes-publicados/resumen/2021/02/2021CPOL42500065.pdf
LAMBAYEQUE,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,10553-2020-CG/GRLA-SCE,GOBIERNO REGIONAL LAMBAYEQUE,"Donación de 542 sacos de harina de pescado, valorizado en un total de S/ 101 435,30 al Gobierno Regional de Lambayeque por la Sunat.",NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,3,ADMINISTRATIVO ENTIDAD,30/12/2020,12/02/2021,23/02/2021,https://s3.amazonaws.com/spic-informes-publicados/informes/2021/02/2021CPOL43000028_ADJUNTO.pdf 2021CPOL43000028,https://s3.amazonaws.com/spic-informes-publicados/resumen/2021/02/2021CPOL43000028.pdf
CAJAMARCA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,10112-2020-CG/GRCA-SCE,MUNICIPALIDAD PROVINCIAL DE CONTUMAZA,"""PROCEDIMIENTO DE SELECCIÓN Y SUSCRIPCIÓN DE CONTRATO PARA LA EJECUCIÓN DE LA OBRA: CREACIÓN DEL SISTEMA DE AGUA POTABLE Y SANEAMIENTO BÁSICO RURAL EN EL CASERÍO EL GUAYO, PROVINCIA DE CONTUMAZÁ - CONTUMAZÁ - CAJAMARCA""",NO SE ASOCIA A NINGÚN EVENTO,MEGAOPERATIVO REGIONAL DE CONTROL CAJAMARCA,4,PENAL ADMINISTRATIVO ENTIDAD,09/12/2020,30/12/2020,04/02/2021,https://s3.amazonaws.com/spic-informes-publicados/informes/2021/02/2021CPOL43500042_ADJUNTO.pdf 2021CPOL43500042,https://s3.amazonaws.com/spic-informes-publicados/resumen/2021/02/2021CPOL43500042.pdf
LORETO,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,10375-2020-CG/GRLO-SCE,A.I.S. HOSPITAL APOYO IQUITOS,Otorgamiento y Pago de Incentivos Únicos,NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,16,CIVIL ADMINISTRATIVO ENTIDAD,23/12/2020,24/12/2020,23/02/2021,https://s3.amazonaws.com/spic-informes-publicados/informes/2021/02/2021CPOL44000004_ADJUNTO.pdf 2021CPOL44000004,https://s3.amazonaws.com/spic-informes-publicados/resumen/2021/02/2021CPOL44000004.pdf
HUANCAVELICA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,10238-2020-CG/GRHV-SCE,MUNICIPALIDAD PROVINCIAL DE CHURCAMPA,Otorgamiento de encargos internos a funcionarios y servidores,NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,12,CIVIL ADMINISTRATIVO ENTIDAD,16/12/2020,18/12/2020,23/02/2021,https://s3.amazonaws.com/spic-informes-publicados/informes/2021/02/2021CPOL44600017_ADJUNTO.pdf 2021CPOL44600017,https://s3.amazonaws.com/spic-informes-publicados/resumen/2021/02/2021CPOL44600017.pdf
SAN MARTIN,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,10367-2020-CG/GRSM-SCE,MUNICIPALIDAD PROVINCIAL DE EL DORADO,"REMUNERACIÓN DEL ALCALDE Y DIETAS DE REGIDORES, PERIODO 2015 - 2019",NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,25,CIVIL ADMINISTRATIVO ENTIDAD,23/12/2020,04/02/2021,12/02/2021,https://s3.amazonaws.com/spic-informes-publicados/informes/2021/02/2021CPOL45000009_ADJUNTO.pdf 2021CPOL45000009,https://s3.amazonaws.com/spic-informes-publicados/resumen/2021/02/2021CPOL45000009.pdf
AMAZONAS,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,10579-2020-CG/GRAM-SCE,UNIDAD DE GESTIÓN EDUCATIVA LOCAL UTCUBAMBA,Otorgamiento de asignaciones especiales dispuestas por Ley n.° 28254 y normas conexas,NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,7,CIVIL ADMINISTRATIVO ENTIDAD,30/12/2020,06/01/2021,17/02/2021,https://s3.amazonaws.com/spic-informes-publicados/informes/2021/02/2021CPOL45200001_ADJUNTO.pdf 2021CPOL45200001,https://s3.amazonaws.com/spic-informes-publicados/resumen/2021/02/2021CPOL45200001.pdf
AMAZONAS,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,9704-2020-CG/GRAM-SCE,MUNICIPALIDAD DISTRITAL DE CAMPORREDONDO,Contratación directa para la adquisición de productos de primera necesidad de la canasta básica familiar en el marco de la emergencia sanitaria COVID-19,EMERGENCIA SANITARIA - COVID 19,SIN OPERATIVO ASOCIADO,3,PENAL ADMINISTRATIVO ENTIDAD,02/11/2020,22/02/2021,26/02/2021,https://s3.amazonaws.com/spic-informes-publicados/informes/2021/02/2021CPOL45200002_ADJUNTO.pdf 2021CPOL45200002,https://s3.amazonaws.com/spic-informes-publicados/resumen/2021/02/2021CPOL45200002.pdf
