ruc_proveedor,ruc_nombre,tipo_inscripcion,nombre_comercial,fecha_inscripcion,estado_contribuyente,condicion_contribuyente,direccion,actividades
20496143737,ASOCIACION DE PRODUCTORES AGROPECUARIOS EL LLAUCAN,ASOCIACION,-,28/11/2008,ACTIVO,HABIDO,NRO. 0 CAS. LA COLPA CAJAMARCA - HUALGAYOC - BAMBAMARCA,"PRINCIPAL - 4630 - VENTA AL POR MAYOR DE ALIMENTOS, BEBIDAS Y TABACO"
20498073094,VIGILANCIA Y SEGURIDAD MAGISTRAL S.A.C.,SOCIEDAD ANONIMA CERRADA,-,26/03/2001,ACTIVO,HABIDO,AV. VENEZUELA NRO. 1098 URB. SANTA ISABEL AREQUIPA - AREQUIPA - AREQUIPA,PRINCIPAL - 8030 - ACTIVIDADES DE INVESTIGACION
20498312935,PROYECTO TECNOLOGIA Y MANTENIMIENTO SRL,SOC.COM.RESPONS. LTDA,P.T.M. SRL,23/08/2002,ACTIVO,HABIDO,CAL.ZONA B MZA. G LOTE. 18 APV. ASOVICH AREQUIPA - AREQUIPA - CHARACATO,PRINCIPAL - 2812 - FABRICACION DE EQUIPO DE PROPULSION DE FLUIDOS
20498662677,TRANSPORTES ROCA FUERTE E.I.R.L.,EMPRESA INDIVIDUAL DE RESP. LTDA,-,11/05/2004,ACTIVO,HABIDO,----LA CUARENTENARIA MZA. D LOTE. 2 ASC MECANICOS- ARTESANOS (A 1/2 CDRA DEL LETRERO DE SENASA) AREQUIPA - AREQUIPA - CERRO COLORADO,"PRINCIPAL - 0810 - EXTRACCION DE PIEDRA, ARENA Y ARCILLA"
20498674098,MEDICORP PERU S.A.C.,SOCIEDAD ANONIMA CERRADA,MEDICORP PERU,28/05/2004,ACTIVO,HABIDO,PJ. PIZARRO NRO. 104 AREQUIPA - AREQUIPA - JOSE LUIS BUSTAMANTE Y RIVERO,PRINCIPAL - 4690 - VENTA AL POR MAYOR NO ESPECIALIZADA
20499151528,26 RED S.A.C.,SOCIEDAD ANONIMA CERRADA,-,03/11/2000,ACTIVO,HABIDO,JR. LOS OPALOS NRO. 1901 URB. SAN HILARION (ALT. CDRA. 19 DE LA AV. LOS PROCERES) LIMA - LIMA - SAN JUAN DE LURIGANCHO,"PRINCIPAL - 1410 - FABRICACION DE PRENDAS DE VESTIR, EXCEPTO PRENDAS DE PIEL"
20501462862,SILICON TECHNOLOGY S.A.C.,SOCIEDAD ANONIMA CERRADA,SILICON TECHNOLOGY SAC,10/01/2001,ACTIVO,HABIDO,JR. EL ESTANO NRO. 5571 URB. INDUSTRIAL INFANTAS (PARADERO TRES POSTES) LIMA - LIMA - LOS OLIVOS,PRINCIPAL - 2790 - FABRICACION DE OTROS TIPOS DE EQUIPO ELECTRICO
20502122461,GESTION Y SISTEMAS DE CALIDAD ELECTRICA SOCIEDAD ANONIMA CERRADA,SOCIEDAD ANONIMA CERRADA,GESCEL S.A.C.,07/05/2001,ACTIVO,HABIDO,JR. FULGENCIO VALDEZ NRO. 222 (216) LIMA - LIMA - BRENA,PRINCIPAL - 2610 - FABRICACION DE COMPONENTES Y TABLEROS ELECTRONICOS
20502739540,PRODUCTOS YULI DEL PERU S.A.C.,SOCIEDAD ANONIMA CERRADA,PRODUCTOS SELECTOS,31/08/2001,ACTIVO,HABIDO,AV. ALEJANDRO TIRADO NRO. 710 URB. SANTA BEATRIZ (CRUCE COMANDANTE TORRES PAZ Y ALEJANDRO) LIMA - LIMA - LIMA,PRINCIPAL - 4649 - VENTA AL POR MAYOR DE OTROS ENSERES DOMESTICOS
20502742338,INVERSIONES INDUSTRIALES MAFREY S.R.L.,SOC.COM.RESPONS. LTDA,INV.IND.MAFREY SRL.,31/08/2001,ACTIVO,HABIDO,AV. LA MOLINA ESTE NRO. 3557 DPTO. 204 URB. SOL DE LA MOLINA LIMA - LIMA - LA MOLINA,PRINCIPAL - 4690 - VENTA AL POR MAYOR NO ESPECIALIZADA
20502896211,DISTRIBUIDORA MEDICA TECNOLOGICA S.A.C.,SOCIEDAD ANONIMA CERRADA,DISMETEC SAC.,27/09/2001,ACTIVO,HABIDO,JR. CHANCAY NRO. 630 (ESPALDA DE CINE TACNA) LIMA - LIMA - LIMA,PRINCIPAL - 4690 - VENTA AL POR MAYOR NO ESPECIALIZADA
20503887780,KAMAGE CONTRATISTAS GENERALES S.R.L,SOC.COM.RESPONS. LTDA,-,28/02/2002,ACTIVO,HABIDO,CAL.LOS SAUCES MZA. C LOTE. 5 ASOC. LOS TULIPANES (ALT CDRA 53 AV PALMERAS) LIMA - LIMA - LOS OLIVOS,PRINCIPAL - 4100 - CONSTRUCCION DE EDIFICIOS
20505482108,CONDE ATENCION SERVICIOS MULTIPLES S.A.C.,SOCIEDAD ANONIMA CERRADA,CONASEM S.A.C.,21/11/2002,ACTIVO,HABIDO,AV. ALEJANDRO BERTELLO MZA. D LOTE. 1 URB. SAN REMO III (ALTURA AV.CANTA CALLAO CON C.C.TOTUS) LIMA - LIMA - SAN MARTIN DE PORRES,PRINCIPAL - 2511 - FABRICACION DE PRODUCTOS METALICOS PARA USO ESTRUCTURAL
20505728891,CIUDAD SALUDABLE,ASOCIACION,-,17/03/2004,ACTIVO,HABIDO,AV. DIEZ CANSECO NRO. 442 DPTO. 1001 URB. MIRAFLORES (CRUCE AV. DIEZCANSECO CON VIA EXPRESA) LIMA - LIMA - MIRAFLORES,PRINCIPAL - 7210 - INVESTIGACIONES Y DESARROLLO EXPERIMENTAL EN EL CAMPO DE LAS CIENCIAS NATURALES Y LA INGENIERIA
20505880171,RED DE COMBUSTIBLES LIQUIDOS SAC REDCOL SAC,SOCIEDAD ANONIMA CERRADA,REDCOL SAC,30/01/2003,ACTIVO,HABIDO,JR. TARATA MZA. 1 LOTE. 1 URB. LA PERLA PROV. CONST. DEL CALLAO - PROV. CONST. DEL CALLAO - LA PERLA,PRINCIPAL - 4730 - VENTA AL POR MENOR DE COMBUSTIBLES PARA VEHICULOS AUTOMOTORES EN COMERCIOS ESPECIALIZADOS
20505935684,BERMAD PERU S.A.C.,SOCIEDAD ANONIMA CERRADA,-,07/02/2003,ACTIVO,HABIDO,AV. LOS INGENIEROS NRO. 197 URB. SANTA RAQUEL LIMA - LIMA - ATE,PRINCIPAL - 4659 - VENTA AL POR MAYOR DE OTROS TIPOS DE MAQUINARIA Y EQUIPO
20506266875,IT SERVICE S.A.C.,SOCIEDAD ANONIMA CERRADA,IT SERVICE S.A.C.,01/04/2003,ACTIVO,HABIDO,AV. DEL EJERCITO NRO. 1180 INT. 207 URB. ORRANTIA DEL MAR QUINTA Z (CALLE SAMUEL VELARDE) LIMA - LIMA - MAGDALENA DEL MAR,"PRINCIPAL - 4651 - VENTA AL POR MAYOR DE ORDENADORES, EQUIPO PERIFERICO Y PROGRAMAS DE INFORMATICA"
20506377430,APLICACIONES PARA LA INGENIERIA Y LA INDUSTRIA SOCIEDAD ANONIMA CERRADA-APLISAC,SOCIEDAD ANONIMA CERRADA,APLISAC,22/04/2003,ACTIVO,HABIDO,CAL.ALAMEDA DEL ROCIO NRO. 307 (ALT. CDRA. 4 AV. HIGUERETA) LIMA - LIMA - SANTIAGO DE SURCO,PRINCIPAL - 4659 - VENTA AL POR MAYOR DE OTROS TIPOS DE MAQUINARIA Y EQUIPO
20506407100,SCIENCE AND TECHNOLOGY TRAINING E.I.R.L.,EMPRESA INDIVIDUAL DE RESP. LTDA,SCITECH,25/04/2003,ACTIVO,HABIDO,CAL.MARGARITA PRAXEDES NRO. 184 URB. PANDO 2DA ETAPA (1ER Y 2DO PISO) LIMA - LIMA - SAN MIGUEL,"PRINCIPAL - 7490 - OTRAS ACTIVIDADES PROFESIONALES, CIENTIFICAS Y TECNICAS N.C.P."
20506415030,DISTRIBUIDORA DE COMBUSTIBLE SANTA ANITA S.A.C.,SOCIEDAD ANONIMA CERRADA,-,28/04/2003,ACTIVO,HABIDO,JR. MONTERREY NRO. 373 INT. 704 URB. CHACARILLA DEL ESTANQUE (ALTURA CC CHACARILLA) LIMA - LIMA - SANTIAGO DE SURCO,"PRINCIPAL - 4661 - VENTA AL POR MAYOR DE COMBUSTIBLES SOLIDOS, LIQUIDOS Y GASEOSOS Y PRODUCTOS CONEXOS"
20506491216,AB TECHNOLOGY SAC,SOCIEDAD ANONIMA CERRADA,AB TECHNOLOGY S.A.C.,12/05/2003,ACTIVO,HABIDO,CAL.MARCELA CASTRO NRO. 634 URB. TUPAC AMARU LIMA - LIMA - SAN LUIS,PRINCIPAL - 4659 - VENTA AL POR MAYOR DE OTROS TIPOS DE MAQUINARIA Y EQUIPO
20506769192,GRUPO PROIKOS S.R.L.,SOC.COM.RESPONS. LTDA,-,25/06/2003,ACTIVO,HABIDO,CAL.PIURA NRO. 631 INT. 502 LIMA - LIMA - MIRAFLORES,PRINCIPAL - 7020 - ACTIVIDADES DE CONSULTORIA DE GESTION
20506956201,INVERSIONES CCI S.A.,SOCIEDAD ANONIMA,-,24/07/2003,ACTIVO,HABIDO,CAL.OMICRON NRO. 497 Z.I. INDUSTRIAL PROV. CONST. DEL CALLAO - PROV. CONST. DEL CALLAO - CALLAO,PRINCIPAL - 2819 - FABRICACION DE OTROS TIPOS DE MAQUINARIA DE USO GENERAL
20507437720,BIOPHARVET S.A.C.,SOCIEDAD ANONIMA CERRADA,-,14/10/2003,ACTIVO,HABIDO,AV. A MZA. GA LOTE. 18 URB. SAN ANTONIO CARAPONGOIVET (A 3 CDRAS RESTA. RINCONCITO AYACUCHANO) LIMA - LIMA - LURIGANCHO,"PRINCIPAL - 2100 - FABRICACION DE PRODUCTOS FARMACEUTICOS, SUSTANCIAS QUIMICAS MEDICINALES Y PRODUCTOS BOTANICOS DE USO FARMACEUTICO"
20508677571,MINERALES & DERIVADOS SUDAMERICANA SOCIEDAD ANONIMA CERRADA,SOCIEDAD ANONIMA CERRADA,-,04/05/2004,ACTIVO,HABIDO,AV. RAMON CASTILLA NRO. 251 (COSTADO DEL GRIFO PRIMAX) JUNIN - TARMA - TARMA,PRINCIPAL - 4923 - TRANSPORTE DE CARGA POR CARRETERA
20508720255,ECONOCABLE MEDIA SAC,SOCIEDAD ANONIMA CERRADA,-,01/03/2006,ACTIVO,HABIDO,MZA. E LOTE. 25 URB. VIRGEN DE COCHARCAS LIMA - LIMA - VILLA EL SALVADOR,PRINCIPAL - 6110 - ACTIVIDADES DE TELECOMUNICACIONES ALAMBICAS
20508768533,ECHOS PERU S.A.C.,SOCIEDAD ANONIMA CERRADA,ECHOS PERU,18/05/2004,ACTIVO,HABIDO,MZA. N LOTE. 23 A.H. JAVIER HERAUD LIMA - LIMA - ATE,PRINCIPAL - 9329 - OTRAS ACTIVIDADES DE ESPARCIMIENTO Y RECREATIVAS N.C.P.
20508929481,ROCAMISEL SOCIEDAD ANONIMA CERRADA,SOCIEDAD ANONIMA CERRADA,ROCAMISEL,14/06/2004,ACTIVO,HABIDO,JR. CARABAYA NRO. 940 INT. 304 (1/2 CDRA ANTES DE PLAZA SN MARTIN) LIMA - LIMA - LIMA,"PRINCIPAL - 4663 - VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCION, ARTICULOS DE FERRETERIA Y EQUIPO Y MATERIALES DE FONTANERIA Y CALEFACCION"
20509647012,GREEN LAND GROUP SOCIEDAD ANONIMA CERRADA - GL GROUP S.A.C.,SOCIEDAD ANONIMA CERRADA,-,15/10/2010,ACTIVO,HABIDO,AV. DOS S/N MZA. A33 LOTE. 41 URB. CULTURA PERUANA MODERNA LIMA - LIMA - SANTA ANITA,"PRINCIPAL - 4630 - VENTA AL POR MAYOR DE ALIMENTOS, BEBIDAS Y TABACO"
20509685615,SUMINCO S.A.,SOCIEDAD ANONIMA,-,30/10/2004,ACTIVO,HABIDO,AV. JAVIER PRADO ESTE NRO. 7069 URB. MAYORAZGO 5TA ETAPA (OVALO HUAROCHIRI FRENTE COLEGIO ALPAMAYO) LIMA - LIMA - ATE,PRINCIPAL - 4659 - VENTA AL POR MAYOR DE OTROS TIPOS DE MAQUINARIA Y EQUIPO
20509687669,CONSTRUCTORA LA ESMERALDA EIRL,EMPRESA INDIVIDUAL DE RESP. LTDA,-,02/11/2004,ACTIVO,HABIDO,CAL.LINO ALARCO NRO. 122 (ALT CDRA 4 DE AV LA MARINA) LIMA - LIMA - PUEBLO LIBRE (MAGDALENA VIEJA),PRINCIPAL - 7110 - ACTIVIDADES DE ARQUITECTURA E INGENIERIA Y ACTIVIDADES CONEXAS DE CONSULTORIA TECNICA
20509882101,CORPORACION ALESSANDRA S.A.C.,SOCIEDAD ANONIMA CERRADA,ALESSANDRA,03/12/2004,ACTIVO,HABIDO,CAL.MARIE CURIE NRO. 194 URB. INDUSTRIAL SANTA ROSA (CON ESQ. AV. BENJAMIN FRANKLIN N 240) LIMA - LIMA - ATE,PRINCIPAL - 4690 - VENTA AL POR MAYOR NO ESPECIALIZADA
20509921441,INERCO CONSULTORIA PERU S.A.C.,SOCIEDAD ANONIMA CERRADA,-,11/12/2004,ACTIVO,HABIDO,"AV. ANDRES REYES NRO. 338 (PISO 3, OFICINA 122) LIMA - LIMA - SAN ISIDRO",PRINCIPAL - 7020 - ACTIVIDADES DE CONSULTORIA DE GESTION
20509990841,TEXTILES CAMILA S.A.C.,SOCIEDAD ANONIMA CERRADA,-,27/12/2004,ACTIVO,HABIDO,CAL.LOS URUBUES MZA. G LOTE. 40 URB. HORIZONTE ZARATE (ESPALDA AV 13 DE ENERO) LIMA - LIMA - SAN JUAN DE LURIGANCHO,"PRINCIPAL - 1410 - FABRICACION DE PRENDAS DE VESTIR, EXCEPTO PRENDAS DE PIEL"
20510036914,FERTILIZANTES ORGANICOS S.A.C.,SOCIEDAD ANONIMA CERRADA,FOSAC,05/01/2005,ACTIVO,HABIDO,CAL.J. UGARTECHE NRO. 671 (CDRA 22 DE LA AV BRASIL) LIMA - LIMA - PUEBLO LIBRE (MAGDALENA VIEJA),PRINCIPAL - 0161 - ACTIVIDADES DE APOYO A LA AGRICULTURA
20510070187,SERVICIOS GENERALES ERLON S.A.C.,SOCIEDAD ANONIMA CERRADA,-,11/01/2005,ACTIVO,HABIDO,JR. ICA NRO. 133 PIURA - MORROPON - CHULUCANAS,PRINCIPAL - 8299 - OTRAS ACTIVIDADES DE SERVICIOS DE APOYO A LAS EMPRESAS N.C.P.
20510306211,GEO ARQ S.A.C.,SOCIEDAD ANONIMA CERRADA,-,11/08/2009,ACTIVO,HABIDO,CAL.COPACABANA NRO. 150 URB. SOL DE LA MOLINA (CASA 10) LIMA - LIMA - LA MOLINA,PRINCIPAL - 4390 - OTRAS ACTIVIDADES ESPECIALIZADAS DE CONSTRUCCION
20510820101,LIDA MEDIC SAC,SOCIEDAD ANONIMA CERRADA,LIDA MEDIC S.A.C,19/05/2005,ACTIVO,HABIDO,AV. TACNA NRO. 482 DPTO. 302 (COSTADO DE LA IGLESIA NAZARENAS) LIMA - LIMA - LIMA,PRINCIPAL - 4690 - VENTA AL POR MAYOR NO ESPECIALIZADA
20510970684,FLOWSERVE PERU S.A.C.,SOCIEDAD ANONIMA CERRADA,-,10/06/2005,ACTIVO,HABIDO,CAR.PANAMERICANA SUR KM. 29 INT. D-09 (FRENTE A PUENTE PEATONAL VIDU) LIMA - LIMA - LURIN,PRINCIPAL - 4773 - VENTA AL POR MENOR DE OTROS PRODUCTOS NUEVOS EN COMERCIOS ESPECIALIZADOS
20511020701,KATMAR TRADING S.A.C.,SOCIEDAD ANONIMA CERRADA,-,26/07/2008,ACTIVO,HABIDO,AV. JOSE ARNALDO MARQUEZ NRO. 913 LIMA - LIMA - JESUS MARIA,PRINCIPAL - 4520 - MANTENIMIENTO Y REPARACION DE VEHICULOS AUTOMOTORES
20511037001,GRUPO SANTA FE SOCIEDAD ANONIMA CERRADA - GRUPO SANTA FE S.A.C.,SOCIEDAD ANONIMA CERRADA,GRUPO SANTA FE S.A.C.,21/06/2005,ACTIVO,HABIDO,AV. BAUZATE Y MEZA NRO. 801 NINGUNO LIMA - LIMA - LA VICTORIA,"PRINCIPAL - 4663 - VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCION, ARTICULOS DE FERRETERIA Y EQUIPO Y MATERIALES DE FONTANERIA Y CALEFACCION"
20511295042,BINSERX EIRL,EMPRESA INDIVIDUAL DE RESP. LTDA,-,15/02/2017,ACTIVO,HABIDO,JR. EUSEBIO GALVEZ MZA. I1 LOTE. 19 APV. JUAN VELASCO ALVARADO LIMA - LIMA - SAN MARTIN DE PORRES,"PRINCIPAL - 4759 - VENTA AL POR MENOR DE APARATOS ELECTRICOS DE USO DOMESTICO, MUEBLES, EQU. DE ILUMINACION Y OTROS ENSERES EN COM. ESPECIALIZADOS"
20511403627,ZAVATEC SA,SOCIEDAD ANONIMA,ZAVATEC SA,19/08/2005,ACTIVO,HABIDO,JR. SAN AGUSTIN NRO. 1130 LIMA - LIMA - SURQUILLO,PRINCIPAL - 7110 - ACTIVIDADES DE ARQUITECTURA E INGENIERIA Y ACTIVIDADES CONEXAS DE CONSULTORIA TECNICA
20511469644,TECNICAS CP S.A.C.,SOCIEDAD ANONIMA CERRADA,-,31/08/2005,ACTIVO,HABIDO,AV. SANTA ANA MZA. H LOTE. 2 URB. SAN DIEGO VIPOL (FRENTE AL COLEGIO 2026) LIMA - LIMA - SAN MARTIN DE PORRES,PRINCIPAL - 4659 - VENTA AL POR MAYOR DE OTROS TIPOS DE MAQUINARIA Y EQUIPO
20511492115,CONSERMET SOCIEDAD ANONIMA CERRADA,SOCIEDAD ANONIMA CERRADA,CONSERMET S.A.C.,05/09/2005,ACTIVO,HABIDO,AV. LA PLAYA MZA. O-5 LOTE. 23 A.H. LOS LICENCIADOS (FRENTE A LA PLAZA CIVICA) PROV. CONST. DEL CALLAO - PROV. CONST. DEL CALLAO - VENTANILLA,PRINCIPAL - 3311 - REPARACION DE PRODUCTOS ELABORADOS DE METAL
20511914125,SOLTRAK S.A.,SOCIEDAD ANONIMA,-,09/11/2005,ACTIVO,HABIDO,AV. ARGENTINA NRO. 5799 (A LA ALTURA DE LA AV. ENRIQUE MEIGG) PROV. CONST. DEL CALLAO - PROV. CONST. DEL CALLAO - CARMEN DE LA LEGUA REYNOSO,PRINCIPAL - 4690 - VENTA AL POR MAYOR NO ESPECIALIZADA
20512419837,NELAN CONTRATISTAS GENERALES S.R.L.,SOC.COM.RESPONS. LTDA,-,26/01/2006,ACTIVO,HABIDO,AV. MANUEL OLGUIN NRO. 335 INT. 701 URB. LOS GRANADOS (COSTADO DE LA UNIVERSIDAD DE LIMA) LIMA - LIMA - SANTIAGO DE SURCO,PRINCIPAL - 4210 - CONSTRUCCION DE CARRETERAS Y VIAS DE FERROCARRIL
20512638393,FERRENERGY S.A.C.,SOCIEDAD ANONIMA CERRADA,FERRENERGY S.A.C.,28/02/2006,ACTIVO,HABIDO,AV. LA ENCALADA NRO. 1257 URB. C.EMPRESARIAL LA ENCALADA (OFICINA N 302 LA ENCALADA N1257) LIMA - LIMA - SANTIAGO DE SURCO,"PRINCIPAL - 3510 - GENERACION, TRANSMISION Y DISTRIBUCION DE ENERGIA ELECTRICA"
20512682376,TERRAMAR INSPECTION & TRADING S.A.C.,SOCIEDAD ANONIMA CERRADA,-,06/03/2006,ACTIVO,HABIDO,CAL.ARICA NRO. 115 DPTO. 604 LIMA - LIMA - MIRAFLORES,PRINCIPAL - 7110 - ACTIVIDADES DE ARQUITECTURA E INGENIERIA Y ACTIVIDADES CONEXAS DE CONSULTORIA TECNICA
20512900896,J.C MEDICAL SUPPLIES SOCIEDAD ANONIMA CERRADA,SOCIEDAD ANONIMA CERRADA,J.C MEDICAL SUPPLIES S.A.C.,06/04/2006,ACTIVO,HABIDO,AV. TACNA NRO. 320 INT. 200 CERCADO DE LIMA (CRUCE CON LA AV.ICA) LIMA - LIMA - LIMA,PRINCIPAL - 4690 - VENTA AL POR MAYOR NO ESPECIALIZADA
20513287101,CORPORACION SATEL EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,EMPRESA INDIVIDUAL DE RESP. LTDA,-,03/06/2006,ACTIVO,HABIDO,AV. COMUNIDAD INDUSTRIAL NRO. 380 (PRIMER PISO) LIMA - LIMA - CHORRILLOS,PRINCIPAL - 6190 - OTRAS ACTIVIDADES DE TELECOMUNICACIONES
20514083496,JHORVAC CORPORATION SOCIEDAD ANONIMA CERRADA,SOCIEDAD ANONIMA CERRADA,-,23/09/2006,ACTIVO,HABIDO,"JR. CENTAURO NRO. 153 URB. SAN ROQUE (MZ Q. LTE 4, AV. HUANDON CON AV. CENTRAL) LIMA - LIMA - LOS OLIVOS",PRINCIPAL - 4690 - VENTA AL POR MAYOR NO ESPECIALIZADA
20514745031,INDUSTRIA METALICA BULLON S.A.C.,SOCIEDAD ANONIMA CERRADA,INDUSTRIA METALICA BULLON,18/12/2006,ACTIVO,HABIDO,AV. CASCANUECES-PARCELA 2 MZA. . LOTE. 4 URB. VISTA ALEGRE (FRENTE A PUERTA PRINCIPAL TECSUP) LIMA - LIMA - SANTA ANITA,PRINCIPAL - 2920 - FABRICACION DE CARROCERIAS PARA VEHICULOS AUTOMOTORES; FABRICACION DE REMOLQUES Y SEMIRREMOLQUES
20514867730,CORPORACION IMAX PROD S.R.L.,SOC.COM.RESPONS. LTDA,IMAX PROD. S.R.L.,04/01/2007,ACTIVO,HABIDO,CAR.PANAMERICANA SUR KM 97.30 LOTE. 3 LIMA - CANETE - ASIA,PRINCIPAL - 7310 - PUBLICIDAD
20515540513,ROMAHNS CONSULTORES SOCIEDAD ANONIMA CERRADA-ROMAHNS CONSULTORES SAC,SOCIEDAD ANONIMA CERRADA,-,21/03/2007,ACTIVO,HABIDO,PJ. LOS MELONES MZA. L1 LOTE. 20 URB. MICAELA BASTIDAS (ALT CDR 9 DE LOS ALISOS) LIMA - LIMA - LOS OLIVOS,PRINCIPAL - 7020 - ACTIVIDADES DE CONSULTORIA DE GESTION
20515903098,JAMAL GEOSINTETICOS S.A.C.,SOCIEDAD ANONIMA CERRADA,-,09/02/2011,ACTIVO,HABIDO,CAL.ALEJANDRO PERALTA NRO. 191 (CDRA 2 AV.INSURGENTES) LIMA - LIMA - SAN MIGUEL,"PRINCIPAL - 7730 - ALQUILER Y ARRENDAMIENTO DE OTROS TIPOS DE MAQUINARIA, EQUIPO Y BIENES TANGIBLES"
20516950383,ROMYNA CONTRATISTAS GENERALES SOCIEDAD ANONIMA CERRADA,SOCIEDAD ANONIMA CERRADA,-,08/09/2007,ACTIVO,HABIDO,JR. CAP DELBOY NRO. 1258 URB. ORBEA LIMA - LIMA - MAGDALENA DEL MAR,PRINCIPAL - 7110 - ACTIVIDADES DE ARQUITECTURA E INGENIERIA Y ACTIVIDADES CONEXAS DE CONSULTORIA TECNICA
20517072495,EQ CORPORACION SOCIEDAD ANONIMA CERRADA,SOCIEDAD ANONIMA CERRADA,EQ CORPORACION S.A.C.,24/09/2007,ACTIVO,HABIDO,CAL.LEONIDAS LA SERRE NRO. 322 URB. EL PINO (ALT CDRA 29 NICOLAS ARRIOLA) LIMA - LIMA - SAN LUIS,PRINCIPAL - 4659 - VENTA AL POR MAYOR DE OTROS TIPOS DE MAQUINARIA Y EQUIPO
20517300897,JS ECOLOGY SOCIEDAD ANONIMA CERRADA - JS ECOLOGY SAC,SOCIEDAD ANONIMA CERRADA,JS ECOLOGY SAC,19/10/2007,ACTIVO,HABIDO,CAL.48 MZA. W1 LOTE. 9 URB. EL PINAR (A 3 CDRAS DEL MERCADO EL PINAR) LIMA - LIMA - COMAS,PRINCIPAL - 3314 - REPARACION DE EQUIPO ELECTRICO
20517393704,FADISUR SOCIEDAD ANONIMA CERRADA - FADISUR S.A.C.,SOCIEDAD ANONIMA CERRADA,-,30/10/2007,ACTIVO,HABIDO,CAL.AVELLANAS MZA. E LOTE. 11 URB. LA PORTADA CERES (ENTRE LA AV CHANCAS Y AV HUAROCHIRI) LIMA - LIMA - SANTA ANITA,PRINCIPAL - 4690 - VENTA AL POR MAYOR NO ESPECIALIZADA
20517439623,LAYHER PERU S.A.C.,SOCIEDAD ANONIMA CERRADA,LAYHER PERU SAC,06/11/2007,ACTIVO,HABIDO,AV. LOS EUCALIPTOS LOTE. REF URB. SANTA GENOVEVA (SUB LOTE A PARCELA 2) LIMA - LIMA - LURIN,PRINCIPAL - 4659 - VENTA AL POR MAYOR DE OTROS TIPOS DE MAQUINARIA Y EQUIPO
20517698131,BERTONATI TECHNOLOGIES S.A.,SOCIEDAD ANONIMA,BERTONATI TECHNOLOGIES S.A.,04/12/2007,ACTIVO,HABIDO,AV. JOSE PARDO NRO. 434 INT. 403 (CENTRO EMPRESARIAL LIT ONE) LIMA - LIMA - MIRAFLORES,PRINCIPAL - 4510 - VENTA DE VEHICULOS AUTOMOTORES
20517866530,FABIOLA DE LA CUBA PRODUCCIONES SOCIEDAD ANONIMA,SOCIEDAD ANONIMA,-,21/12/2007,ACTIVO,HABIDO,CAL.BERNARDO MONTEAGUDO NRO. 340 DPTO. 103 URB. ORRANTIA DEL MAR LIMA - LIMA - MAGDALENA DEL MAR,"PRINCIPAL - 9000 - ACTIVIDADES CREATIVAS, ARTISTICAS Y DE ENTRETENIMIENTO"
20517977871,SCIENTIFIC SUPPLIES & SERVICES E.I.R.L,EMPRESA INDIVIDUAL DE RESP. LTDA,-,09/01/2008,ACTIVO,HABIDO,CAL.LOS ALOES NRO. 677 CV LAS FLORES (ALT PDERO 9 AV PROCERES DE LA INDEPENDEN) LIMA - LIMA - SAN JUAN DE LURIGANCHO,"PRINCIPAL - 4652 - VENTA AL POR MAYOR DE EQUIPO, PARTES Y PIEZAS ELECTRONICOS Y DE TELECOMUNICACIONES"
20518503864,SERVICIOS GENERALES RNB S.A.C.,SOCIEDAD ANONIMA CERRADA,RNB S.A.C.,04/03/2008,ACTIVO,HABIDO,JR. 3 DE OCTUBRE NRO. 230 A.H. NUEVA ESPERANZA (PARADERO 4 DE NUEVA ESPERANZA) LIMA - LIMA - VILLA MARIA DEL TRIUNFO,PRINCIPAL - 7310 - PUBLICIDAD
20518611080,MILENIUM GROUP SAC,SOCIEDAD ANONIMA CERRADA,MILGRO,13/03/2008,ACTIVO,HABIDO,JR. MARISCAL SUCRE NRO. 163 DPTO. I URB. SAN CAYETANO LIMA - LIMA - EL AGUSTINO,PRINCIPAL - 4649 - VENTA AL POR MAYOR DE OTROS ENSERES DOMESTICOS
20518676700,CUPRUM METAL TRADING SAC,SOCIEDAD ANONIMA CERRADA,-,19/03/2008,ACTIVO,HABIDO,CAL.LEONHARD EULER NRO. 140 URB. SAN BORJA SUR (CDRA 2 DE AV SAN BORJA SUR) LIMA - LIMA - SAN BORJA,PRINCIPAL - 4659 - VENTA AL POR MAYOR DE OTROS TIPOS DE MAQUINARIA Y EQUIPO
20520605836,ALFIL BLANCO INTERBUSINESS E.I.R.L.,EMPRESA INDIVIDUAL DE RESP. LTDA,-,30/04/2012,ACTIVO,HABIDO,JR. CUZCO NRO. 425 INT. 802 LIMA - LIMA - LIMA,PRINCIPAL - 7310 - PUBLICIDAD
20520628887,CONSTRUCTORA E INMOBILIARIA J Y T S.A.C.,SOCIEDAD ANONIMA CERRADA,CEIJYTSAC,09/01/2009,ACTIVO,HABIDO,AV. AVIACION NRO. 2836 INT. 403 URB. SAN BORJA SUR LIMA - LIMA - SAN BORJA,PRINCIPAL - 4220 - CONSTRUCCION DE PROYECTOS DE SERVICIO PUBLICO
